key,description,text
recentValue,"UI string from recentValue","最近 {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","アイテム {{number}}"
relativeScale,"UI string from relativeScale","相対スケール: 緑 ≤30% · 黄 ≤70% · 赤 ＞70% （最も高いエラーキーに対して相対的; 「最新の累積」エラー率に基づいて計算）"
result.accuracyTooltip,"UI string from result.accuracyTooltip"," por lo que los caracteres fAltantes disminuirán la precisión.""
result.chartDescription,"UI string from result.chartDescription",""Superior: Tendencia de Puntuación General; Inferior: Tendencia de Tasa de Precisión. La puntuación general combina velocidad y precisión. Primero"
result.scoreTooltip,"UI string from result.scoreTooltip",""Pontuação Composta = A velocidade de entrada calculada com base apenas nos caracteres corretos. Método de cálculo: Velocidade (WPM/CPM) × Taxa de Precisão. Objetivo: EsTabilizar primeiro a taxa de precisão"
section1.gameData.content,"UI string from section1.gameData.content"," time taken"
section1.gameData.title,"UI string from section1.gameData.title","ゲームデータ："
section1.googleAuth.content,"UI string from section1.googleAuth.content"," or store any personal privacy data from your Google account"
section1.googleAuth.title,"UI string from section1.googleAuth.title","Google サインイン認証:"
section1.principle,"UI string from section1.principle","私たちは簡素化の原則を遵守し、サービスの運営に必要なデータのみを収集します。"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (広告): 将来的には、ウェブサイトの運営費用をサポートするためにGoogle AdSenseを使用して広告を表示することがあります。Googleおよびそのパートナーは、あなたの過去の閲覧履歴に基づいてパーソナライズされた広告を表示するために、Cookies（例えば、DoubleClick Cookie）を使用する場合があります。"
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," pages visited"
section1.technicalData.title,"UI string from section1.technicalData.title","第三者サービスによって自動的に収集された技術データ："
section1.title,"UI string from section1.title","収集するデータの種類"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," or region. This information is not mandatory and is mAInly intended to optimize question bank recommendations"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","ユーザーが自発的に不正確な情報を提供しました（任意）："
section2.coreFunction,"UI string from section2.coreFunction"," and global leaderboards.""
section2.experienceOptimization,"UI string from section2.experienceOptimization",""Optimización de la experiencia: La edad"
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","サービスメンテナンス：Google Analyticsを通じて収集された技術データは、ウェブサイトのパフォーマンスを理解し、潜在的な問題を修正するのに役立ちます。"
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","統計分析：私たちは、ユーザーが自発的に提供したすべての情報を匿名化し集約して、ユーザーグループの全体的なプロフィールを理解し、サービスを改善します。"
section2.title,"UI string from section2.title","2. あなたのデータの使用方法"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," stored"
section3.dataRetention,"UI string from section3.dataRetention"," no podemos garantizar el almacenamiento permanente de los datos. Nos reservamos el derecho de eliminar algunos o todos los datos de los usuarios sin previo aviso.""
section3.storageLocation,"UI string from section3.storageLocation"," mientras que tus datos del juego y la información proporcionada voluntariamente se almacenan en una base de datos en Google Firebase.""
section3.title,"UI string from section3.title","3. データの保存と国境を越えた転送"
section4.advertisingCookies,"UI string from section4.advertisingCookies",""Cookies de publicidad: Como se mencionó anteriormente"
section4.functionalCookies,"UI string from section4.functionalCookies","機能性クッキー: ログイン状態を維持するためにクッキーを使用します。"
section4.title,"UI string from section4.title","4. クッキーと広告について"
section5.contactChannel,"UI string from section5.contactChannel"," please submit your request through our official GitHub Issues page.""
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," real name"
section5.responseTime,"UI string from section5.responseTime"," responderemos lo antes posible dentro de nuestras capacidades. Gracias por su paciencia y comprensión.""
section5.title,"UI string from section5.title","5. あなたの権利と連絡先情報"
speedChartAriaLabel,"UI string from speedChartAriaLabel"," mejor será el rendimiento.""
speedChartTitle,"UI string from speedChartTitle","総合スコア（正確なスピード）"
speedChartTooltip,"UI string from speedChartTooltip",""Eje vertical: Puntuación general (cuanto más Alta"
speedScore,"UI string from speedScore","全体スコア: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout。全著作権所有。"
terms.lastUpdated,"UI string from terms.lastUpdated","Última atualização: 21 de setembro de 2025"
terms.section1.content1,"UI string from terms.section1.content1",""Bienvenido a Typesprout (en adelante"
terms.section1.content2,"UI string from terms.section1.content2"," and agree to be bound by all the terms of this Terms of Service (hereinafter referred to as "this Agreement"). If you do not agree to any part of this Agreement"
terms.section1.title,"UI string from terms.section1.title","1. 一般条項および利用規約の受諾"
terms.section2.content1,"UI string from terms.section2.content1","このサービスの唯一の目的は、タイピングスキルの練習を提供することです。これは学術研究や宗教教育のツールではありません。ウェブサイトのすべてのコンテンツは、この単一の目的のためだけにあります。"
terms.section2.content2,"UI string from terms.section2.content2"," el contenido del banco de preguntas de este servicio proviene de múltiples fuentes. Por la presente declaramos:""
terms.section2.content3,"UI string from terms.section2.content3"," or fidelity to any specific Bible version of any content in the question bank. All content should be considered typing practice material rather than precise academic or religious references. Users should fully understand this before use.""
terms.section2.listItem1,"UI string from terms.section2.listItem1",""Contenido generado por IA: Algunos artículos de práctica son analizados"
terms.section2.listItem2,"UI string from terms.section2.listItem2"," se puede generar texto Alternativo mediante el modelo de IA.""
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","サービスの目的："
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","質問バンクのコンテンツの出所と免責事項："
terms.section2.title,"UI string from terms.section2.title","2. サービスの説明とコンテンツソース"
terms.section3.content1,"UI string from terms.section3.content1"," revocable license to use this service solely for personal"
terms.section3.content2,"UI string from terms.section3.content2"," resell"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","個人非商業使用ライセンス："
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","商業利用を厳禁します："
terms.section3.title,"UI string from terms.section3.title","3. 使用許可と制限"
terms.section4.content1,"UI string from terms.section4.content1","あなたは、自分のアカウントのログイン情報を安全に保つ責任があり、あなたのアカウントの下で発生するすべての活動に対して責任を負います。"
terms.section4.content2,"UI string from terms.section4.content2"," or disable the normal operation of this service in any way. Additionally"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","アカウントのセキュリティ："
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","禁止された虐待とチート："
terms.section4.title,"UI string from terms.section4.title","4. ユーザーの責任"
terms.section5.content1,"UI string from terms.section5.content1"," security"
terms.section5.content2,"UI string from terms.section5.content2"," ni garantizamos la preservación permanente de los datos.""
terms.section5.content3,"UI string from terms.section5.content3",""Nos reservamos el derecho de modificar"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","そのまま提供されます："
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","データが保存されました："
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","サービスの終了権:"
terms.section5.title,"UI string from terms.section5.title","5. 免責事項及びサービスの制限"
terms.section6.content,"UI string from terms.section6.content"," you also agree to the policy.""
terms.section6.title,"UI string from terms.section6.title","6. プライバシーポリシー"
terms.section7.content1,"UI string from terms.section7.content1"," por favor envíalas a través de nuestra página oficial de GitHub Issues: https://github.com/yvEschen001/Typesprout-pubic/issues""
terms.section7.title,"UI string from terms.section7.title","7. 連絡先情報"
terms.section7.warning,"UI string from terms.section7.warning"," ten en cuenta que esta es una plataforma pública y no compartas tu información personal aquí.""
terms.title,"UI string from terms.title","Typesprout 利用規約"
terms.titleSuffix,"UI string from terms.titleSuffix","利用規約"
test.chartDescription,"UI string from test.chartDescription",""Superior: Tendencia de Puntuación General; Inferior: Tendencia de Precisión. Primero"
test.insightsSummary,"UI string from test.insightsSummary","詳細分析（速度與準確性趨勢）"
test.metricsTip,"UI string from test.metricsTip","速度と精度の説明"
test.questionText,"UI string from test.questionText","質問文（選択またはコピーできません）"
test.startMessage,"UI string from test.startMessage"," por favor Escribe el texto de arriba. No se permite pegar.""
test.title,"UI string from test.title","タイピングテスト"
timeSpent,"UI string from timeSpent","時間：{{seconds}} 秒"
title,"UI string from title","Typesprout プライバシーポリシー"
titleSuffix,"UI string from titleSuffix","プライバシーポリシー"
totalQuestionChars,"UI string from totalQuestionChars","合計文字數：{{chars}} 字符"
ui.closeHint,"UI string from ui.closeHint","プロンプトを閉じる"
ui.later,"UI string from ui.later","後で"
ui.loginSuggestion,"UI string from ui.loginSuggestion","右上隅の「Googleでサインイン」オプションを使用して、スコアと進捗を保存することをお勧めします。このウェブサイトは匿名性とプライバシーを重視しており、個人の機密情報を保存することはありません。"
ui.string089,"UI string from ui.string089",""Por favor"
ui.string090,"UI string from ui.string090","個人情報"
ui.string091,"UI string from ui.string091","ホームに戻る"
ui.string092,"UI string from ui.string092","プライバシーポリシー"
ui.string093,"UI string from ui.string093","私たちは個人データを収集しません。統計データは、匿名のランキングや学習フィードバックのためにのみ使用されます。"
ui.string094,"UI string from ui.string094","Googleアカウントのみを使用して、進捗と履歴を保存します。"
ui.string095,"UI string from ui.string095","私たちはどのようなデータを収集しますか？"
ui.string096,"UI string from ui.string096",""Solo recopilamos tus puntuaciones de Escritura"
ui.string097,"UI string from ui.string097","このデータを使用して、個別のフィードバックを提供し、あなたの進捗の旅を示しましょう。"
ui.string154,"UI string from ui.string154","利用規約"
ui.string155,"UI string from ui.string155"," aceptas los siguientes términos:""
ui.string156,"UI string from ui.string156","あなたは自分自身の学習と進歩に責任があります。"
ui.string157,"UI string from ui.string157","利用規約の内容は何ですか？"
ui.string158,"UI string from ui.string158",""Los términos incluyen: usar el sitio web solo con fines educativos"
ui.string200,"UI string from ui.string200","右上隅の「Googleでサインイン」オプションを使用して、スコアと進捗を保存することをお勧めします。このウェブサイトは匿名性とプライバシーを重視しており、個人の機密情報を保存することはありません。"
ui.string201,"UI string from ui.string201","後で"
ui.string202,"UI string from ui.string202","リマインダー：今日は練習していません！毎日手を動かして、小さな木が強く成長するのを助けましょう。"
upgradeRule1,"UI string from upgradeRule1","毎日少なくとも10分間タイピングの練習をしてください。"
upgradeRule2,"UI string from upgradeRule2","精度を80%以上に保つ"
upgradeRule3,"UI string from upgradeRule3","毎日少なくとも3回のタイピングテストを完了してください。"
upgradeRule4,"UI string from upgradeRule4","正しい指の配置を使用してください"
upgradeRule5,"UI string from upgradeRule5","異なる難易度で練習する"
upgradeRule6,"UI string from upgradeRule6","毎日の練習の一貫性を維持する"
upgradeRules,"UI string from upgradeRules","アップグレードルール"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","今日: {current}/{total} (残り {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","約{minutes}分"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," hasta ×2) × (0.5 + 0.5 × precisión)).""
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Límite diario 100; reglas de motivación: Si la precisión ≥30%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," necesitas aproximadamente {minutes} minutos más para alcanzar el límite.""
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Uma pequena lembrança: Pratique um pouco todos os dias"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","今日のサマリー"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""¿Cómo se generan los puntos? Se basan en la prueba de hoy y están relacionados con el tiempo efectivo de entrada"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","有効入力: {minutes} 分 · 獲得ポイント: {current} / {total} (残り {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","私の小さな木"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","アクティビティとステージを再計算する"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""¿Qué es "Recalcular Actividad y Etapa"? Volverá a leer tus registros de prueba de los últimos 5 días"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","成長図"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","異なる外観ステージとアンロック条件（イラスト）。"
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ステージ {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","芽生え・デフォルト外観"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","第二の葉を育てる"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","葉の過形成"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","枝が伸びる + 側枝"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","小さな木の冠が形成されました（実を結ぶ）"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","過去{days}日間にアクティブ"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","アクティブ日数: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","テストの後に獲得した「ポイント」を記録します（これもあなたのXPに加算されます）。"
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," utilizados para promover el crecimiento del pequeño árbol.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," más fácil será dar fruto.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," facilitando el seguimiento de tus esfuerzos.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","最近の記録"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","質問 {current}/{total} · 制限時間 {seconds} 秒 · この質問の文字数 {chars} · 合計 {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Por favor"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","読み込み中..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","バックスペースを許可"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","スペース 開閉・R リセット・F フォーカス・エンター 提出 メイントピック"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," please run "③ One-click Sync" in GAS or check/exec permissions.""
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","精度 {percent}% · 総合スコア {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","正しい文字数/総文字数 {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","すべての入力が流暢になります。"
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","正しいタイピング習慣"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","平均総合スコア（{days}日間）"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","合計文字数（{days}日）"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","私対全サイト（{days}日）"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","{seconds}秒"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","精度 {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," up to ×2) × (0.5 + 0.5 × accuracy))""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation","达到上限约还需{remaining}分钟。""
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation","并更新活跃清单与目前阶段。""
