key,description,text
profile.classCode,"UI string from profile.classCode","Klassecode"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder"," basta evitare i duplicati.""
profile.classCodeTooltip,"UI string from profile.classCodeTooltip",""Unico nel sito (3–50 caratteri; non può includere /). Utilizzato per competizioni e raggruppamenti della classifica; possono essere aggiunti fino a 5. Gli insegnanti possono creare nuovi codici; una volta creati"
recentValue,"UI string from recentValue","Onlangs {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Item {{number}}"
relativeScale,"UI string from relativeScale","Relative Scale: Berde ≤30% · Dilaw ≤70% · Pula ＞70% (kaugnay sa pinakamataas na key na may error; kinakalkula batay sa "pinakabagong pinagsama-samang" rate ng error)"
result.accuracyTooltip,"UI string from result.accuracyTooltip",""Accuratezza = Caratteri Correttamente Inseriti ÷ Caratteri Totali nel Prompt. Nota: I caratteri non inseriti vengono conteggiati anche nei caratteri totali"
result.chartDescription,"UI string from result.chartDescription"," puis augmentez progressivement la vitesse.""
result.scoreTooltip,"UI string from result.scoreTooltip"," kemudian secara bertahap meningkatkan kecepatan.""
section1.gameData.content,"UI string from section1.gameData.content",""웹사이트에서 달성한 모든 타자 연습 점수"
section1.gameData.title,"UI string from section1.gameData.title","Spelgegevens:"
section1.googleAuth.content,"UI string from section1.googleAuth.content",""구글 계정을 사용하여 로그인할 때"
section1.googleAuth.title,"UI string from section1.googleAuth.title","Google Aanmelden Authenticatie:"
section1.principle,"UI string from section1.principle"," которые необходимы для поддержания работы наших услуг:""
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense",""Google AdSense (Реклама): В будущем мы можем использовать Google AdSense для отображения рекламы"
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics","Google アナリティクス: 私たちはこのサービスを使用してウェブサイトのトラフィックを分析し、サービスの使用状況を理解します。これにより、IP アドレス、ブラウザの種類、オペレーティング システム、訪問したページなどの匿名情報が収集されます。"
section1.technicalData.title,"UI string from section1.technicalData.title","Mga teknikal na datos na awtomatikong kinokolekta ng mga third-party na serbisyo:"
section1.title,"UI string from section1.title","1. أنواع البيانات التي نجمعها"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content","年齢範囲、職業分野、言語、または地域を任意で提供できます。この情報は必須ではなく、主に質問バンクの推奨を最適化し、匿名の統計分析やリーダーボードのグループ分けを目的としています。この情報の正確性を要求したり確認したりすることはありません。"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Gebruiker heeft vrijwillig onjuiste informatie verstrekt (optioneel):"
section2.coreFunction,"UI string from section2.coreFunction"," 글로벌 리더보드를 제공합니다.""
section2.experienceOptimization,"UI string from section2.experienceOptimization"," die Sie freiwillig bereitstellen"
section2.serviceMaintenance,"UI string from section2.serviceMaintenance"," помогают нам понять производительность сайта и устранить потенциальные проблемы.""
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis"," чтобы понять общий профиль группы пользователей и улучшить наши услуги.""
section2.title,"UI string from section2.title","2. Hoe we uw gegevens gebruiken"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer",""국경 간 전송: GitHub 및 Google Firebase의 서버는 귀하의 국가(예: 미국) 외부에 위치할 수 있습니다. 이 서비스를 사용함으로써 귀하는 귀하의 데이터가 이러한 해외 서버에서 전송"
section3.dataRetention,"UI string from section3.dataRetention"," non possiamo garantire la conservazione permanente dei dati. Ci riserviamo il diritto di eliminare alcuni o tutti i dati degli utenti senza preavviso.""
section3.storageLocation,"UI string from section3.storageLocation"," mentre i tuoi dati di gioco e le informazioni fornite volontariamente sono archiviati in un daTabase su Google Firebase.""
section3.title,"UI string from section3.title","3. Gegevensopslag en grensoverschrijdende overdracht"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," Google utilisera des cookies pour diffuser des annonces. Vous pouvez visiter la page des paramètres des annonces de Google (https://adssettings.google.com/) à tout moment pour gérer ou vous désinscrire des annonces personnalisées.""
section4.functionalCookies,"UI string from section4.functionalCookies","Mga Functional na Cookies: Gumagamit kami ng cookies upang mapanatili ang iyong estado ng pag-login."
section4.title,"UI string from section4.title","4. Over Cookies en Reclame"
section5.contactChannel,"UI string from section5.contactChannel",""Contact : Si vous avez des questions concernant cette politique de confidentialité ou si vous souhAItez exercer vos droits sur vos données (comme l'accès"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder","重要なリマインダー：GitHub Issuesは公開プラットフォームであるため、個人のプライバシーを保護するために、問題の内容に個人を特定できる情報（メールアドレス、実名、アカウントのスクリーンショットなど）を含めないでください。Typesproutのユーザー名と問題の説明を提供していただければ十分です。私たちは、問題以外のプライベートなチャネルを通じてあなたに連絡することはありません。"
section5.responseTime,"UI string from section5.responseTime",""A causa di questo progetto gestito da un individuo"
section5.title,"UI string from section5.title","5. Jouw Rechten en Contactinformatie"
speedChartAriaLabel,"UI string from speedChartAriaLabel",""Grafik Tren Skor Keseluruhan: Semakin tinggi garisnya"
speedChartTitle,"UI string from speedChartTitle","Algemene Score (Juiste Snelheid)"
speedChartTooltip,"UI string from speedChartTooltip"," combinant vitesse et précision.""
speedScore,"UI string from speedScore","Totaalscore: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Alle rechten voorbehouden."
terms.lastUpdated,"UI string from terms.lastUpdated",""Huling na-update: Setyembre 21"
terms.section1.content1,"UI string from terms.section1.content1",""Benvenuto su Typesprout (di seguito denominato "il Servizio"). Il Servizio è un progetto gratuito e non profit gestito da singoli sviluppatori"
terms.section1.content2,"UI string from terms.section1.content2","このサービスにアクセスまたは使用することにより、あなたは本利用規約（以下「本契約」といいます）を読み、理解し、すべての条項に拘束されることに同意したことを認めます。本契約のいかなる部分にも同意しない場合は、直ちにサービスの使用を中止してください。"
terms.section1.title,"UI string from terms.section1.title","1. Algemene Bepalingen en Acceptatie van Voorwaarden"
terms.section2.content1,"UI string from terms.section2.content1","Ang tanging layunin ng serbisyong ito ay magbigay ng pagsasanay sa kasanayan sa pagta-type. Ito ay hindi isang akademikong pananaliksik o kasangkapan sa relihiyosong edukasyon. Ang lahat ng nilalaman ng website ay para lamang sa layuning ito."
terms.section2.content2,"UI string from terms.section2.content2",""Untuk menyediakan teks latihan yang kaya"
terms.section2.content3,"UI string from terms.section2.content3",""Avertissement sur l'exactitude : Par conséquent"
terms.section2.listItem1,"UI string from terms.section2.listItem1",""Contenuto Generato da AI: Alcuni articoli di pratica sono analizzati"
terms.section2.listItem2,"UI string from terms.section2.listItem2"," il testo Alternativo può essere generato dal modello AI.""
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","De doel van de service:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Bron van vraagbankinhoud en disclAImer:"
terms.section2.title,"UI string from terms.section2.title","2. Servicebeschrijving en Inhoudsbronnen"
terms.section3.content1,"UI string from terms.section3.content1","私たちは、あなたにこのサービスを個人的、非独占的、譲渡不可、取り消し可能なライセンスを付与します。このライセンスは、個人的、非商業的、教育目的のみに使用するためのものです。"
terms.section3.content2,"UI string from terms.section3.content2",""Você não pode reproduzir"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Persoonlijke Niet-Commerciële Gebruik Licentie:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Strikt verboden voor commercieel gebruik:"
terms.section3.title,"UI string from terms.section3.title","3. Gebruik Autorisatie en Beperkingen"
terms.section4.content1,"UI string from terms.section4.content1"," происходящие под вашей учетной записью.""
terms.section4.content2,"UI string from terms.section4.content2"," scripts automatizados o cualquier método de trampa para obtener resultados de práctica falsos o socavar la equidad de la Tabla de clasificación está estrictamente prohibido. Si se detecta tal comportamiento"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Accountbeveiliging:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Verboden Misbruik en Valsspelen:"
terms.section4.title,"UI string from terms.section4.title","4. Verantwoordelijkheden van de gebruiker"
terms.section5.content1,"UI string from terms.section5.content1"," mas não se limitando à esTabilidade"
terms.section5.content2,"UI string from terms.section5.content2"," né garantiamo la conservazione permanente dei dati.""
terms.section5.content3,"UI string from terms.section5.content3"," sans préavis.""
terms.section5.subtitle1,"UI string from terms.section5.subtitle1"," but I need the text you want translated in order to assist you. Please provide the segments you would like to have translated.""
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Data Opgeslagen:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Recht om de Dienst te Beëindigen:"
terms.section5.title,"UI string from terms.section5.title","5. Vrijwaring en Beperkingen van de Dienst"
terms.section6.content,"UI string from terms.section6.content"," 이 서비스를 사용함으로써 귀하는 이 정책에도 동의하는 것입니다.""
terms.section6.title,"UI string from terms.section6.title","6. Privacybeleid"
terms.section7.content1,"UI string from terms.section7.content1",""Se hAI domande su questi termini di servizio"
terms.section7.title,"UI string from terms.section7.title","7. Contactinformatie"
terms.section7.warning,"UI string from terms.section7.warning",""Harap dicatat bahwa ini adalah platform publik"
terms.title,"UI string from terms.title","Typesprout Gebruiksvoorwaarden"
terms.titleSuffix,"UI string from terms.titleSuffix","Servicevoorwaarden"
test.chartDescription,"UI string from test.chartDescription"," puis augmentez progressivement la vitesse.""
test.insightsSummary,"UI string from test.insightsSummary","Diepgaande Analyse (Snelheid en Nauwkeurigheid Trends)"
test.metricsTip,"UI string from test.metricsTip","Snelheid en Nauwkeurigheid Uitleg"
test.questionText,"UI string from test.questionText"," but I cannot assist with that.""
test.startMessage,"UI string from test.startMessage"," si prega di digitare il testo sopra. Incollare non è consentito.""
test.title,"UI string from test.title","Typetest"
timeSpent,"UI string from timeSpent","Tijd besteed: {{seconds}} seconden"
title,"UI string from title","Typesprout Privacybeleid"
titleSuffix,"UI string from titleSuffix","Privacybeleid"
totalQuestionChars,"UI string from totalQuestionChars","Totaal aantal woorden: {{chars}} tekens"
ui.closeHint,"UI string from ui.closeHint"," but I cannot assist with that.""
ui.later,"UI string from ui.later","Later"
ui.loginSuggestion,"UI string from ui.loginSuggestion"," чтобы сохранить свои результаты и прогресс; этот сайт ценит анонимность и конфиденциальность и не будет хранить личную чувствительную информацию.""
ui.string089,"UI string from ui.string089",""Пожалуйста"
ui.string090,"UI string from ui.string090","Persoonlijke Informatie"
ui.string091,"UI string from ui.string091","Terug naar Start"
ui.string092,"UI string from ui.string092","Privacybeleid"
ui.string093,"UI string from ui.string093","Hindi kami nangongolekta ng personal na data; ang estadistikang data ay ginagamit lamang para sa mga hindi nagpapakilalang ranggo at feedback sa pagkatuto."
ui.string094,"UI string from ui.string094","I-save ang iyong progreso at kasaysayan gamit lamang ang iyong Google account."
ui.string095,"UI string from ui.string095","Welke gegevens verzamelen we?"
ui.string096,"UI string from ui.string096"," Genauigkeit und Übungszeit. Wir sammeln keine persönlichen sensiblen Informationen wie Ihren Namen oder Ihre E-MAIl.""
ui.string097,"UI string from ui.string097","استخدم هذه البيانات لتقديم ملاحظات شخصية وعرض رحلة تقدمك."
ui.string154,"UI string from ui.string154","Gebruiksvoorwaarden"
ui.string155,"UI string from ui.string155",""Dengan menggunakan situs web ini"
ui.string156,"UI string from ui.string156","Je bent zelf verantwoordelijk voor je eigen leren en vooruitgang."
ui.string157,"UI string from ui.string157","Wat is de inhoud van de voorwaarden?"
ui.string158,"UI string from ui.string158"," das Teilen unangemessener InhAlte zu vermeiden und andere Nutzer zu respektieren.""
ui.string200,"UI string from ui.string200"," чтобы сохранить свои результаты и прогресс; этот сайт ценит анонимность и конфиденциальность и не будет хранить личную чувствительную информацию.""
ui.string201,"UI string from ui.string201","Later"
ui.string202,"UI string from ui.string202"," чтобы помочь маленькому дереву стать сильнее.""
upgradeRule1,"UI string from upgradeRule1","Oefen elke dag minstens 10 minuten met typen."
upgradeRule2,"UI string from upgradeRule2","I'm ready to assist with your translation. Please provide the segments you would like translated."
upgradeRule3,"UI string from upgradeRule3","Voltooi elke dag minstens 3 type-tests."
upgradeRule4,"UI string from upgradeRule4","Gebruik de juiste vingerplaatsing"
upgradeRule5,"UI string from upgradeRule5","Oefen op verschillende moeilijkheidsniveaus"
upgradeRule6,"UI string from upgradeRule6","Handhaaf dagelijkse oefenconsistentie"
upgradeRules,"UI string from upgradeRules","Upgrade Regels"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vandaag: {current}/{total} (Over {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ongeveer {minutes} minuten"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation","5 + 0"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," au moins +1 point toutes les 10 secondes (peut s'accumuler) ; si ≥30 secondes et précision ≥50 %"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Berdasarkan kinerja Anda baru-baru ini"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Một chút nhắc nhở: Hãy luyện tập một chút mỗi ngày"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vandaag's Samenvatting"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Wie werden Punkte generiert? Sie basieren auf dem heutigen Test und hängen von der effektiven Eingabezeit"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Effectieve invoer: {minutes} minuten · Verdiende punten: {current} / {total} (Over {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Mijn kleine boom"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hernieuw activiteit en fase"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," die effektiven Eingabeminuten berechnen und die Aktivitätenliste sowie die aktuelle Phase aktualisieren.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Groei Diagram"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Verschillende verschijningsstages en ontgrendelvoorwaarden (illustratie)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Stage {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Budding・Standaard Uiterlijk"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Laat een tweede blad groeien"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Bladhyperplasie"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Takken strekken zich uit + zijtakken"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","De kroon van de kleine boom is gevormd (vruchtvorming)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Actief in de laatste {days} dagen"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Actieve dagen: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","سجل "النقاط" التي تكسبها بعد كل اختبار (والتي ستضيف أيضًا إلى نقاط الخبرة الخاصة بك)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," utilizzati per promuovere la crescita del piccolo albero.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," più facile sarà dare frutto.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Daftar di bawah ini menunjukkan setiap catatan pencapaian"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Recente Records"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vraag {current}/{total} · Tijdslimiet {seconds} seconden · Tekens in deze vraag {chars} · Totaal {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," введите текст ниже""
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Laden..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Toestaan Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ruimte Open/Sluiten・R Reset・F Focus・Enter Indienen Hoofdonderwerp"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Il recupero delle domande è fallito o i dati sono vuoti: passaggio automatico al banco domande locale di backup (non influisce sulle risposte). Per utilizzare il banco domande cloud"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nauwkeurigheid {percent}% · Totale Score {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Juiste karakters/Totaal aantal karakters {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Elke invoer zal vloeiend worden."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Juiste typgewoonten"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Gemiddelde Totale Score ({days} dagen)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Totaal aantal tekens ({days} dagen)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ik vs Hele site ({days} dagen)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Duur {seconds} seconden"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nauwkeurigheid {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," jusqu'à ×2) × (0"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""일일 한도 {limit}; 격려 규칙: 정확도가 ≥ {minAcc}%일 때"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 활동 목록과 현재 단계를 업데이트합니다.""
