key,description,text
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","구글 애드센스 (광고): 우리는 웹사이트 운영 비용을 지원하기 위해 앞으로 구글 애드센스를 사용하여 광고를 표시할 수 있습니다. 구글과 그 파트너는 쿠키(예: 더블클릭 쿠키)를 사용하여 귀하의 과거 브라우징 기록을 기반으로 개인화된 광고를 표시할 수 있습니다."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," and more.""
section1.technicalData.title,"UI string from section1.technicalData.title","제3자 서비스에 의해 자동으로 수집된 기술 데이터:"
section1.title,"UI string from section1.title","우리가 수집하는 데이터 유형"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," for anonymous statistical analysis"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","사용자가 자발적으로 비정확한 정보(선택 사항)를 제공했습니다:"
section2.coreFunction,"UI string from section2.coreFunction",""Características principales: Tu ID de usuario anónimo y los datos del juego son parte de las características principales de este servicio"
section2.experienceOptimization,"UI string from section2.experienceOptimization"," ocupación y otra información que proporciones voluntariamente se utilizarán para emparejarte con conjuntos de preguntas de práctica de Escritura más adecuados.""
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","서비스 유지보수: Google Analytics를 통해 수집된 기술 데이터는 웹사이트의 성능을 이해하고 잠재적인 문제를 해결하는 데 도움이 됩니다."
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","통계 분석: 우리는 사용자들이 자발적으로 제공한 모든 정보를 익명화하고 집계하여 사용자 그룹의 전반적인 프로필을 이해하고 서비스를 개선할 것입니다."
section2.title,"UI string from section2.title","2. 우리가 귀하의 데이터를 사용하는 방법"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," and processed on these overseas servers.""
section3.dataRetention,"UI string from section3.dataRetention",""Retenção de Dados: Como este serviço é completamente gratuito"
section3.storageLocation,"UI string from section3.storageLocation",""Local de Armazenamento: O código deste site está hospedado no GitHub"
section3.title,"UI string from section3.title","3. 데이터 저장 및 국경 간 전송"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," si habilitamos Google AdSense"
section4.functionalCookies,"UI string from section4.functionalCookies","기능성 쿠키: 우리는 로그인 상태를 유지하기 위해 쿠키를 사용합니다."
section4.title,"UI string from section4.title","4. 쿠키 및 광고에 대하여"
section5.contactChannel,"UI string from section5.contactChannel",""Contacto: Si tienes alguna pregunta sobre esta política de privacidad o deseas ejercer tus derechos de datos (como acceso"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," or account screenshots. We only need you to provide your username on Typesprout and a dEscription of the issue. We will not contact you through any private channels outside of the Issue.""
section5.responseTime,"UI string from section5.responseTime",""Devido a este projeto ser mantido por um indivíduo"
section5.title,"UI string from section5.title","5. 귀하의 권리 및 연락처 정보"
speedChartAriaLabel,"UI string from speedChartAriaLabel",""Gráfico de Tendência da Pontuação Geral: Quanto mAIs Alta a linha"
speedChartTitle,"UI string from speedChartTitle","전체 점수 (정확한 속도)"
speedChartTooltip,"UI string from speedChartTooltip"," mejor); Eje horizontal: Secuencia de tiempo. La línea verde representa la velocidad basada solo en palabras correctas"
speedScore,"UI string from speedScore","전체 점수: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. 모든 권리 보유."
terms.lastUpdated,"UI string from terms.lastUpdated","最終更新日：2025年9月21日"
terms.section1.content1,"UI string from terms.section1.content1"," "el Servicio"). El Servicio es un proyecto gratuito y sin fines de lucro mantenido por desarrolladores individuales"
terms.section1.content2,"UI string from terms.section1.content2"," please stop using the service immediately.""
terms.section1.title,"UI string from terms.section1.title","1. 일반 조항 및 약관 수락"
terms.section2.content1,"UI string from terms.section2.content1","이 서비스의 유일한 목적은 타이핑 기술 연습을 제공하는 것입니다. 이는 학술 연구나 종교 교육 도구가 아닙니다. 모든 웹사이트 콘텐츠는 오직 이 단일 목적을 위해 존재합니다."
terms.section2.content2,"UI string from terms.section2.content2",""Para fornecer um texto de prática rico"
terms.section2.content3,"UI string from terms.section2.content3",""DEscargo de responsabilidad sobre la precisión: Por lo tanto"
terms.section2.listItem1,"UI string from terms.section2.listItem1"," recopilados o generados por modelos de IA (como ChatGPT) y son solo para práctica de Escritura.""
terms.section2.listItem2,"UI string from terms.section2.listItem2",""Texto da Bíblia: Alguns bancos de perguntas da Bíblia vêm do serviço API.Bible de terceiros. Quando esse serviço não está acessível"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","서비스 목적:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","질문 은행 콘텐츠 출처 및 면책 조항:"
terms.section2.title,"UI string from terms.section2.title","2. 서비스 설명 및 콘텐츠 출처"
terms.section3.content1,"UI string from terms.section3.content1"," non-commercial"
terms.section3.content2,"UI string from terms.section3.content2"," rent"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","개인 비상업적 사용 라이센스:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","상업적 용도로 엄격히 금지됨:"
terms.section3.title,"UI string from terms.section3.title","3. 사용 권한 및 제한 사항"
terms.section4.content1,"UI string from terms.section4.content1","귀하는 귀하의 계정 로그인 정보를 안전하게 유지할 책임이 있으며 귀하의 계정에서 발생하는 모든 활동에 대해 책임을 집니다."
terms.section4.content2,"UI string from terms.section4.content2"," the use of plugins"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","계정 보안:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","금지된 남용 및 부정행위:"
terms.section4.title,"UI string from terms.section4.title","4. 사용자 책임"
terms.section5.content1,"UI string from terms.section5.content1"," error-free operation"
terms.section5.content2,"UI string from terms.section5.content2",""Não nos responsabilizamos por qualquer perda ou dano aos seus registros de prática ou dados de usuário"
terms.section5.content3,"UI string from terms.section5.content3"," suspender o terminar permanentemente este servicio en cualquier momento y por cualquier motivo sin previo aviso.""
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","제공된 대로:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","데이터가 저장되었습니다:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","서비스 종료 권한:"
terms.section5.title,"UI string from terms.section5.title","5. 면책 조항 및 서비스 제한 사항"
terms.section6.content,"UI string from terms.section6.content",""Estamos comprometidos a proteger tu privacidad. Solo recopilamos la información mínima necesaria para operar este servicio. Para más detalles"
terms.section6.title,"UI string from terms.section6.title","6. 개인정보 처리방침"
terms.section7.content1,"UI string from terms.section7.content1",""Se você tiver alguma dúvida sobre estes termos de serviço"
terms.section7.title,"UI string from terms.section7.title","7. 연락처 정보"
terms.section7.warning,"UI string from terms.section7.warning",""Por favor"
terms.title,"UI string from terms.title","타입스프라우트 서비스 약관"
terms.titleSuffix,"UI string from terms.titleSuffix","서비스 약관"
test.chartDescription,"UI string from test.chartDescription"," esTabiliza la precisión por encima del 90%"
test.insightsSummary,"UI string from test.insightsSummary","심층 분석 (속도 및 정확도 추세)"
test.metricsTip,"UI string from test.metricsTip","속도 및 정확도 설명"
test.questionText,"UI string from test.questionText","질문 텍스트 (선택하거나 복사할 수 없음)"
test.startMessage,"UI string from test.startMessage",""Após pressionar Iniciar"
test.title,"UI string from test.title","타이핑 테스트"
timeSpent,"UI string from timeSpent","소요 시간: {{seconds}} 초"
title,"UI string from title","타입스프라우트 개인정보 보호정책"
titleSuffix,"UI string from titleSuffix","개인정보 처리방침"
totalQuestionChars,"UI string from totalQuestionChars","총 문자 수: {{chars}} 문자"
ui.closeHint,"UI string from ui.closeHint","프롬프트 닫기"
ui.later,"UI string from ui.later","나중에"
ui.loginSuggestion,"UI string from ui.loginSuggestion","우리는 점수와 진행 상황을 저장하기 위해 오른쪽 상단의 "Google로 로그인" 옵션을 사용하는 것을 권장합니다. 이 웹사이트는 익명성과 개인 정보를 중요하게 생각하며 개인의 민감한 정보를 저장하지 않습니다."
ui.string089,"UI string from ui.string089"," faça login primeiro.""
ui.string090,"UI string from ui.string090","개인 정보"
ui.string091,"UI string from ui.string091","홈으로 돌아가기"
ui.string092,"UI string from ui.string092","개인정보 처리방침"
ui.string093,"UI string from ui.string093",""우리는 개인 데이터를 수집하지 않으며"
ui.string094,"UI string from ui.string094","Google 계정을 사용하여 진행 상황과 기록을 저장하세요."
ui.string095,"UI string from ui.string095","우리는 어떤 데이터를 수집하나요?"
ui.string096,"UI string from ui.string096"," precisión y tiempo de práctica. No recopilamos información personal sensible como tu nombre o correo electrónico.""
ui.string097,"UI string from ui.string097","이 데이터를 사용하여 개인화된 피드백을 제공하고 귀하의 진행 과정을 보여주세요."
ui.string154,"UI string from ui.string154","서비스 약관"
ui.string155,"UI string from ui.string155",""Ao usar este site"
ui.string156,"UI string from ui.string156","당신은 자신의 학습과 진전에 대한 책임이 있습니다."
ui.string157,"UI string from ui.string157","약관의 내용은 무엇인가요?"
ui.string158,"UI string from ui.string158"," no compartir contenido inapropiado y respetar a otros usuarios.""
ui.string200,"UI string from ui.string200","우리는 점수와 진행 상황을 저장하기 위해 오른쪽 상단의 "Google로 로그인" 옵션을 사용하는 것을 권장합니다. 이 웹사이트는 익명성과 개인 정보를 중요하게 생각하며 개인의 민감한 정보를 저장하지 않습니다."
ui.string201,"UI string from ui.string201","나중에"
ui.string202,"UI string from ui.string202","알림: 오늘 연습하지 않았어요! 매일 손을 움직여 작은 나무가 더 강하게 자랄 수 있도록 도와주세요."
upgradeRule1,"UI string from upgradeRule1","매일 최소 10분 동안 타이핑 연습하세요."
upgradeRule2,"UI string from upgradeRule2","정확도를 80% 이상 유지하세요."
upgradeRule3,"UI string from upgradeRule3","매일 최소 3개의 타자 테스트를 완료하세요."
upgradeRule4,"UI string from upgradeRule4","올바른 손가락 위치를 사용하세요."
upgradeRule5,"UI string from upgradeRule5","다양한 난이도 연습하기"
upgradeRule6,"UI string from upgradeRule6","매일 연습 일관성 유지"
upgradeRules,"UI string from upgradeRules","업그레이드 규칙"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","오늘: {current}/{total} (남은 {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","약 {minutes}분"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Como ganhar pontos? Cada teste é calculado com base em "tempo × velocidade × precisão" (base × minutos × (velocidade/alvo"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," al menos +1 punto cada 10 segundos (se puede acumular); si ≥30 segundos y precisión ≥50%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Com base no seu desempenho recente"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," e a árvore crescerá!""
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","오늘의 요약"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," la velocidad y la precisión. El límite diario es de 100; las prácticas cortas (≥5 segundos y precisión ≥30%) ganan al menos +1.""
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","효과적인 입력: {minutes} 분 · 획득한 점수: {current} / {total} (남은 {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","내 작은 나무"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","활동 및 단계 재계산"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," calculará los minutos de entrada efectivos y actualizará la lista de actividades y la etapa actual.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","성장 다이어그램"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","다양한 외형 단계와 잠금 해제 조건 (일러스트)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","단계 {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","신규・기본 외관"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","두 번째 잎을 키우세요"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","엽 비대증"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","가지가 뻗어 나가고 + 측가지"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","작은 나무의 가지에 열매가 맺혔습니다."
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","지난 {days}일 동안 활동 중"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","활동 일수: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","테스트 후 얻은 "포인트"를 기록하세요 (이 포인트는 XP에도 추가됩니다)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Os pontos são calculados a partir da velocidade × precisão × tempo"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""A entrada efetiva dos últimos {days} dias afetará a fase da muda; quanto mais dias você permanecer ativo"
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""A lista abaixo mostra cada registro de conquistas"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","최근 기록"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Question {current}/{total} · Time limit {seconds} 초 · Characters in this question {chars} · Total {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," digite o texto abaixo""
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","로딩 중..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Backspace 허용"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","공간 열기/닫기・R 재설정・F 집중・Enter 제출 주요 주제"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Error en la recuperación de preguntas o los datos están vacíos: Se cambió automáticamente al banco de preguntas de respaldo local (no afecta la respuesta). Para usar el banco de preguntas en la nube"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","정확도 {percent}% · 전체 점수 {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","올바른 문자/총 문자 {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","모든 입력이 유창해질 것입니다."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","올바른 타이핑 습관"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","평균 전체 점수 ({days}일)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","총 문자 수 ({days}일)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","나 vs 전체 사이트 ({days}일)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","지속 시간 {seconds} 초"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","정확도 {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Cada prueba se calcula en base a "Tiempo × Velocidad × Precisión" (minutos base × (velocidad/objetivo"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Daily limit {limit}; Encouragement rule: When accuracy ≥ {minAcc}%"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""What is "Recalculate Activity and Stage"? It will re-read your test records from the last {days} days"
