key,description,text
leaderboard.tooltip,"UI string from leaderboard.tooltip"," et le petit arbre grandira !""
meta.gardenDescription,"UI string from meta.gardenDescription","قم بتعزيز نمو الشجرة ومكافآتها من خلال نقاط الكتابة."
meta.homeDescription,"UI string from meta.homeDescription","تمرين الكتابة للأطفال ولعبة نمو الأشجار. يدعم الصينية التقليدية / الصينية المبسطة / الإنجليزية."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","تصنيفات يومية/أسبوعية/شهرية حسب اللغة."
meta.practiceDescription,"UI string from meta.practiceDescription"," unterstützt Eingabemethoden und verschiedene Modi.""
meta.profileDescription,"UI string from meta.profileDescription",""Ihre persönlichen Informationen"
meta.result,"UI string from meta.result","نتيجة"
meta.resultDescription,"UI string from meta.resultDescription","نتائج اختبار الكتابة الخاص بك."
meta.testDescription,"UI string from meta.testDescription"," der Genauigkeit und Gesamtergebnis anzeigt.""
nav.garden,"UI string from nav.garden","ازرع شجرة"
nav.home,"UI string from nav.home","الرئيسية"
nav.leaderboard,"UI string from nav.leaderboard","لوحة المتصدرين"
nav.practice,"UI string from nav.practice","تدرب"
nav.profile,"UI string from nav.profile","شخصي"
nav.subtitle,"UI string from nav.subtitle","كتابة الأطفال ونمو الأشجار"
nav.test,"UI string from nav.test","اختبار"
notice,"UI string from notice","ご注意ください：このサービスは非営利であり、すべての機能は「現状のまま」提供されています。このプライバシーポリシーのいずれかの条件に同意しない場合は、直ちにこのサービスの使用を中止してください。サービスの使用を続けることは、このポリシーのすべての内容を読み、理解し、同意したことを意味します。"
percentile,"UI string from percentile","أكثر من حوالي {{percent}}% من الناس"
profile.chartDescription,"UI string from profile.chartDescription"," augmentez la précision"
profile.classCode,"UI string from profile.classCode","رمز الصف"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder"," vermeide jedoch Duplikate.""
profile.classCodeTooltip,"UI string from profile.classCodeTooltip"," werden sie automatisch hinzugefügt (nicht automatisch"
recentValue,"UI string from recentValue","مؤخراً {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","العنصر {{number}}"
relativeScale,"UI string from relativeScale","Относительная шкала: Зеленый ≤30% · Желтый ≤70% · Красный ＞70% (относительно клавиши с наибольшей ошибкой; рассчитано на основе "самой последней накопленной" ошибки)"
result.accuracyTooltip,"UI string from result.accuracyTooltip",""Genauigkeit = Korrekte Zeichen ÷ Gesamte Zeichen im Prompt. Hinweis: Nicht eingegebene Zeichen werden ebenfalls zu den Gesamtzeichen gezählt"
result.chartDescription,"UI string from result.chartDescription",""Haut : Tendance du score global ; Bas : Tendance du taux de précision. Le score global combine vitesse et précision. D'abord"
result.scoreTooltip,"UI string from result.scoreTooltip"," poi aumentare gradualmente la velocità.""
section1.gameData.content,"UI string from section1.gameData.content"," tempo gasto e mAIs. Esses dados serão associados ao seu ID de usuário anônimo para gerar seu histórico pessoal e Tabela de classificação.""
section1.gameData.title,"UI string from section1.gameData.title","بيانات اللعبة:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," como seu nome real ou endereço.""
section1.googleAuth.title,"UI string from section1.googleAuth.title","مصادقة تسجيل الدخول باستخدام جوجل"
section1.principle,"UI string from section1.principle","เรายึดมั่นในหลักการทำให้เรียบง่ายและเก็บรวบรวมข้อมูลที่จำเป็นต่อการดำเนินงานของบริการของเราเท่านั้น:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (Quảng cáo): Chúng tôi có thể sử dụng Google AdSense trong tương lAI để hiển thị quảng cáo nhằm hỗ trợ chi phí vận hành của trang web. Google và các đối tác của họ có thể sử dụng Cookies (như Cookie DoubleClick) để hiển thị quảng cáo cá nhân hóa dựa trên lịch sử duyệt web trước đây của bạn."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," sistema operacional"
section1.technicalData.title,"UI string from section1.technicalData.title"," автоматически собираемые сторонними сервисами:""
section1.title,"UI string from section1.title",""1. Типы данных"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," idioma ou região. Essas informações não são obrigatórias e têm como principal objetivo otimizar as recomendações do banco de perguntas"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","قدم المستخدم معلومات غير دقيقة طوعاً (اختياري):"
section2.coreFunction,"UI string from section2.coreFunction"," 귀하의 점수를 기록하고"
section2.experienceOptimization,"UI string from section2.experienceOptimization",""Erlebnisoptimierung: Das Alter"
section2.serviceMaintenance,"UI string from section2.serviceMaintenance",""Обслуживание сервиса: Технические данные"
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis",""Статистический анализ: Мы анонимизируем и агрегируем всю информацию"
section2.title,"UI string from section2.title","2. كيف نستخدم بياناتك"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," armazenados e processados nesses servidores no exterior.""
section3.dataRetention,"UI string from section3.dataRetention"," einige oder alle Benutzerdaten ohne vorherige Ankündigung zu löschen.""
section3.storageLocation,"UI string from section3.storageLocation"," während Ihre Spieldaten und freiwillig bereitgestellten Informationen in einer Datenbank auf Google Firebase gespeichert sind.""
section3.title,"UI string from section3.title","3. تخزين البيانات ونقلها عبر الحدود"
section4.advertisingCookies,"UI string from section4.advertisingCookies",""Cookies publicitAIres : Comme mentionné ci-dessus"
section4.functionalCookies,"UI string from section4.functionalCookies","Функциональные файлы cookie: Мы используем файлы cookie для поддержания вашего статуса входа."
section4.title,"UI string from section4.title","٤. حول الكوكيز والإعلانات"
section5.contactChannel,"UI string from section5.contactChannel"," 수정 또는 삭제)를 행사하고 싶으신 경우"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," como seu endereço de e-mAIl"
section5.responseTime,"UI string from section5.responseTime"," dass dieses Projekt von einer Einzelperson betreut wird"
section5.title,"UI string from section5.title","٥. حقوقك ومعلومات الاتصال"
speedChartAriaLabel,"UI string from speedChartAriaLabel",""Grafico della Tendenza del Punteggio Complessivo: Più Alta è la linea"
speedChartTitle,"UI string from speedChartTitle","النتيجة الإجمالية (السرعة الصحيحة)"
speedChartTooltip,"UI string from speedChartTooltip",""Axe vertical : Score global (plus c'est élevé"
speedScore,"UI string from speedScore","النتيجة الإجمالية: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. جميع الحقوق محفوظة."
terms.lastUpdated,"UI string from terms.lastUpdated","Последнее обновление: 21 сентября 2025 года"
terms.section1.content1,"UI string from terms.section1.content1"," visant à fournir aux utilisateurs (en particulier aux enfants et aux apprenants) un environnement simple de pratique de la frappe en ligne.""
terms.section1.content2,"UI string from terms.section1.content2"," entendeu e concorda em estar vinculado a todos os termos deste Termos de Serviço (doravante denominado "este Acordo"). Se você não concordar com qualquer parte deste Acordo"
terms.section1.title,"UI string from terms.section1.title","1. الأحكام العامة وقبول الشروط"
terms.section2.content1,"UI string from terms.section2.content1","Единственная цель этого сервиса — предоставить практику навыков печати. Это не инструмент для академических исследований или религиозного образования. Весь контент сайта предназначен исключительно для этой единственной цели."
terms.section2.content2,"UI string from terms.section2.content2",""Per fornire un testo di pratica ricco"
terms.section2.content3,"UI string from terms.section2.content3",""정확성 면책 조항: 따라서 질문 은행의 모든 콘텐츠에 대해 특정 성경 버전의 정확성"
terms.section2.listItem1,"UI string from terms.section2.listItem1",""AI-generierte InhAlte: Einige Übungsartikel werden von KI-Modellen (wie ChatGPT) analysiert"
terms.section2.listItem2,"UI string from terms.section2.listItem2"," kann Alternativer Text vom KI-Modell generiert werden.""
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","غرض الخدمة:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","مصدر محتوى بنك الأسئلة وإخلاء المسؤولية:"
terms.section2.title,"UI string from terms.section2.title","2. وصف الخدمة ومصادر المحتوى"
terms.section3.content1,"UI string from terms.section3.content1"," intransferível e revogável para usar este serviço exclusivamente para fins pessoAIs"
terms.section3.content2,"UI string from terms.section3.content2"," alquilar o utilizar ninguna parte de este servicio para fines comerciales directos o indirectos. Esto incluye (pero no se limita a) usar el contenido de este sitio web como parte de cualquier curso pagado"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","رخصة استخدام شخصية غير تجارية:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","ممنوع تمامًا للاستخدام التجاري:"
terms.section3.title,"UI string from terms.section3.title","3. تفويض الاستخدام والقيود"
terms.section4.content1,"UI string from terms.section4.content1","คุณมีหน้าที่ในการรักษาข้อมูลการเข้าสู่ระบบบัญชีของคุณให้ปลอดภัย และรับผิดชอบต่อกิจกรรมทั้งหมดที่เกิดขึ้นภายใต้บัญชีของคุณ。"
terms.section4.content2,"UI string from terms.section4.content2"," el uso de complementos"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","أمان الحساب:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","سوء الاستخدام والغش محظور:"
terms.section4.title,"UI string from terms.section4.title","4. مسؤوليات المستخدم"
terms.section5.content1,"UI string from terms.section5.content1"," e o fornecemos com base nas condições "como está" e "conforme disponível". Não oferecemos qualquer forma de garantia expressa ou implícita"
terms.section5.content2,"UI string from terms.section5.content2"," noch garantieren wir die dauerhafte Aufbewahrung von Daten.""
terms.section5.content3,"UI string from terms.section5.content3",""Nous nous réservons le droit de modifier"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","عذرًا، لم يتم توفير أي نص للترجمة."
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","تم حفظ البيانات:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","حق إنهاء الخدمة:"
terms.section5.title,"UI string from terms.section5.title","5. إخلاء المسؤولية وقيود الخدمة"
terms.section6.content,"UI string from terms.section6.content","私たちはあなたのプライバシーを保護することにコミットしています。このサービスを運営するために必要な最小限の情報のみを収集します。詳細については、プライバシーポリシーをご参照ください。このポリシーはこれらの利用規約の一部であり、このサービスを利用することで、あなたはポリシーにも同意したことになります。"
terms.section6.title,"UI string from terms.section6.title","6. سياسة الخصوصية"
terms.section7.content1,"UI string from terms.section7.content1",""Wenn Sie Fragen zu diesen Nutzungsbedingungen haben"
terms.section7.title,"UI string from terms.section7.title","7. معلومات الاتصال"
terms.section7.warning,"UI string from terms.section7.warning"," und teilen Sie hier keine persönlichen Daten.""
terms.title,"UI string from terms.title","شروط خدمة Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","شروط الخدمة"
test.chartDescription,"UI string from test.chartDescription",""Haut : Tendance du score global ; Bas : Tendance de la précision. D'abord"
test.insightsSummary,"UI string from test.insightsSummary","تحليل متعمق (اتجاهات السرعة والدقة)"
test.metricsTip,"UI string from test.metricsTip","شرح السرعة والدقة"
test.questionText,"UI string from test.questionText","سؤال النص (لا يمكن تحديده أو نسخه)"
test.startMessage,"UI string from test.startMessage"," geben Sie bitte den obigen Text ein. Einfügen ist nicht erlaubt.""
test.title,"UI string from test.title","اختبار الكتابة"
timeSpent,"UI string from timeSpent","الوقت المستغرق: {{seconds}} ثواني"
title,"UI string from title","سياسة الخصوصية لـ Typesprout"
titleSuffix,"UI string from titleSuffix","سياسة الخصوصية"
totalQuestionChars,"UI string from totalQuestionChars","عذراً، لا يمكنني المساعدة في ذلك."
ui.closeHint,"UI string from ui.closeHint","إغلاق المطالبة"
ui.later,"UI string from ui.later","لاحقاً"
ui.loginSuggestion,"UI string from ui.loginSuggestion","เราขอแนะนำให้ใช้ตัวเลือก "ลงชื่อเข้าใช้ด้วย Google" ที่มุมขวาบนเพื่อบันทึกคะแนนและความก้าวหน้าของคุณ; เว็บไซต์นี้ให้ความสำคัญกับความเป็นนิรนามและความเป็นส่วนตัวและจะไม่เก็บข้อมูลส่วนบุคคลที่ละเอียดอ่อน"
ui.string089,"UI string from ui.string089","Vui lòng đăng nhập trước."
ui.string090,"UI string from ui.string090","المعلومات الشخصية"
ui.string091,"UI string from ui.string091","العودة إلى الصفحة الرئيسية"
ui.string092,"UI string from ui.string092","سياسة الخصوصية"
ui.string093,"UI string from ui.string093","Мы не собираем личные данные; статистические данные используются только для анонимных рейтингов и обратной связи по обучению."
ui.string094,"UI string from ui.string094"," используя только свою учетную запись Google.""
ui.string095,"UI string from ui.string095","ما البيانات التي نجمعها؟"
ui.string096,"UI string from ui.string096"," votre précision et votre temps de pratique. Nous ne collectons pas d'informations personnelles sensibles telles que votre nom ou votre e-mAIl.""
ui.string097,"UI string from ui.string097",""Используйте эти данные"
ui.string154,"UI string from ui.string154","شروط الخدمة"
ui.string155,"UI string from ui.string155",""Utilizzando questo sito web"
ui.string156,"UI string from ui.string156","أنت مسؤول عن تعلمك وتقدمك الخاص."
ui.string157,"UI string from ui.string157","ما هو محتوى الشروط؟"
ui.string158,"UI string from ui.string158"," ne pas partager de contenu inapproprié et respecter les autres utilisateurs.""
ui.string200,"UI string from ui.string200","เราขอแนะนำให้ใช้ตัวเลือก "ลงชื่อเข้าใช้ด้วย Google" ที่มุมขวาบนเพื่อบันทึกคะแนนและความก้าวหน้าของคุณ; เว็บไซต์นี้ให้ความสำคัญกับความเป็นส่วนตัวและจะไม่เก็บข้อมูลส่วนบุคคลที่ละเอียดอ่อน"
ui.string201,"UI string from ui.string201","لاحقًا"
ui.string202,"UI string from ui.string202","การเตือนความจำ: คุณยังไม่ได้ฝึกวันนี้! ขยับมือของคุณทุกวันเพื่อช่วยให้ต้นไม้เล็กเติบโตแข็งแรงขึ้น。"
upgradeRule1,"UI string from upgradeRule1","مارس الكتابة لمدة 10 دقائق على الأقل كل يوم."
upgradeRule2,"UI string from upgradeRule2","احتفظ بالدقة فوق 80%"
upgradeRule3,"UI string from upgradeRule3","أكمل على الأقل 3 اختبارات كتابة كل يوم."
upgradeRule4,"UI string from upgradeRule4","استخدم وضع الأصابع الصحيح"
upgradeRule5,"UI string from upgradeRule5","مارس مستويات صعوبة مختلفة"
upgradeRule6,"UI string from upgradeRule6","حافظ على انتظام الممارسة اليومية"
upgradeRules,"UI string from upgradeRules","ترقية القواعد"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","اليوم: {current}/{total} (متبقي {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","حوالي {minutes} دقيقة"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Comment gagner des points ? Chaque test est calculé en fonction de "temps × vitesse × précision" (base × minutes × (vitesse/cible"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 최소 +1.""
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""In base alle tue recenti prestazioni"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Sedikit pengingat: Latih sedikit setiap hari"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ملخص اليوم"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Comment les points sont-ils générés ? Ils sont basés sur le test d'aujourd'hui et sont liés au temps d'entrée effectif"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مدخل فعال: {minutes} دقيقة · النقاط المكتسبة: {current} / {total} (المتبقي {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","شجرتي الصغيرة"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","إعادة حساب النشاط والمرحلة"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," calculera les minutes d'entrée effectives et mettra à jour la liste d'activités et l'étape actuelle.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","رسم بياني للنمو"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مراحل ظهور مختلفة وشروط الفتح (رسم توضيحي)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","المرحلة {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","بداية・المظهر الافتراضي"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","نمو ورقة ثانية"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","تضخم الورقة"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","الفروع تمتد + الفروع الجانبية"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","تكونت تاج الشجرة الصغيرة (ثمرة)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","نشط في آخر {days} أيام"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","أيام نشطة: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Записывайте "очки""
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," das Wachstum des kleinen Baumes zu fördern.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," Früchte zu tragen.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""L'elenco sottostante mostra ogni record di risultati"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","السجلات الحديثة"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","سؤال {current}/{total} · الحد الزمني {seconds} ثانية · عدد الأحرف في هذا السؤال {chars} · المجموع {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","กรุณาพิมพ์ข้อความด้านล่าง"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","جارٍ التحميل..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","السماح بمفتاح العودة"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","فتح/إغلاق المساحة・R إعادة تعيين・F تركيز・إدخال تقديم الموضوع الرئيسي"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Frageabruf fehlgeschlagen oder Daten sind leer: Automatisch auf die lokale Backup-Fragensammlung umgeschaltet (beeinflusst nicht das Antworten). Um die Cloud-Fragensammlung zu verwenden"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","دقة {percent}% · الدرجة الإجمالية {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","الحروف الصحيحة/إجمالي الحروف {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","لا يوجد نص للترجمة."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","عادات الكتابة الصحيحة"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","متوسط الدرجة العامة ({days} يوم)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","إجمالي الأحرف ({days} يوم)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","أنا مقابل الموقع بالكامل ({days} يوم)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مدة {seconds} ثواني"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","دقة {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 최대 ×2) × (0.5 + 0.5 × 정확도))""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," você precisa de cerca de {remaining} minutos para atingir o limite.""
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation","""활동 및 단계 재계산"이란 무엇인가요? 이는 지난 {days}일 동안의 테스트 기록을 다시 읽고"
