key,description,text
terms.section1.content2,"UI string from terms.section1.content2"," you acknowledge that you have read"
terms.section1.title,"UI string from terms.section1.title","1. Disposiciones Generales y Aceptación de Términos"
terms.section2.content1,"UI string from terms.section2.content1","El único propósito de este servicio es proporcionar práctica de habilidades de mecanografía. No es una herramienta de investigación académica ni de educación religiosa. Todo el contenido del sitio web es únicamente para este único propósito."
terms.section2.content2,"UI string from terms.section2.content2"," the content of this service's question bank comes from multiple sources. We hereby declare:""
terms.section2.content3,"UI string from terms.section2.content3"," we make no guarantees or endorsements regarding the accuracy"
terms.section2.listItem1,"UI string from terms.section2.listItem1"," collected"
terms.section2.listItem2,"UI string from terms.section2.listItem2"," Alternative text may be generated by the AI model.""
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Propósito del Servicio:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Fuente del contenido del banco de preguntas y dEscargo de responsabilidad:"
terms.section2.title,"UI string from terms.section2.title","2. DEscripción del Servicio y Fuentes de Contenido"
terms.section3.content1,"UI string from terms.section3.content1"," non-exclusive"
terms.section3.content2,"UI string from terms.section3.content2"," modify"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Licencia de Uso Personal No Comercial:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Prohibido estrictamente para uso comercial:"
terms.section3.title,"UI string from terms.section3.title","3. Autorización y Restricciones de Uso"
terms.section4.content1,"UI string from terms.section4.content1","Eres responsable de mantener segura la información de inicio de sesión de tu cuenta y de todas las actividades que ocurran bajo tu cuenta."
terms.section4.content2,"UI string from terms.section4.content2"," hack"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Seguridad de la cuenta:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Prohibido el abuso y el engaño:"
terms.section4.title,"UI string from terms.section4.title","4. Responsabilidades del Usuario"
terms.section5.content1,"UI string from terms.section5.content1"," and we provide it based on the "as-is" and "as-avAIlable" conditions. We do not offer any form of express or implied warranty"
terms.section5.content2,"UI string from terms.section5.content2"," nor do we guarantee the permanent preservation of data.""
terms.section5.content3,"UI string from terms.section5.content3"," suspend"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Como se indica:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Datos guardados:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Derecho a Terminar el Servicio:"
terms.section5.title,"UI string from terms.section5.title","5. Aviso Legal y Limitaciones del Servicio"
terms.section6.content,"UI string from terms.section6.content"," please refer to our Privacy Policy. This policy is part of these terms"
terms.section6.title,"UI string from terms.section6.title","6. Política de Privacidad"
terms.section7.content1,"UI string from terms.section7.content1"," please submit them through our official GitHub Issues page: https://github.com/yvEschen001/Typesprout-pubic/issues""
terms.section7.title,"UI string from terms.section7.title","7. Información de contacto"
terms.section7.warning,"UI string from terms.section7.warning"," and do not share your personal privacy information here.""
terms.title,"UI string from terms.title","Términos de Servicio de Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","Términos de Servicio"
test.chartDescription,"UI string from test.chartDescription"," sTabilize the accuracy above 90%"
test.insightsSummary,"UI string from test.insightsSummary","Análisis en profundidad (Tendencias de velocidad y precisión)"
test.metricsTip,"UI string from test.metricsTip","Explicación de Velocidad y Precisión"
test.questionText,"UI string from test.questionText","Texto de la pregunta (no se puede seleccionar ni copiar)"
test.startMessage,"UI string from test.startMessage"," please type the text above. Pasting is not allowed.""
test.title,"UI string from test.title","Prueba de Escritura"
timeSpent,"UI string from timeSpent","Tiempo transcurrido: {{seconds}} segundos"
title,"UI string from title","Política de Privacidad de Typesprout"
titleSuffix,"UI string from titleSuffix","Política de Privacidad"
totalQuestionChars,"UI string from totalQuestionChars","Total de palabras: {{chars}} caracteres"
ui.closeHint,"UI string from ui.closeHint","Cerrar aviso"
ui.later,"UI string from ui.later","Más tarde"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Recomendamos utilizar la opción "Iniciar sesión con Google" en la esquina superior derecha para guardar tus puntajes y progreso; este sitio web valora el anonimato y la privacidad y no almacenará información personal sensible."
ui.string089,"UI string from ui.string089",""Por favor"
ui.string090,"UI string from ui.string090","Información Personal"
ui.string091,"UI string from ui.string091","Regresar a Inicio"
ui.string092,"UI string from ui.string092","Política de Privacidad"
ui.string093,"UI string from ui.string093","No recopilamos datos personales; los datos estadísticos se utilizan solo para clasificaciones anónimas y retroalimentación de aprendizaje."
ui.string094,"UI string from ui.string094","Guarda tu progreso e historial usando solo tu cuenta de Google."
ui.string095,"UI string from ui.string095","¿Qué datos recopilamos?"
ui.string096,"UI string from ui.string096"," accuracy"
ui.string097,"UI string from ui.string097","Utiliza estos datos para ofrecer retroalimentación personalizada y mostrar tu trayectoria de progreso."
ui.string154,"UI string from ui.string154","Términos de Servicio"
ui.string155,"UI string from ui.string155"," you agree to the following terms:""
ui.string156,"UI string from ui.string156","Eres responsable de tu propio aprendizaje y progreso."
ui.string157,"UI string from ui.string157","¿Cuál es el contenido de los términos?"
ui.string158,"UI string from ui.string158"," not sharing inappropriate content"
ui.string200,"UI string from ui.string200","Recomendamos usar la opción "Iniciar sesión con Google" en la esquina superior derecha para guardar tus puntajes y progreso; este sitio web valora el anonimato y la privacidad y no almacenará información personal sensible."
ui.string201,"UI string from ui.string201","Más tarde"
ui.string202,"UI string from ui.string202","Recordatorio: ¡No has practicado hoy! Mueve tus manos todos los días para ayudar a que el arbolito crezca más fuerte."
upgradeRule1,"UI string from upgradeRule1","Practica Escribir al menos 10 minutos todos los días."
upgradeRule2,"UI string from upgradeRule2","Mantén la precisión por encima del 80%"
upgradeRule3,"UI string from upgradeRule3","Completa al menos 3 pruebas de Escritura cada día."
upgradeRule4,"UI string from upgradeRule4","Usa la colocación correcta de los dedos"
upgradeRule5,"UI string from upgradeRule5","Practica diferentes niveles de dificultad"
upgradeRule6,"UI string from upgradeRule6","Mantén la consistencia en la práctica diaria"
upgradeRules,"UI string from upgradeRules","Reglas de Mejora"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hoy: {current}/{total} (Restante {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aproximadamente {minutes} minutos"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," up to ×2) × (0.5 + 0.5 × accuracy)).""
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," at least +1 point every 10 seconds (can accumulate); if ≥30 seconds and accuracy ≥50%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," you need about {minutes} more minutes to reach the limit.""
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," and the tree will grow!""
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Resumen de Hoy"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," speed"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","{minutes} minutos · Puntos ganados: {current} / {total} (Restantes {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Mi pequeño árbol"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Recalcular actividad y etapa"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," calculate the effective input minutes"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Diagrama de Crecimiento"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Diferentes etapas de apariencia y condiciones de desbloqueo (ilustración)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Etapa {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Brotando・Apariencia predeterminada"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Haz crecer una segunda hoja"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hiperplasia foliar"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ramas extendidas + ramas laterales"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","La corona del pequeño árbol se ha formado (fructificación)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Activo en los últimos {days} días"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Días activos: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Registra los "puntos" que ganes después de cada prueba (lo que también sumará a tu XP)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," used to promote the growth of the little tree.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," the easier it is to bear fruit.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," making it easy for you to track your efforts.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Registros Recientes"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Pregunta {current}/{total} · Límite de tiempo {seconds} segundos · Caracteres en esta pregunta {chars} · Total {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Por favor"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Cargando..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Permitir Retroceso"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Espacio Abrir/Cerrar・R Reiniciar・F Enfocar・Enter Enviar Tema Principal"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation","请在GAS执行「③一键同步」或检查/exec 权限。""
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Precisión {percent}% · Puntuación General {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Caracteres correctos/Total de caracteres {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Cada entrada se volverá fluida."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hábitos de escritura correctos"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Puntuación General Promedio ({days} días)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Total de caracteres ({days} días)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Yo vs Todo el sitio ({days} días)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Duración {seconds} segundos"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Precisión {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation","最多×2)x(0.5+0.5×正确率))""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""每日上限{limit};鼓励规则:正确率≥{minAcc}%时"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""什么是「重算活跃与阶段」?会重新读取你最近{days}天的测验纪录"
