key,description,text
home.title,"UI string from home.title","Typesprout — Lasten kirjoittaminen ja puun kasvu"
home.upgradeRule1,"UI string from home.upgradeRule1"," aby zgromadzić czas; po prostu rozpocznij test"
home.upgradeRule2,"UI string from home.upgradeRule2",""Selama kamu berlatih setiap hari"
home.upgradeRule3,"UI string from home.upgradeRule3","Nå nivå 5 for å begynne å produsere resultater (bære frukter)."
home.upgradeRule4,"UI string from home.upgradeRule4",""Активность за последние 5 дней повлияет на рост или падение маленького дерева: больше активности означает повышение уровня"
home.upgradeRule5,"UI string from home.upgradeRule5",""До 5 уровня; если вы сможете поддерживать 5 уровень каждый день"
home.upgradeRule6,"UI string from home.upgradeRule6","ستوفر الفواكه المجمعة مكافآت على المنصة بناءً على الترتيبات؛ حالياً، يمكن استخدام وقت الاختبار لتجميع النقاط."
home.upgradeRules,"UI string from home.upgradeRules"," più facile sarà salire di livello. Il livello massimo è 5.""
home.visitorsDesc,"UI string from home.visitorsDesc","Distribuția pe țări a vizitatorilor și jucătorilor site-ului (statistici anonime)."
howToUpgrade,"UI string from howToUpgrade","Cum să faci upgrade"
introduction,"UI string from introduction"," созданный индивидуальным разработчиком из увлечения. Мы понимаем"
leaderboard.classCodePlaceholder,"UI string from leaderboard.classCodePlaceholder","Cod clasă"
leaderboard.tooltip,"UI string from leaderboard.tooltip"," dan pohon kecil akan tumbuh!""
meta.gardenDescription,"UI string from meta.gardenDescription","Avansează creșterea și recompensele copacului cu puncte de tastare."
meta.homeDescription,"UI string from meta.homeDescription","Exercițiu de tastare pentru copii și joc de creștere a copacilor. Suportă chineză tradițională / chineză simplificată / engleză."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","Clasamente zilnice/săptămânale/lunare pe limbi."
meta.practiceDescription,"UI string from meta.practiceDescription",""Бесплатная практика набора текста"
meta.profileDescription,"UI string from meta.profileDescription"," điểm số và sở thích của bạn.""
meta.result,"UI string from meta.result","Rezultat"
meta.resultDescription,"UI string from meta.resultDescription","Rezultatele testului tău de tastare."
meta.testDescription,"UI string from meta.testDescription",""Тест с ограничением по времени"
nav.garden,"UI string from nav.garden","Plantează un copac"
nav.home,"UI string from nav.home","Acasă"
nav.leaderboard,"UI string from nav.leaderboard","Clasament"
nav.practice,"UI string from nav.practice","Exersează"
nav.profile,"UI string from nav.profile","Personal"
nav.subtitle,"UI string from nav.subtitle","Tiparirea pentru copii și Creșterea copacilor"
nav.test,"UI string from nav.test","Test"
notice,"UI string from notice"," dass Sie alle InhAlte dieser Richtlinie gelesen"
percentile,"UI string from percentile","Mai mult de aproximativ ⦁H0⦁% din oameni"
profile.chartDescription,"UI string from profile.chartDescription"," lalu perlahan-lahan tingkatkan kecepatan.""
profile.classCode,"UI string from profile.classCode","Cod clasă"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder",""Введите любое имя"
profile.classCodeTooltip,"UI string from profile.classCodeTooltip","ขออภัย ฉันสามารถให้การแปลเป็นภาษาไทยได้ แต่ไม่สามารถทำได้ในขณะนี้"
recentValue,"UI string from recentValue","Recent {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Item {{number}}"
relativeScale,"UI string from relativeScale","Suhteellinen skaala: Vihreä ≤30% · Keltainen ≤70% · Punainen ＞70% (suhteessa korkeimpaan virheavain; lasketaan "uusimman kumulatiivisen" virheprosentin perusteella)"
result.accuracyTooltip,"UI string from result.accuracyTooltip","ความถูกต้อง = ตัวอักษรที่ถูกต้อง ÷ ตัวอักษรทั้งหมดในคำสั่ง หมายเหตุ: ตัวอักษรที่ไม่ได้พิมพ์จะถูกนับรวมในตัวอักษรทั้งหมดด้วย ดังนั้นตัวอักษรที่หายไปจะทำให้ความถูกต้องลดลง"
result.chartDescription,"UI string from result.chartDescription",""Atas: Tren Skor Keseluruhan; Bawah: Tren Tingkat Akurasi. Skor keseluruhan menggabungkan kecepatan dan akurasi. Pertama"
result.scoreTooltip,"UI string from result.scoreTooltip"," а затем постепенно увеличивать скорость.""
section1.gameData.content,"UI string from section1.gameData.content"," la précision"
section1.gameData.title,"UI string from section1.gameData.title","Datele jocului:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," comme votre vrAI nom ou votre adresse.""
section1.googleAuth.title,"UI string from section1.googleAuth.title","Autentificare Google Sign-In:"
section1.principle,"UI string from section1.principle","Vi følger prinsippet om forenkling og samler kun inn data som er nødvendige for å opprettholde driften av tjenestene våre:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (Advertenties): We kunnen in de toekomst Google AdSense gebruiken om advertenties weer te geven ter ondersteuning van de operationele kosten van de website. Google en zijn partners kunnen Cookies (zoals de DoubleClick Cookie) gebruiken om je gepersonaliseerde advertenties te tonen op basis van je eerdere browsegeschiedenis."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," le type de navigateur"
section1.technicalData.title,"UI string from section1.technicalData.title","Tekniset tiedot kerätään automaattisesti kolmansilta osapuolilta:"
section1.title,"UI string from section1.title","1. Typer data vi samler inn"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," votre domAIne professionnel"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Utilizatorul a furnizat voluntar informații imprecise (opțional):"
section2.coreFunction,"UI string from section2.coreFunction"," um Ihre Punktzahlen aufzuzeichnen"
section2.experienceOptimization,"UI string from section2.experienceOptimization"," pekerjaan"
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","Tjänstunderhåll: De tekniska uppgifterna som samlas in via Google Analytics hjälper oss att förstå webbplatsens prestanda och åtgärda potentiella problem."
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","Statistisk analys: Vi kommer att anonymisera och aggregera all information som frivilligt tillhandahålls av användare för att förstå den övergripande profilen av användargruppen och förbättra våra tjänster."
section2.title,"UI string from section2.title","2. Cum folosim datele tale"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer",""Grenzüberschreitende Übertragung: Die Server von GitHub und Google Firebase können sich außerhalb Ihres Landes befinden (z. B. in den Vereinigten Staaten). Durch die Nutzung dieses Dienstes erkennen Sie an und stimmen zu"
section3.dataRetention,"UI string from section3.dataRetention",""Сохранение данных: Поскольку этот сервис полностью бесплатен"
section3.storageLocation,"UI string from section3.storageLocation",""Место хранения: Код этого веб-сайта размещен на GitHub"
section3.title,"UI string from section3.title","3. Stocarea datelor și transferul transfrontalier"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," se abilitiamo Google AdSense"
section4.functionalCookies,"UI string from section4.functionalCookies","Funktionscookies: Vi bruger cookies til at opretholde din loginstatus."
section4.title,"UI string from section4.title","4. Despre cookie-uri și publicitate"
section5.contactChannel,"UI string from section5.contactChannel",""Contatto: Se hAI domande su questa informativa sulla privacy o desideri esercitare i tuoi diritti sui dati (come accesso"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," telles que votre adresse e-mAIl"
section5.responseTime,"UI string from section5.responseTime","เนื่องจากโครงการนี้ถูกดูแลโดยบุคคลเดียว เราจะตอบกลับโดยเร็วที่สุดตามความสามารถของเรา ขอบคุณสำหรับความอดทนและความเข้าใจของคุณ"
section5.title,"UI string from section5.title","5. Drepturile tale și informații de contact"
speedChartAriaLabel,"UI string from speedChartAriaLabel"," тем лучше результат.""
speedChartTitle,"UI string from speedChartTitle","Scor general (Viteză corectă)"
speedChartTooltip,"UI string from speedChartTooltip"," combinando velocità e precisione.""
speedScore,"UI string from speedScore","Scor general: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Toate drepturile rezervate."
terms.lastUpdated,"UI string from terms.lastUpdated","Sidst opdateret: 21. september 2025"
terms.section1.content1,"UI string from terms.section1.content1"," nhằm cung cấp cho người dùng (đặc biệt là trẻ em và người học) một môi trường luyện tập gõ phím trực tuyến đơn giản.""
terms.section1.content2,"UI string from terms.section1.content2"," vous reconnAIssez avoir lu"
terms.section1.title,"UI string from terms.section1.title","1. Dispoziții generale și acceptarea termenilor"
terms.section2.content1,"UI string from terms.section2.content1","Tämän palvelun ainoa tarkoitus on tarjota kirjoitustaitojen harjoittelua. Se ei ole akateeminen tutkimus- tai uskonnollisen opetuksen työkalu. Kaikki verkkosivuston sisältö on täysin tätä yhtä tarkoitusta varten."
terms.section2.content2,"UI string from terms.section2.content2"," содержание банка вопросов этого сервиса поступает из нескольких источников. Настоящим заявляем:""
terms.section2.content3,"UI string from terms.section2.content3"," non forniamo garanzie o approvazioni riguardo all'accuratezza"
terms.section2.listItem1,"UI string from terms.section2.listItem1"," thu thập hoặc tạo ra bởi các mô hình AI (như ChatGPT) và chỉ dành cho việc luyện gõ.""
terms.section2.listItem2,"UI string from terms.section2.listItem2",""Библейский текст: Некоторые банки вопросов Библии поступают от стороннего API-сервиса Bible. Когда этот сервис недоступен"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Scopul serviciului:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Sursa conținutului băncii de întrebări și declinarea responsabilității:"
terms.section2.title,"UI string from terms.section2.title","2. Descrierea serviciului și sursele de conținut"
terms.section3.content1,"UI string from terms.section3.content1",""Nous vous accordons une licence personnelle"
terms.section3.content2,"UI string from terms.section3.content2","このサービスの一部を複製、変更、配布、再販、貸出、または直接的または間接的な商業目的で使用することはできません。これには（但し、これに限定されない）このウェブサイトのコンテンツを有料コース、有料サービス、または商業製品の一部として使用することが含まれます。"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Henkilökohtainen ei-kaupallinen käyttöoikeus:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Strict interzis pentru utilizare comercială:"
terms.section3.title,"UI string from terms.section3.title","3. Autorizarea și Restricțiile de Utilizare"
terms.section4.content1,"UI string from terms.section4.content1","Du är ansvarig för att hålla din kontoinformation säker och för alla aktiviteter som sker under ditt konto."
terms.section4.content2,"UI string from terms.section4.content2"," bots"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Securitatea contului:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Abuz și înșelăciune interzise:"
terms.section4.title,"UI string from terms.section4.title","4. Responsabilitățile utilizatorului"
terms.section5.content1,"UI string from terms.section5.content1"," 보안"
terms.section5.content2,"UI string from terms.section5.content2",""Мы не несем ответственности за любые потери или повреждения ваших записей практики или пользовательских данных"
terms.section5.content3,"UI string from terms.section5.content3",""Kami berhak untuk mengubah"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1",""I'm sorry"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Date salvate:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Dreptul de a încheia serviciul:"
terms.section5.title,"UI string from terms.section5.title","5. Declarație de responsabilitate și limitări ale serviciului"
terms.section6.content,"UI string from terms.section6.content"," Ihre Privatsphäre zu schützen. Wir sammeln nur die minimalen Informationen"
terms.section6.title,"UI string from terms.section6.title","6. Politica de confidențialitate"
terms.section7.content1,"UI string from terms.section7.content1","หากคุณมีคำถามเกี่ยวกับข้อกำหนดในการให้บริการนี้ โปรดส่งคำถามของคุณผ่านหน้า GitHub Issues อย่างเป็นทางการของเรา: https://github.com/yvEschen001/Typesprout-pubic/issues"
terms.section7.title,"UI string from terms.section7.title","7. Informații de contact"
terms.section7.warning,"UI string from terms.section7.warning"," обратите внимание"
terms.title,"UI string from terms.title","Termenii de Serviciu Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","Termeni și condiții de utilizare"
test.chartDescription,"UI string from test.chartDescription",""Atas: Tren Skor Keseluruhan; Bawah: Tren Akurasi. Pertama"
test.insightsSummary,"UI string from test.insightsSummary","Analiză detaliată (Tendințe de viteză și precizie)"
test.metricsTip,"UI string from test.metricsTip","Explicație despre Viteză și Precizie"
test.questionText,"UI string from test.questionText","Kysymysteksti (ei voi valita tai kopioida)"
test.startMessage,"UI string from test.startMessage",""После нажатия на Начать"
test.title,"UI string from test.title","Test de tastare"
timeSpent,"UI string from timeSpent","Timp petrecut: {{seconds}} secunde"
title,"UI string from title","Politica de confidențialitate Typesprout"
titleSuffix,"UI string from titleSuffix","Politica de confidențialitate"
totalQuestionChars,"UI string from totalQuestionChars","Total word count: {{chars}} merkkiä"
ui.closeHint,"UI string from ui.closeHint","Sulje kehotus"
ui.later,"UI string from ui.later","Mai târziu"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Vi rekommenderar att du använder alternativet "Logga in med Google" i det övre högra hörnet för att spara dina poäng och framsteg; denna webbplats värderar anonymitet och integritet och kommer inte att lagra personlig känslig information."
ui.string089,"UI string from ui.string089","Vänligen logga in först."
ui.string090,"UI string from ui.string090","Informații personale"
ui.string091,"UI string from ui.string091","Înapoi la Acasă"
ui.string092,"UI string from ui.string092","Politica de confidențialitate"
ui.string093,"UI string from ui.string093","Emme kerää henkilötietoja; tilastotietoja käytetään vain anonyymeihin ranking-listoihin ja oppimispalautteeseen."
ui.string094,"UI string from ui.string094","Gem din fremgang og historie ved kun at bruge din Google-konto."
ui.string095,"UI string from ui.string095","Ce date colectăm?"
ui.string096,"UI string from ui.string096",""Chúng tôi chỉ thu thập điểm số gõ phím"
ui.string097,"UI string from ui.string097","Bruk disse dataene til å gi personlig tilbakemelding og vise frem din fremgangsreise."
ui.string154,"UI string from ui.string154","Termeni și condiții de utilizare"
ui.string155,"UI string from ui.string155"," вы соглашаетесь с следующими условиями:""
ui.string156,"UI string from ui.string156","Ești responsabil pentru propria ta învățare și progres."
ui.string157,"UI string from ui.string157","Ce conține termenii?"
ui.string158,"UI string from ui.string158",""Điều khoản bao gồm: sử dụng trang web chỉ cho mục đích giáo dục"
ui.string200,"UI string from ui.string200","Vi rekommenderar att du använder alternativet "Logga in med Google" i det övre högra hörnet för att spara dina poäng och framsteg; denna webbplats värdesätter anonymitet och integritet och kommer inte att lagra personlig känslig information."
ui.string201,"UI string from ui.string201","Mai târziu"
ui.string202,"UI string from ui.string202","Påminnelse: Du har inte övat idag! Rör på händerna varje dag för att hjälpa det lilla trädet att växa starkare."
upgradeRule1,"UI string from upgradeRule1","Exersează-ți tastarea timp de cel puțin 10 minute în fiecare zi."
upgradeRule2,"UI string from upgradeRule2","Mențineți acuratețea peste 80%"
upgradeRule3,"UI string from upgradeRule3","Complete cel puțin 3 teste de tastare în fiecare zi."
upgradeRule4,"UI string from upgradeRule4","Folosește plasarea corectă a degetelor"
upgradeRule5,"UI string from upgradeRule5","Exersează diferite niveluri de dificultate"
upgradeRule6,"UI string from upgradeRule6","Mențineți consistența practicii zilnice"
upgradeRules,"UI string from upgradeRules","Reguli de Upgrade"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Astăzi: {current}/{total} (Rămase {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aproximativ {minutes} minute"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Come guadagnare punti? Ogni test è calcolato in base a "tempo × velocità × precisione" (base × minuti × (velocità/obiettivo"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," almeno +1 punto ogni 10 secondi (può accumularsi); se ≥30 secondi e l'accuratezza ≥50%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," вам нужно еще около {minutes} минут"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Isang maliit na paalala: Magpraktis ng kaunti araw-araw"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Rezumatul zilei de astăzi"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," dan akurasi. Batas harian adalah 100; latihan singkat (≥5 detik dan akurasi ≥30%) mendapatkan setidaknya +1.""
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","{minutes} minute · Puncte câștigate: {current} / {total} (Rămase {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Micul meu copac"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Recalculează activitatea și etapa"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation","""Recalculate Activity and Stage" là gì? Nó sẽ đọc lại các bản ghi kiểm tra của bạn trong 5 ngày qua"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Diagramă de Creștere"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Etape diferite de apariție și condiții de deblocare (ilustrație)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Etapa {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Budding・Aspect implicit"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Creează o a doua frunză"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hiperplazie foliară"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ramuri extinse + ramuri laterale"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Coroana copacului mic s-a format (fructificare)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Activ în ultimele {days} zile"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Active days: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Registrer "poengene" du tjener etter hver test (som også vil legge til XP-en din)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Очки рассчитываются как скорость × точность × время"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Эффективный ввод за последние {days} дней повлияет на стадию саженца; чем дольше вы остаётесь активными"
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," что упрощает отслеживание ваших усилий.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Înregistrări recente"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Întrebare {current}/{total} · Limită de timp {seconds} secunde · Caractere în această întrebare {chars} · Total {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vennligst skriv inn teksten nedenfor"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Încărcare..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Permite Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Spațiu Deschis/Închis・R Resetare・F Focalizare・Enter Trimite Subiect Principal"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation","การดึงคำถามล้มเหลวหรือข้อมูลว่าง: สลับไปยังธนาคารคำถามสำรองในท้องถิ่นโดยอัตโนมัติ (ไม่ส่งผลต่อการตอบ). หากต้องการใช้ธนาคารคำถามคลาวด์ โปรดเรียกใช้ "③ ซิงค์ด้วยคลิกเดียว" ใน GAS หรือตรวจสอบ/ดำเนินการสิทธิ์."
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Acuratețe {percent}% · Scor general {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Caractere corecte/Total caractere {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Fiecare introducere va deveni fluentă."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Obiceiuri corecte de tastare"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Scor mediu general ({days} zile)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Total characters ({days} zile)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Eu vs Întregul site ({days} zile)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Durata {seconds} secunde"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Precizie {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation","5 × Genauigkeit)) berechnet.""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Tägliches Limit {limit}; Ermutigungsregel: Wenn die Genauigkeit ≥ {minAcc}%"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," calcolerà i minuti di input effettivi e aggiornerà l'elenco delle attività e la fase attuale.""
