key,description,text
terms.section2.title,"UI string from terms.section2.title","2. คำอธิบายบริการและแหล่งข้อมูลเนื้อหา"
terms.section3.content1,"UI string from terms.section3.content1",""Concedemos a você uma licença pessoal"
terms.section3.content2,"UI string from terms.section3.content2"," distribuir"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","ใบอนุญาตการใช้งานส่วนบุคคลที่ไม่ใช่เชิงพาณิชย์:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","ห้ามใช้เพื่อการค้าอย่างเคร่งครัด:"
terms.section3.title,"UI string from terms.section3.title","3. การอนุญาตการใช้งานและข้อจำกัด"
terms.section4.content1,"UI string from terms.section4.content1","Anda bertanggung jawab untuk menjaga keamanan informasi login akun Anda dan untuk semua aktivitas yang terjadi di bawah akun Anda."
terms.section4.content2,"UI string from terms.section4.content2"," hackear"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","ความปลอดภัยของบัญชี:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","ห้ามการละเมิดและการโกง:"
terms.section4.title,"UI string from terms.section4.title","4. ความรับผิดชอบของผู้ใช้"
terms.section5.content1,"UI string from terms.section5.content1"," operación sin errores o disponibilidad ininterrumpida del servicio.""
terms.section5.content2,"UI string from terms.section5.content2"," ni ne garantissons la préservation permanente des données.""
terms.section5.content3,"UI string from terms.section5.content3",""우리는 사전 통보 없이 언제든지 어떤 이유로든 이 서비스를 수정"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","ตามที่ระบุไว้:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","ข้อมูลที่บันทึกแล้ว:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","สิทธิในการยกเลิกบริการ:"
terms.section5.title,"UI string from terms.section5.title","5. ข้อจำกัดและการปฏิเสธความรับผิด"
terms.section6.content,"UI string from terms.section6.content"," ao usar este serviço"
terms.section6.title,"UI string from terms.section6.title","6. นโยบายความเป็นส่วนตัว"
terms.section7.content1,"UI string from terms.section7.content1",""Si vous avez des questions concernant ces conditions de service"
terms.section7.title,"UI string from terms.section7.title","7. ข้อมูลการติดต่อ"
terms.section7.warning,"UI string from terms.section7.warning",""Bitte beachten Sie"
terms.title,"UI string from terms.title","ประเภทของบริการ Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","ข้อตกลงในการให้บริการ"
test.chartDescription,"UI string from test.chartDescription",""상단: 전체 점수 추세; 하단: 정확도 추세. 먼저 정확도를 90% 이상으로 안정화한 후"
test.insightsSummary,"UI string from test.insightsSummary","การวิเคราะห์เชิงลึก (แนวโน้มความเร็วและความแม่นยำ)"
test.metricsTip,"UI string from test.metricsTip","คำอธิบายเกี่ยวกับความเร็วและความแม่นยำ"
test.questionText,"UI string from test.questionText","ข้อความคำถาม (ไม่สามารถเลือกหรือคัดลอกได้)"
test.startMessage,"UI string from test.startMessage"," veuillez taper le texte ci-dessus. Le collage n'est pas autorisé.""
test.title,"UI string from test.title","การทดสอบการพิมพ์"
timeSpent,"UI string from timeSpent","เวลาที่ใช้: {{seconds}} วินาที"
title,"UI string from title","นโยบายความเป็นส่วนตัวของ Typesprout"
titleSuffix,"UI string from titleSuffix","นโยบายความเป็นส่วนตัว"
totalQuestionChars,"UI string from totalQuestionChars","จำนวนคำทั้งหมด: {{chars}} ตัวอักษร"
ui.closeHint,"UI string from ui.closeHint","ปิดคำแนะนำ"
ui.later,"UI string from ui.later","ภายหลัง"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Kami sarankan untuk menggunakan opsi "Masuk dengan Google" di pojok kanan atas untuk menyimpan skor dan kemajuan Anda; situs web ini menghargAI anonimitas dan privasi serta tidak akan menyimpan informasi pribadi yang sensitif."
ui.string089,"UI string from ui.string089"," accedi prima.""
ui.string090,"UI string from ui.string090","ข้อมูลส่วนบุคคล"
ui.string091,"UI string from ui.string091","กลับไปที่หน้าแรก"
ui.string092,"UI string from ui.string092","นโยบายความเป็นส่วนตัว"
ui.string093,"UI string from ui.string093","Chúng tôi không thu thập dữ liệu cá nhân; dữ liệu thống kê chỉ được sử dụng cho bảng xếp hạng ẩn danh và phản hồi học tập."
ui.string094,"UI string from ui.string094","บันทึกความก้าวหน้าและประวัติของคุณโดยใช้เพียงบัญชี Google ของคุณเท่านั้น"
ui.string095,"UI string from ui.string095","เรารวบรวมข้อมูลอะไรบ้าง?"
ui.string096,"UI string from ui.string096"," 정확도 및 연습 시간을 수집합니다. 우리는 이름이나 이메일과 같은 개인적인 민감한 정보를 수집하지 않습니다.""
ui.string097,"UI string from ui.string097","Sử dụng dữ liệu này để cung cấp phản hồi cá nhân hóa và thể hiện hành trình tiến bộ của bạn."
ui.string154,"UI string from ui.string154","ข้อกำหนดในการให้บริการ"
ui.string155,"UI string from ui.string155"," vous acceptez les termes suivants :""
ui.string156,"UI string from ui.string156","คุณเป็นผู้รับผิดชอบการเรียนรู้และความก้าวหน้าของตัวเอง"
ui.string157,"UI string from ui.string157","เนื้อหาของข้อกำหนดคืออะไร?"
ui.string158,"UI string from ui.string158"," 다른 사용자를 존중하는 내용이 포함됩니다.""
ui.string200,"UI string from ui.string200","Kami sarankan untuk menggunakan opsi "Masuk dengan Google" di sudut kanan atas untuk menyimpan skor dan kemajuan Anda; situs web ini menghargAI anonimitas dan privasi serta tidak akan menyimpan informasi pribadi yang sensitif."
ui.string201,"UI string from ui.string201","ภายหลัง"
ui.string202,"UI string from ui.string202","Pengingat: Anda belum berlatih hari ini! Gerakkan tangan Anda setiap hari untuk membantu pohon kecil tumbuh lebih kuat."
upgradeRule1,"UI string from upgradeRule1","ฝึกพิมพ์อย่างน้อย 10 นาทีทุกวัน"
upgradeRule2,"UI string from upgradeRule2","รักษาความถูกต้องให้สูงกว่า 80%"
upgradeRule3,"UI string from upgradeRule3","ทำการทดสอบการพิมพ์อย่างน้อย 3 ครั้งทุกวัน。"
upgradeRule4,"UI string from upgradeRule4","ใช้ตำแหน่งนิ้วที่ถูกต้อง"
upgradeRule5,"UI string from upgradeRule5","ฝึกฝนระดับความยากที่แตกต่างกัน"
upgradeRule6,"UI string from upgradeRule6","รักษาความสม่ำเสมอในการฝึกฝนทุกวัน"
upgradeRules,"UI string from upgradeRules","กฎการอัปเกรด"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","วันนี้: {current}/{total} (เหลือ {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ประมาณ {minutes} นาที"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""포인트를 얻는 방법은 무엇인가요? 각 테스트는 "시간 × 속도 × 정확도"를 기준으로 계산됩니다 (기본 × 분 × (속도/목표"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""일일 제한 100; 격려 규칙: 정확도 ≥30%일 경우"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Basierend auf Ihrer letzten Leistung benötigen Sie noch etwa {minutes} Minuten"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," und der Baum wird wachsen!""
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","สรุปวันนี้"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 속도 및 정확성과 관련이 있습니다. 일일 한도는 100이며"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","การป้อนข้อมูลที่มีประสิทธิภาพ: {minutes} นาที · คะแนนที่ได้รับ: {current} / {total} (เหลืออีก {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ต้นไม้ตัวน้อยของฉัน"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","คำนวณกิจกรรมและขั้นตอนใหม่"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 활동 목록과 현재 단계를 업데이트합니다.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","แผนภาพการเติบโต"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ขั้นตอนการปรากฏตัวที่แตกต่างกันและเงื่อนไขการปลดล็อก (ภาพประกอบ)"
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ขั้นตอน {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","บัดดิ้ง・การแสดงผลเริ่มต้น"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ปลูกใบที่สอง"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","การเจริญเติบโตของใบ"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","กิ่งก้านขยาย + กิ่งข้าง"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ยอดของต้นไม้เล็กได้形成 (ผลผลิต)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ใช้งานใน {days} วันที่ผ่านมา"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Active days: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ghi lại "điểm" bạn kiếm được sau mỗi bài kiểm tra (cũng sẽ cộng vào XP của bạn)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," utilisés pour favoriser la croissance du petit arbre.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Die effektive Eingabe der letzten {days} Tage wird die Sämlingsphase beeinflussen; je mehr Tage du aktiv bleibst"
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Die Liste unten zeigt jeden Erfolg"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","บันทึกล่าสุด"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","คำถาม {current}/{total} · เวลาที่กำหนด {seconds} วินาที · ตัวอักษรในคำถามนี้ {chars} · รวม {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Silakan ketik teks di bawah ini"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","กำลังโหลด..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","อนุญาตให้ใช้ปุ่มลบ"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","เปิด/ปิดพื้นที่・R รีเซ็ต・F โฟกัส・Enter ส่งหัวข้อหลัก"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""La récupération des questions a échoué ou les données sont vides : passage automatique à la banque de questions locale de secours (n'affecte pas les réponses). Pour utiliser la banque de questions cloud"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ความถูกต้อง {percent}% · คะแนนรวม {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ตัวอักษรที่ถูกต้อง/ตัวอักษรทั้งหมด {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ทุกการพิมพ์จะกลายเป็นคล่องแคล่ว"
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","นิสัยการพิมพ์ที่ถูกต้อง"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","คะแนนเฉลี่ยรวม ({days} วัน)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","รวมตัวอักษร ({days} วัน)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ฉัน vs ทั้งเว็บไซต์ ({days} วัน)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ระยะเวลา {seconds} วินาที"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ความถูกต้อง {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation","各テストは「時間 × スピード × 精度」に基づいて計算されます（基本分 × (スピード/目標、最大×2) × (0.5 + 0.5 × 精度)）"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Limite diário {limit}; Regra de incentivo: Quando a precisão ≥ {minAcc}%"
