key,description,text
section1.googleAuth.title,"UI string from section1.googleAuth.title","Google-kirjautuminen:"
section1.principle,"UI string from section1.principle","Vi följer principen om förenkling och samlar endast in den data som är nödvändig för att upprätthålla driften av våra tjänster:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (Mga Anunsyo): Maaaring gumamit kami ng Google AdSense sa hinaharap upang ipakita ang mga anunsyo upang suportahan ang mga gastos sa pagpapatakbo ng website. Maaaring gumamit ang Google at ang mga kasosyo nito ng Cookies (tulad ng DoubleClick Cookie) upang ipakita sa iyo ang mga personalized na anunsyo batay sa iyong nakaraang kasaysayan ng pag-browse."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics",""Google Analytics : Nous utilisons ce service pour analyser le trafic du site web et comprendre comment le service est utilisé. Il collecte des informations anonymisées telles que votre adresse IP"
section1.technicalData.title,"UI string from section1.technicalData.title","Tekniske data indsamlet automatisk af tredjepartstjenester:"
section1.title,"UI string from section1.title","1. Typer av data vi samlar in"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content",""Vous pouvez éventuellement indiquer votre tranche d'âge"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Käyttäjä antoi vapaaehtoisesti epätarkkaa tietoa (valinnainen):"
section2.coreFunction,"UI string from section2.coreFunction"," die verwendet werden"
section2.experienceOptimization,"UI string from section2.experienceOptimization",""Pengoptimalan Pengalaman: Usia"
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","Serwis w trakcie konserwacji: Zebrane dane techniczne za pomocą Google Analytics pomagają nam zrozumieć wydajność strony internetowej i naprawić potencjalne problemy."
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis"," aby zrozumieć ogólny profil grupy użytkowników i poprawić nasze usługi.""
section2.title,"UI string from section2.title","2. Kuinka käytämme tietojasi"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," stockées et trAItées sur ces serveurs à l'étranger.""
section3.dataRetention,"UI string from section3.dataRetention","การเก็บรักษาข้อมูล: เนื่องจากบริการนี้เป็นบริการฟรีโดยสมบูรณ์ เราไม่สามารถรับประกันการเก็บข้อมูลอย่างถาวรได้ เราขอสงวนสิทธิ์ในการลบข้อมูลผู้ใช้บางส่วนหรือทั้งหมดโดยไม่ต้องแจ้งให้ทราบล่วงหน้า"
section3.storageLocation,"UI string from section3.storageLocation","สถานที่จัดเก็บ: รหัสสำหรับเว็บไซต์นี้ถูกโฮสต์บน GitHub ในขณะที่ข้อมูลเกมของคุณและข้อมูลที่คุณให้โดยสมัครใจถูกจัดเก็บในฐานข้อมูลบน Google Firebase。"
section3.title,"UI string from section3.title","3. Tietojen tallennus ja rajat ylittävä siirto"
section4.advertisingCookies,"UI string from section4.advertisingCookies",""Cookie pubblicitari: Come accennato in precedenza"
section4.functionalCookies,"UI string from section4.functionalCookies","Funksjonelle informasjonskapsler: Vi bruker informasjonskapsler for å opprettholde innloggingsstatusen din."
section4.title,"UI string from section4.title","4. Evästeistä ja mainonnasta"
section5.contactChannel,"UI string from section5.contactChannel"," senden Sie bitte Ihre Anfrage über unsere offizielle GitHub Issues-Seite.""
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," veuillez ne pas inclure d'informations personnelles identifiables dans le contenu du problème"
section5.responseTime,"UI string from section5.responseTime"," chúng tôi sẽ phản hồi sớm nhất có thể trong khả năng của mình. Cảm ơn bạn đã kiên nhẫn và thông cảm.""
section5.title,"UI string from section5.title","5. Oikeutesi ja yhteystiedot"
speedChartAriaLabel,"UI string from speedChartAriaLabel",""Общий график тенденций оценки: Чем выше линия"
speedChartTitle,"UI string from speedChartTitle","Kokonaispisteet (Oikea Nopeus)"
speedChartTooltip,"UI string from speedChartTooltip"," meglio è); Asse orizzontale: Sequenza temporale. La linea verde rappresenta la velocità basata solo su parole corrette"
speedScore,"UI string from speedScore","Kokonaispisteet: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Kaikki oikeudet pidätetään."
terms.lastUpdated,"UI string from terms.lastUpdated","Sist oppdatert: 21. september 2025"
terms.section1.content1,"UI string from terms.section1.content1"," phi lợi nhuận do các nhà phát triển cá nhân duy trì"
terms.section1.content2,"UI string from terms.section1.content2",""En accédant à ce service ou en l'utilisant"
terms.section1.title,"UI string from terms.section1.title","1. Yleiset määräykset ja ehtojen hyväksyminen"
terms.section2.content1,"UI string from terms.section2.content1","Den eneste hensigt med denne service er at tilbyde praksis i skrivefærdigheder. Det er ikke et akademisk forsknings- eller religiøst undervisningsværktøj. Alt indhold på hjemmesiden er udelukkende til dette ene formål."
terms.section2.content2,"UI string from terms.section2.content2",""Чтобы предоставить богатый текст для практики"
terms.section2.content3,"UI string from terms.section2.content3",""Dichiarazione di non responsabilità sull'accuratezza: Pertanto"
terms.section2.listItem1,"UI string from terms.section2.listItem1",""Nội dung do AI tạo ra: Một số bài viết thực hành được phân tích"
terms.section2.listItem2,"UI string from terms.section2.listItem2","ข้อความในพระคัมภีร์: แบงค์คำถามในพระคัมภีร์บางส่วนมาจาก API ของบริการพระคัมภีร์จากบุคคลที่สาม เมื่อบริการนั้นไม่สามารถเข้าถึงได้ ข้อความทางเลือกอาจถูกสร้างขึ้นโดยโมเดล AI"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Palvelun tarkoitus:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Kysymyspankin sisällön ja disclAImerin lähde:"
terms.section2.title,"UI string from terms.section2.title","2. Palvelun kuvaus ja sisällön lähteet"
terms.section3.content1,"UI string from terms.section3.content1"," 비상업적 및 교육적 목적으로만 사용할 수 있습니다.""
terms.section3.content2,"UI string from terms.section3.content2"," serviços pagos ou produtos comerciAIs.""
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Personlig ikke-kommerciel brugslicens:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Tiukasti kielletty kaupalliseen käyttöön:"
terms.section3.title,"UI string from terms.section3.title","3. Käyttövaltuutus ja rajoitukset"
terms.section4.content1,"UI string from terms.section4.content1"," które mają miejsce na Twoim koncie.""
terms.section4.content2,"UI string from terms.section4.content2"," o uso de plugins"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Tilin turvallisuus:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Kielletty väärinkäyttö ja huijaaminen:"
terms.section4.title,"UI string from terms.section4.title","4. Käyttäjän vastuudet"
terms.section5.content1,"UI string from terms.section5.content1"," "있는 그대로" 및 "사용 가능한 대로" 제공됩니다. 서비스의 안정성"
terms.section5.content2,"UI string from terms.section5.content2","เราไม่รับผิดชอบต่อการสูญหายหรือความเสียหายใด ๆ ต่อบันทึกการฝึกฝนหรือข้อมูลผู้ใช้ของคุณ และเราไม่รับประกันการเก็บรักษาข้อมูลอย่างถาวร"
terms.section5.content3,"UI string from terms.section5.content3"," sospendere o terminare permanentemente questo servizio in qualsiasi momento e per qualsiasi motivo senza preavviso.""
terms.section5.subtitle1,"UI string from terms.section5.subtitle1"," but I cannot fulfill that request without the specific text you want translated. Please provide the text segments you would like me to translate.""
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Data tallennettu:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Oikeus lopettaa palvelu:"
terms.section5.title,"UI string from terms.section5.title","5. Vastuuvapauslauseke ja palvelun rajoitukset"
terms.section6.content,"UI string from terms.section6.content",""Wir verpflichten uns"
terms.section6.title,"UI string from terms.section6.title","6. Tietosuojakäytäntö"
terms.section7.content1,"UI string from terms.section7.content1"," vui lòng gửi chúng qua trang GitHub Issues chính thức của chúng tôi: https://github.com/yvEschen001/Typesprout-pubic/issues""
terms.section7.title,"UI string from terms.section7.title","7. Yhteystiedot"
terms.section7.warning,"UI string from terms.section7.warning",""Пожалуйста"
terms.title,"UI string from terms.title","Typesproutin käyttöehdot"
terms.titleSuffix,"UI string from terms.titleSuffix","Käyttöehdot"
test.chartDescription,"UI string from test.chartDescription"," poi aumenta gradualmente la velocità.""
test.insightsSummary,"UI string from test.insightsSummary","Syvällinen analyysi (nopeus- ja tarkkuustrendit)"
test.metricsTip,"UI string from test.metricsTip","Nopeus ja tarkkuus selitys"
test.questionText,"UI string from test.questionText","Spørgsmålstekst (kan ikke vælges eller kopieres)"
test.startMessage,"UI string from test.startMessage","หลังจากกดเริ่มต้น กรุณาพิมพ์ข้อความด้านบน การวางไม่อนุญาต"
test.title,"UI string from test.title","Kirjoitustesti"
timeSpent,"UI string from timeSpent","Aika kului: {{seconds}} sekuntia"
title,"UI string from title","Typesproutin tietosuojakäytäntö"
titleSuffix,"UI string from titleSuffix","Tietosuojakäytäntö"
totalQuestionChars,"UI string from totalQuestionChars","Samlet antal ord: {{chars}} tegn"
ui.closeHint,"UI string from ui.closeHint","Luk prompt"
ui.later,"UI string from ui.later","Myöhemmin"
ui.loginSuggestion,"UI string from ui.loginSuggestion"," aby zapisać swoje wyniki i postępy; ta strona ceni anonimowość i prywatność i nie będzie przechowywać wrażliwych informacji osobistych.""
ui.string089,"UI string from ui.string089","Proszę najpierw się zalogować."
ui.string090,"UI string from ui.string090","Henkilökohtaiset tiedot"
ui.string091,"UI string from ui.string091","Takaisin etusivulle"
ui.string092,"UI string from ui.string092","Tietosuojakäytäntö"
ui.string093,"UI string from ui.string093","Vi indsamler ikke personlige data; statistiske data bruges kun til anonyme ranglister og læringsfeedback."
ui.string094,"UI string from ui.string094","Lagre fremdriften og historikken din ved å bruke kun Google-kontoen din."
ui.string095,"UI string from ui.string095","Mitä tietoja keräämme?"
ui.string096,"UI string from ui.string096"," dan waktu latihan. Kami tidak mengumpulkan informasi pribadi yang sensitif seperti nama atau emAIl Anda.""
ui.string097,"UI string from ui.string097","Använd dessa uppgifter för att ge personlig feedback och visa din framstegsresa."
ui.string154,"UI string from ui.string154","Käyttöehdot"
ui.string155,"UI string from ui.string155",""Используя этот сайт"
ui.string156,"UI string from ui.string156","Olet vastuussa omasta oppimisestasi ja edistymisestäsi."
ui.string157,"UI string from ui.string157","Mitä ehtojen sisältö on?"
ui.string158,"UI string from ui.string158"," dan menghormati pengguna lAIn.""
ui.string200,"UI string from ui.string200"," aby zapisać swoje wyniki i postępy; ta strona ceni anonimowość i prywatność i nie będzie przechowywać osobistych danych wrażliwych.""
ui.string201,"UI string from ui.string201","Myöhemmin"
ui.string202,"UI string from ui.string202"," aby pomóc małemu drzewku stać się silniejszym.""
upgradeRule1,"UI string from upgradeRule1","Harjoittele kirjoittamista vähintään 10 minuuttia joka päivä."
upgradeRule2,"UI string from upgradeRule2","Pidä tarkkuus yli 80%"
upgradeRule3,"UI string from upgradeRule3","Suorita vähintään 3 kirjoitustestiä joka päivä."
upgradeRule4,"UI string from upgradeRule4","Käytä oikeaa sormiasentoa"
upgradeRule5,"UI string from upgradeRule5","Harjoittele eri vaikeustasoja"
upgradeRule6,"UI string from upgradeRule6","Pidä päivittäinen harjoittelu johdonmukaisena"
upgradeRules,"UI string from upgradeRules","Päivitä säännöt"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tänään: {current}/{total} (Jäljellä {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Noin {minutes} minuuttia"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation","5 × Genauigkeit)).""
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Limite giornaliero 100; regole di incoraggiamento: Se l'accuratezza ≥30%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""На основе вашей недавней активности"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation","تذكير صغير: تدرب قليلاً كل يوم، وستنمو الشجرة!"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tämän päivän yhteenveto"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," kecepatan"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tehokas syöttö: {minutes} minuuttia · Ansaitut pisteet: {current} / {total} (Jäljellä {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Pieni puuni"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Laske aktiviteetti ja vaihe uudelleen"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," dan memperbarui daftar aktivitas serta tahap saat ini.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Kasvukaavio"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Eri ulkonäkövaiheet ja avausolosuhteet (kuvitus)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vaihe {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Verso・Oletusulkoasu"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Kasvata toinen lehti"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Lehtihyperplasia"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Oksat ulottuvat + sivuoksat"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Pienen puun latva on muodostunut (hedelmöivä)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktiivinen viimeisen {days} päivän aikana"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktiviset päivät: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Registrera de "poäng" du tjänar efter varje test (vilket också kommer att lägga till din XP)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation","คะแนนคำนวณจากความเร็ว × ความถูกต้อง × เวลา ซึ่งใช้เพื่อส่งเสริมการเติบโตของต้นไม้เล็ก ๆ"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation","การป้อนข้อมูลที่มีประสิทธิภาพใน {days} วันที่ผ่านมา จะมีผลต่อระยะต้นกล้า; ยิ่งคุณอยู่ในสถานะที่กระตือรือร้นนานเท่าไหร่ ก็ยิ่งง่ายต่อการออกผลมากขึ้นเท่านั้น."
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Список ниже показывает каждую запись достижений"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Viimeisimmät tiedot"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Kysymys {current}/{total} · Aikaraja {seconds} sekuntia · Merkit tässä kysymyksessä {chars} · Yhteensä {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vänligen skriv texten nedan"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ladataan..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Salli Poista"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Avaruus Avaa/Sulje・R Nollaa・F Keskity・Enter Lähetä Pääaihe"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," vui lòng chạy "③ Đồng bộ một lần" trong GAS hoặc kiểm tra/thực thi quyền truy cập.""
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tarkkuus {percent}% · Kokonaispisteet {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Oikeat merkit/Yhteensä merkkejä {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Jokainen syöte tulee sujuvaksi."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Oikeat kirjoitustavat"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Keskimääräinen kokonaispisteet ({days} päivää)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Yhteensä merkkejä ({days} päivää)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Minä vs Koko sivusto ({days} päivää)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Kesto {seconds} sekuntia"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tarkkuus {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation","5 + 0"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," vous avez besoin d'environ {remaining} minutes pour atteindre la limite.""
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Cos'è "Ricalcola Attività e Fase"? Rileggerà i tuoi record di test degli ultimi {days} giorni"
