key,description,text
home.privacyNote,"UI string from home.privacyNote","ไม่เก็บข้อมูลส่วนบุคคล; ข้อมูลสถิติจะถูกใช้เฉพาะสำหรับการจัดอันดับแบบไม่ระบุชื่อและข้อเสนอแนะแบบเรียนรู้。"
home.tabs.leader,"UI string from home.tabs.leader","Предварительный просмотр таблицы лидеров"
home.tabs.visitors,"UI string from home.tabs.visitors","Распределение посетителей"
home.title,"UI string from home.title",""Typesprout — Дети"
home.upgradeRule1,"UI string from home.upgradeRule1","Đăng nhập và luyện tập gõ phím mỗi ngày để tích lũy thời gian; chỉ cần bắt đầu một bài kiểm tra để tạo ra "thời gian nhập liệu hiệu quả"."
home.upgradeRule2,"UI string from home.upgradeRule2",""Tant que vous pratiquez chaque jour"
home.upgradeRule3,"UI string from home.upgradeRule3","ไปถึงระดับ 5 เพื่อเริ่มสร้างผลลัพธ์ (ให้ผลผลิต)"
home.upgradeRule4,"UI string from home.upgradeRule4",""Die Aktivität der letzten 5 Tage wird den kleinen Baum steigen oder fallen lassen: mehr Aktivität bedeutet Aufstieg"
home.upgradeRule5,"UI string from home.upgradeRule5",""Bis zur Stufe 5; wenn du Stufe 5 jeden Tag aufrechterhAlten kannst"
home.upgradeRule6,"UI string from home.upgradeRule6"," um Punkte zu sammeln.""
home.upgradeRules,"UI string from home.upgradeRules"," 매일 수행한 연습은 누적됩니다; 특정 날에 더 오랫동안 타이핑할수록 레벨 업이 더 쉬워집니다. 최고 레벨은 5입니다.""
home.visitorsDesc,"UI string from home.visitorsDesc","Распределение посетителей сайта и игроков по странам (анонимная статистика)."
howToUpgrade,"UI string from howToUpgrade","Как обновить"
introduction,"UI string from introduction","歡迎來到 Typesprout！這是一個由個人開發者出於熱情創建的免費打字練習網站。我們理解您的隱私很重要，因此這項政策旨在解釋我們收集了哪些數據以及我們將如何使用這些數據。"
leaderboard.classCodePlaceholder,"UI string from leaderboard.classCodePlaceholder","Код класса"
leaderboard.tooltip,"UI string from leaderboard.tooltip"," plus le score est élevé&#10;&#10;💡 Un petit rappel : Pratiquez un peu chaque jour"
meta.gardenDescription,"UI string from meta.gardenDescription","Продвигайте рост и награды дерева с помощью очков набора текста."
meta.homeDescription,"UI string from meta.homeDescription","Детская практика набора текста и игра о росте дерева. Поддерживает традиционный китайский / упрощенный китайский / английский."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","Ежедневные/Еженедельные/Ежемесячные рейтинги по языкам."
meta.practiceDescription,"UI string from meta.practiceDescription",""Kostenloses TipptrAIning"
meta.profileDescription,"UI string from meta.profileDescription"," votre note et vos préférences.""
meta.result,"UI string from meta.result","Результат"
meta.resultDescription,"UI string from meta.resultDescription","Ваши результаты теста на печать."
meta.testDescription,"UI string from meta.testDescription",""Zeitgesteuerter Test"
nav.garden,"UI string from nav.garden","Посадить дерево"
nav.home,"UI string from nav.home","Главная"
nav.leaderboard,"UI string from nav.leaderboard","Таблица лидеров"
nav.practice,"UI string from nav.practice","Практика"
nav.profile,"UI string from nav.profile","Личный"
nav.subtitle,"UI string from nav.subtitle","Детский набор для печати и рост дерева"
nav.test,"UI string from nav.test","Тест"
notice,"UI string from notice"," entendeu e concordou com todo o conteúdo desta política.""
percentile,"UI string from percentile","Более чем примерно {{percent}}% людей"
profile.chartDescription,"UI string from profile.chartDescription",""Haut : Tendance du score global ; Bas : Tendance de la précision. D'abord"
profile.classCode,"UI string from profile.classCode","Код класса"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder",""Gib einen beliebigen Namen ein"
profile.classCodeTooltip,"UI string from profile.classCodeTooltip",""Einzigartig auf der gesamten Seite (3–50 Zeichen; darf kein / enthAlten). Wird für Wettbewerbe und Gruppen auf dem Ranking verwendet; bis zu 5 können hinzugefügt werden. Lehrer können neue Codes erstellen; einmal erstellt"
recentValue,"UI string from recentValue","Недавно {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Элемент {{number}}"
relativeScale,"UI string from relativeScale","สเกลสัมพัทธ์: เขียว ≤30% · เหลือง ≤70% · แดง ＞70% (สัมพันธ์กับปุ่มผิดพลาดสูงสุด; คำนวณจากอัตราความผิดพลาดสะสมล่าสุด)"
result.accuracyTooltip,"UI string from result.accuracyTooltip"," donc les caractères manquants réduiront la précision.""
result.chartDescription,"UI string from result.chartDescription"," 그 다음에 점차 속도를 증가시키세요.""
result.scoreTooltip,"UI string from result.scoreTooltip",""Punteggio composito = La velocità di input calcolata basandosi solo sui caratteri corretti. Metodo di calcolo: Velocità (WPM/CPM) × Tasso di precisione. Scopo: STabilizzare prima il tasso di precisione"
section1.gameData.content,"UI string from section1.gameData.content"," precisão"
section1.gameData.title,"UI string from section1.gameData.title","Данные игры:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," acessaremos ou armazenaremos ativamente nenhum dado pessoal de privacidade da sua conta do Google"
section1.googleAuth.title,"UI string from section1.googleAuth.title","Аутентификация через Google Sign-In:"
section1.principle,"UI string from section1.principle","Chúng tôi tuân thủ nguyên tắc đơn giản hóa và chỉ thu thập dữ liệu cần thiết để duy trì hoạt động của dịch vụ của chúng tôi:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (Iklan): Kami mungkin akan menggunakan Google AdSense di masa depan untuk menampilkan iklan guna mendukung biaya operasional situs web. Google dan mitranya dapat menggunakan Cookie (seperti Cookie DoubleClick) untuk menunjukkan iklan yang dipersonalisasi berdasarkan riwayat penelusuran Anda sebelumnya."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," tipo de navegador"
section1.technicalData.title,"UI string from section1.technicalData.title",""Технические данные"
section1.title,"UI string from section1.title","ประเภทข้อมูลที่เรารวบรวม"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," área profissional"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Пользователь добровольно предоставил неточную информацию (по желанию):"
section2.coreFunction,"UI string from section2.coreFunction",""핵심 기능: 귀하의 익명 사용자 ID와 게임 데이터는 이 서비스의 핵심 기능의 일부로"
section2.experienceOptimization,"UI string from section2.experienceOptimization"," la profession et d'autres informations que vous fournissez volontAIrement seront utilisées pour vous associer à des ensembles de questions d'exercice de dactylographie plus adaptés.""
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","การบำรุงรักษาบริการ: ข้อมูลทางเทคนิคที่รวบรวมผ่าน Google Analytics ช่วยให้เราเข้าใจประสิทธิภาพของเว็บไซต์และแก้ไขปัญหาที่อาจเกิดขึ้น"
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","การวิเคราะห์ทางสถิติ: เราจะทำการทำให้ข้อมูลทั้งหมดที่ผู้ใช้ให้มาโดยสมัครใจเป็นข้อมูลที่ไม่ระบุชื่อและรวมกลุ่มเพื่อเข้าใจโปรไฟล์โดยรวมของกลุ่มผู้ใช้และปรับปรุงบริการของเรา"
section2.title,"UI string from section2.title","2. Как мы используем ваши данные"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," você reconhece e concorda que seus dados serão transferidos"
section3.dataRetention,"UI string from section3.dataRetention"," können wir die permanente Speicherung von Daten nicht garantieren. Wir behAlten uns das Recht vor"
section3.storageLocation,"UI string from section3.storageLocation",""Speicherort: Der Code für diese Website wird auf GitHub gehostet"
section3.title,"UI string from section3.title","3. Хранение данных и трансфер данных через границу"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," Google AdSense를 활성화하면 Google이 광고를 제공하기 위해 쿠키를 사용할 것입니다. 개인화된 광고를 관리하거나 선택 해제하려면 언제든지 Google의 광고 설정 페이지(https://adssettings.google.com/)를 방문할 수 있습니다.""
section4.functionalCookies,"UI string from section4.functionalCookies","คุกกี้ฟังก์ชัน: เราใช้คุกกี้เพื่อรักษาสถานะการเข้าสู่ระบบของคุณ"
section4.title,"UI string from section4.title","4. О файлах cookie и рекламе"
section5.contactChannel,"UI string from section5.contactChannel",""연락처: 이 개인정보 보호정책에 대한 질문이 있거나 데이터 권리(예: 접근"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," não inclua nenhuma informação pessoal identificável no conteúdo da Issue"
section5.responseTime,"UI string from section5.responseTime",""Aufgrund der Tatsache"
section5.title,"UI string from section5.title","5. Ваши права и контактная информация"
speedChartAriaLabel,"UI string from speedChartAriaLabel"," desto besser die Leistung.""
speedChartTitle,"UI string from speedChartTitle","Общий балл (Правильная скорость)"
speedChartTooltip,"UI string from speedChartTooltip"," 속도와 정확성을 결합합니다.""
speedScore,"UI string from speedScore","Общий балл: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Все права защищены."
terms.lastUpdated,"UI string from terms.lastUpdated","อัปเดตล่าสุด: 21 กันยายน 2025"
terms.section1.content1,"UI string from terms.section1.content1",""Bienvenue sur Typesprout (ci-après dénommé "le Service"). Le Service est un projet gratuit et à but non lucratif mAIntenu par des développeurs individuels"
terms.section1.content2,"UI string from terms.section1.content2"," você reconhece que leu"
terms.section1.title,"UI string from terms.section1.title","1. Общие положения и принятие условий"
terms.section2.content1,"UI string from terms.section2.content1","บริการนี้มีวัตถุประสงค์เพียงอย่างเดียวคือการฝึกทักษะการพิมพ์ ไม่ใช่เครื่องมือสำหรับการวิจัยทางวิชาการหรือการศึกษาทางศาสนา เนื้อหาทั้งหมดในเว็บไซต์นี้มีไว้เพื่อวัตถุประสงค์เดียวเท่านั้น"
terms.section2.content2,"UI string from terms.section2.content2"," stammt der InhAlt des Fragenpools dieses Dienstes aus mehreren Quellen. Hiermit erklären wir:""
terms.section2.content3,"UI string from terms.section2.content3","正確性免責事項：したがって、質問バンク内のコンテンツが特定の聖書のバージョンに対して正確であること、完全であること、または忠実であることについて、当社は保証や支持を行いません。すべてのコンテンツは、正確な学術的または宗教的な参照ではなく、タイピング練習用の素材として考慮されるべきです。ユーザーは使用前にこれを十分に理解する必要があります。"
terms.section2.listItem1,"UI string from terms.section2.listItem1"," collectés ou générés par des modèles d'IA (comme ChatGPT) et sont uniquement destinés à la pratique de la sAIsie.""
terms.section2.listItem2,"UI string from terms.section2.listItem2",""Bibeltext: Einige Bibel-Fragenbanken stammen von dem Drittanbieter-API.Bibel-Dienst. Wenn dieser Dienst nicht erreichbar ist"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Цель сервиса:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Источник контента банка вопросов и отказ от ответственности:"
terms.section2.title,"UI string from terms.section2.title","2. Описание услуги и источники контента"
terms.section3.content1,"UI string from terms.section3.content1"," não exclusiva"
terms.section3.content2,"UI string from terms.section3.content2"," revender"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Лицензия на личное некоммерческое использование:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Строго запрещено для коммерческого использования:"
terms.section3.title,"UI string from terms.section3.title","3. Авторизация использования и ограничения"
terms.section4.content1,"UI string from terms.section4.content1","Bạn có trách nhiệm bảo vệ thông tin đăng nhập tài khoản của mình và cho tất cả các hoạt động xảy ra dưới tài khoản của bạn."
terms.section4.content2,"UI string from terms.section4.content2"," interferir o deshabilitar el funcionamiento normal de este servicio de ninguna manera. Además"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Безопасность аккаунта:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Запрещенные злоупотребления и мошенничество:"
terms.section4.title,"UI string from terms.section4.title","4. Обязанности пользователя"
terms.section5.content1,"UI string from terms.section5.content1",""Este serviço é um projeto pessoal que está em desenvolvimento contínuo"
terms.section5.content2,"UI string from terms.section5.content2",""Wir übernehmen keine Verantwortung für den Verlust oder die BEschädigung Ihrer Übungsunterlagen oder Benutzerdaten"
terms.section5.content3,"UI string from terms.section5.content3"," 중단 또는 영구적으로 종료할 권리를 보유합니다.""
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Как указано:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Данные сохранены:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Право на прекращение обслуживания:"
terms.section5.title,"UI string from terms.section5.title","5. Отказ от ответственности и ограничения сервиса"
terms.section6.content,"UI string from terms.section6.content"," você também concorda com a política.""
terms.section6.title,"UI string from terms.section6.title","6. Политика конфиденциальности"
terms.section7.content1,"UI string from terms.section7.content1"," veuillez les soumettre via notre page officielle des problèmes GitHub : https://github.com/yvEschen001/Typesprout-pubic/issues""
terms.section7.title,"UI string from terms.section7.title","7. Контактная информация"
terms.section7.warning,"UI string from terms.section7.warning"," dass dies eine öffentliche Plattform ist"
terms.title,"UI string from terms.title","Условия обслуживания Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","Условия обслуживания"
test.chartDescription,"UI string from test.chartDescription"," 점차 속도를 높이세요.""
test.insightsSummary,"UI string from test.insightsSummary","Глубокий анализ (Тенденции скорости и точности)"
test.metricsTip,"UI string from test.metricsTip","Объяснение скорости и точности"
test.questionText,"UI string from test.questionText","Текст вопроса (нельзя выбрать или скопировать)"
test.startMessage,"UI string from test.startMessage",""Nachdem Sie auf Start gedrückt haben"
test.title,"UI string from test.title","Тест на печать"
timeSpent,"UI string from timeSpent","Время затрачено: {{seconds}} секунд"
title,"UI string from title","Политика конфиденциальности Typesprout"
titleSuffix,"UI string from titleSuffix","Политика конфиденциальности"
totalQuestionChars,"UI string from totalQuestionChars","Общее количество слов: {{chars}} символов"
ui.closeHint,"UI string from ui.closeHint","Закрыть подсказку"
ui.later,"UI string from ui.later","Позже"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Chúng tôi khuyên bạn nên sử dụng tùy chọn "Đăng nhập bằng Google" ở góc trên bên phải để lưu điểm số và tiến trình của bạn; trang web này coi trọng sự ẩn danh và quyền riêng tư và sẽ không lưu trữ thông tin nhạy cảm cá nhân."
ui.string089,"UI string from ui.string089","Silakan masuk terlebih dahulu."
ui.string090,"UI string from ui.string090","Личная информация"
ui.string091,"UI string from ui.string091","Назад на главную"
ui.string092,"UI string from ui.string092","Политика конфиденциальности"
ui.string093,"UI string from ui.string093","เราไม่เก็บข้อมูลส่วนบุคคล; ข้อมูลสถิติจะถูกใช้เฉพาะสำหรับการจัดอันดับแบบไม่ระบุชื่อและข้อเสนอแนะแบบเรียนรู้。"
ui.string094,"UI string from ui.string094",""Сохраняйте свой прогресс и историю"
ui.string095,"UI string from ui.string095","Какие данные мы собираем?"
ui.string096,"UI string from ui.string096",""Nous ne collectons que vos scores de frappe"
ui.string097,"UI string from ui.string097","ใช้ข้อมูลนี้เพื่อให้ข้อเสนอแนะแบบส่วนบุคคลและแสดงให้เห็นถึงเส้นทางความก้าวหน้าของคุณ。"
ui.string154,"UI string from ui.string154","Условия обслуживания"
ui.string155,"UI string from ui.string155","Durch die Nutzung dieser Website stimmen Sie den folgenden Bedingungen zu:"
ui.string156,"UI string from ui.string156","Вы несете ответственность за свое обучение и прогресс."
ui.string157,"UI string from ui.string157","Каково содержание условий?"
ui.string158,"UI string from ui.string158",""Les conditions incluent : utiliser le site web uniquement à des fins éducatives"
ui.string200,"UI string from ui.string200","Chúng tôi khuyên bạn nên sử dụng tùy chọn "Đăng nhập bằng Google" ở góc trên bên phải để lưu điểm số và tiến trình của bạn; trang web này coi trọng sự ẩn danh và quyền riêng tư và sẽ không lưu trữ thông tin nhạy cảm cá nhân."
ui.string201,"UI string from ui.string201","Позже"
ui.string202,"UI string from ui.string202","Nhắc nhở: Hôm nay bạn chưa luyện tập! Hãy di chuyển tay mỗi ngày để giúp cây nhỏ phát triển mạnh mẽ hơn."
upgradeRule1,"UI string from upgradeRule1","Практикуйте набор текста не менее 10 минут каждый день."
upgradeRule2,"UI string from upgradeRule2","Сохраняйте точность выше 80%"
upgradeRule3,"UI string from upgradeRule3","Каждый день проходите как минимум 3 теста на печать."
upgradeRule4,"UI string from upgradeRule4","Используйте правильное расположение пальцев"
upgradeRule5,"UI string from upgradeRule5","Практикуйте разные уровни сложности"
upgradeRule6,"UI string from upgradeRule6","Поддерживайте ежедневную практику последовательности"
upgradeRules,"UI string from upgradeRules","Правила обновления"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Сегодня: {current}/{total} (Осталось {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Приблизительно {minutes} минут"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 최대 ×2) × (0.5 + 0.5 × 정확도)).""
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 10초마다 최소 +1점(누적 가능); 30초 이상 및 정확도 ≥50%일 경우"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," um das Limit zu erreichen.""
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Un piccolo promemoria: Pratica un po' ogni giorno e l'albero crescerà!"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Сегодняшнее резюме"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 짧은 연습(≥5초 및 정확도 ≥30%)은 최소 +1을 얻습니다.""
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Эффективный ввод: {minutes} минут · Заработанные очки: {current} / {total} (Осталось {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Мое маленькое дерево"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Пересчитать активность и этап"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Que signifie "Recalculer l'activité et l'étape" ? Cela relira vos enregistrements de test des 5 derniers jours"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Диаграмма роста"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Разные стадии появления и условия разблокировки (иллюстрация)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Этап {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Начинающий・Стандартный вид"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Вырастите второй лист"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Листовая гиперплазия"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ветви расширяются + боковые ветви"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Крона маленького дерева сформировалась (плодоношение)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Активен за последние {days} дней"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Активные дни: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","บันทึก "คะแนน" ที่คุณได้รับหลังจากการทดสอบแต่ละครั้ง (ซึ่งจะเพิ่มไปยัง XP ของคุณด้วย)"
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Punkte werden aus Geschwindigkeit × Genauigkeit × Zeit berechnet und dienen dazu"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," desto einfacher ist es"
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," sodass Sie Ihre Bemühungen leicht verfolgen können.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Недавние записи"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Вопрос {current}/{total} · Лимит времени {seconds} секунд · Символов в этом вопросе {chars} · Всего {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vui lòng gõ văn bản bên dưới"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Загрузка..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Разрешить Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Открыть/Закрыть пробел・R Сброс・F Фокус・Enter Отправить Основная тема"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," veuillez exécuter "③ Synchronisation en un clic" dans GAS ou vérifier/exécuter les autorisations.""
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Точность {percent}% · Общий балл {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Правильные символы/Всего символов {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Каждый ввод станет беглым."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Правильные привычки печати"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Средний общий балл ({days} дней)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Всего символов ({days} дней)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Я против всего сайта ({days} дней)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Длительность {seconds} секунд"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Точность {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""각 테스트는 "시간 × 속도 × 정확도"를 기준으로 계산됩니다 (기본 분 × (속도/목표"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," pelo menos +{points} pontos a cada {interval} segundos (pode ser acumulado); pelo menos +{points2} se ≥ {minTime} segundos e precisão ≥ {minAcc2}%. Com base no seu desempenho recente"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation","「アクティビティとステージを再計算する」とは何ですか？これは、過去{days}日間のテスト記録を再読み込みし、実効入力分を計算し、アクティビティリストと現在のステージを更新します。"
