key,description,text
meta.resultDescription,"UI string from meta.resultDescription","Dine skriveprøve resultater."
meta.testDescription,"UI string from meta.testDescription"," hiển thị độ chính xác và điểm tổng thể.""
nav.garden,"UI string from nav.garden","Plante et træ"
nav.home,"UI string from nav.home","Hjem"
nav.leaderboard,"UI string from nav.leaderboard","Leaderboard"
nav.practice,"UI string from nav.practice","Øv"
nav.profile,"UI string from nav.profile","Personlig"
nav.subtitle,"UI string from nav.subtitle","Børns skrivning og trævækst"
nav.test,"UI string from nav.test","Test"
notice,"UI string from notice",""Bitte beachten Sie: Dieser Dienst ist gemeinnützig und alle Funktionen werden "wie sie sind" bereitgestellt. Wenn Sie mit irgendeiner Bedingung dieser Datenschutzrichtlinie nicht einverstanden sind"
percentile,"UI string from percentile","Mere end cirka {{percent}}% af folk"
profile.chartDescription,"UI string from profile.chartDescription",""Atas: Tren Skor Keseluruhan; Bawah: Tren Akurasi. Pertama"
profile.classCode,"UI string from profile.classCode","Klasskode"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder"," chỉ cần tránh trùng lặp.""
profile.classCodeTooltip,"UI string from profile.classCodeTooltip",""Độc đáo trên toàn trang (3–50 ký tự; không được bao gồm /). Được sử dụng cho các cuộc thi và nhóm bảng xếp hạng; có thể thêm tối đa 5 mã. Giáo viên có thể tạo mã mới; một khi đã tạo"
recentValue,"UI string from recentValue","For nylig {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Item {{number}}"
relativeScale,"UI string from relativeScale","Relativ skala: Grønn ≤30% · Gul ≤70% · Rød ＞70% (relativt til den høyeste feiltasten; beregnet basert på den "nylig kumulative" feilen)"
result.accuracyTooltip,"UI string from result.accuracyTooltip",""Độ chính xác = Ký tự đúng ÷ Tổng số ký tự trong lời nhắc. Lưu ý: Ký tự chưa nhập cũng được tính vào tổng số ký tự"
result.chartDescription,"UI string from result.chartDescription"," migliora la precisione"
result.scoreTooltip,"UI string from result.scoreTooltip",""Составной балл = Скорость ввода"
section1.gameData.content,"UI string from section1.gameData.content",""Chaque score de pratique de frappe que vous obtenez sur le site"
section1.gameData.title,"UI string from section1.gameData.title","Spildata:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," nous n'utiliserons que le service d'authentification de Google pour vérifier votre identité et créer un identifiant utilisateur anonyme unique pour vous. Nous ne demanderons"
section1.googleAuth.title,"UI string from section1.googleAuth.title","Google Sign-In Godkendelse:"
section1.principle,"UI string from section1.principle","Przestrzegamy zasady uproszczenia i zbieramy tylko dane niezbędne do utrzymania działania naszych usług:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","جوجل أدسنس (الإعلانات): قد نستخدم جوجل أدسنس في المستقبل لعرض الإعلانات لدعم تكاليف تشغيل الموقع. قد تستخدم جوجل وشركاؤها ملفات تعريف الارتباط (مثل ملف تعريف الارتباط DoubleClick) لعرض إعلانات مخصصة لك بناءً على تاريخ تصفحك السابق."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," 방문한 페이지 등과 같은 익명화된 정보를 수집합니다.""
section1.technicalData.title,"UI string from section1.technicalData.title","Teknisk data samlet automatisk av tredjepartstjenester:"
section1.title,"UI string from section1.title"," które zbieramy""
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," 익명 통계 분석 및 리더보드 그룹화를 위해 사용됩니다. 우리는 이 정보의 정확성을 요구하거나 확인하지 않습니다.""
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Bruger har frivilligt givet ikke-præcise oplysninger."
section2.coreFunction,"UI string from section2.coreFunction",""Kernfunktionen: Ihre anonyme Benutzer-ID und Spieldaten sind Teil der Kernfunktionen dieses Dienstes"
section2.experienceOptimization,"UI string from section2.experienceOptimization"," la professione e Altre informazioni che fornisci volontariamente verranno utilizzate per abbinarti a set di domande di pratica di digitazione più adatti.""
section2.serviceMaintenance,"UI string from section2.serviceMaintenance"," helpen ons de prestaties van de website te begrijpen en mogelijke problemen op te lossen.""
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis",""Analiza statystyczna: Zanonimizujemy i zgrupujemy wszystkie informacje dobrowolnie podane przez użytkowników"
section2.title,"UI string from section2.title","2. Hvordan vi bruger dine data"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," vous reconnAIssez et acceptez que vos données seront transférées"
section3.dataRetention,"UI string from section3.dataRetention"," chúng tôi không thể đảm bảo việc lưu trữ dữ liệu vĩnh viễn. Chúng tôi có quyền xóa một phần hoặc toàn bộ dữ liệu người dùng mà không cần thông báo trước.""
section3.storageLocation,"UI string from section3.storageLocation"," trong khi dữ liệu trò chơi của bạn và thông tin bạn cung cấp tự nguyện được lưu trữ trong cơ sở dữ liệu trên Google Firebase.""
section3.title,"UI string from section3.title","3. Datastore og grænseoverskridende overførsel"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," um personalisierte Anzeigen zu verwAlten oder sich abzumelden.""
section4.functionalCookies,"UI string from section4.functionalCookies","Funktionella cookies: Vi använder cookies för att upprätthålla din inloggningsstatus."
section4.title,"UI string from section4.title","4. Om cookies og annoncering"
section5.contactChannel,"UI string from section5.contactChannel"," Berichtigung oder Löschung) ausüben möchten"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder",""Rappel important : Veuillez noter que GitHub Issues est une plateforme publique. Pour protéger votre vie privée"
section5.responseTime,"UI string from section5.responseTime",""Do dự án này được duy trì bởi một cá nhân"
section5.title,"UI string from section5.title","5. Dine rettigheder og kontaktinformation"
speedChartAriaLabel,"UI string from speedChartAriaLabel","กราฟแนวโน้มคะแนนรวม: เส้นที่สูงขึ้น หมายถึงผลการดำเนินงานที่ดีกว่า。"
speedChartTitle,"UI string from speedChartTitle","Overall Score (Korrekt Hastighed)"
speedChartTooltip,"UI string from speedChartTooltip",""Asse verticale: Punteggio complessivo (più Alto è"
speedScore,"UI string from speedScore","Overall Score: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Alle rettigheder forbeholdes."
terms.lastUpdated,"UI string from terms.lastUpdated","Senast uppdaterad: 21 september 2025"
terms.section1.content1,"UI string from terms.section1.content1",""Chào mừng bạn đến với Typesprout (sau đây gọi là "Dịch vụ"). Dịch vụ là một dự án miễn phí"
terms.section1.content2,"UI string from terms.section1.content2"," 즉시 서비스를 사용 중지해 주시기 바랍니다.""
terms.section1.title,"UI string from terms.section1.title","1. Generelle bestemmelser og accept af vilkår"
terms.section2.content1,"UI string from terms.section2.content1","Den eneste hensikten med denne tjenesten er å tilby praksis i skriveferdigheter. Det er ikke et akademisk forsknings- eller religiøst utdanningsverktøy. Alt innhold på nettstedet er utelukkende for dette ene formålet."
terms.section2.content2,"UI string from terms.section2.content2","เพื่อให้มีข้อความการฝึกที่หลากหลาย เนื้อหาของธนาคารคำถามในบริการนี้มาจากหลายแหล่ง เราขอประกาศดังนี้:"
terms.section2.content3,"UI string from terms.section2.content3"," Vollständigkeit oder Treue zu einer bestimmten Bibelversion für InhAlte im Fragenkatalog. Alle InhAlte sollten als Tippübungsmaterial und nicht als präzise akademische oder religiöse Referenzen betrachtet werden. Benutzer sollten dies vor der Nutzung vollständig verstehen.""
terms.section2.listItem1,"UI string from terms.section2.listItem1"," atau dihasilkan oleh model AI (seperti ChatGPT) dan hanya untuk latihan mengetik.""
terms.section2.listItem2,"UI string from terms.section2.listItem2"," văn bản thay thế có thể được tạo ra bởi mô hình AI.""
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Formålet med tjenesten:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Kilde til spørgsmål bankindhold og ansvarsfraskrivelse:"
terms.section2.title,"UI string from terms.section2.title","2. Servicebeskrivelse og indholdskilder"
terms.section3.content1,"UI string from terms.section3.content1"," 철회 가능한 라이센스를 부여합니다. 이 라이센스는 오직 개인적"
terms.section3.content2,"UI string from terms.section3.content2"," alugar ou usar qualquer parte deste serviço para quAIsquer fins comerciAIs diretos ou indiretos. Isso inclui (mas não se limita a) usar o conteúdo deste site como parte de cursos pagos"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Personlig ikke-kommersielt bruksrett:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Strengt forbudt til kommerciel brug:"
terms.section3.title,"UI string from terms.section3.title","3. Brugstilladelse og begrænsninger"
terms.section4.content1,"UI string from terms.section4.content1",""Jesteś odpowiedzialny za zabezpieczenie informacji logowania do swojego konta oraz za wszystkie działania"
terms.section4.content2,"UI string from terms.section4.content2"," interferir ou desabilitar o funcionamento normal deste serviço de nenhuma forma. Além disso"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Kontosikkerhed:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Forbudt misbrug og snyd:"
terms.section4.title,"UI string from terms.section4.title","4. Brugeransvar"
terms.section5.content1,"UI string from terms.section5.content1",""이 서비스는 지속적으로 개발 중인 개인 프로젝트이며"
terms.section5.content2,"UI string from terms.section5.content2"," cũng như không đảm bảo việc bảo tồn vĩnh viễn dữ liệu.""
terms.section5.content3,"UI string from terms.section5.content3",""Ci riserviamo il diritto di modificare"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1",""I'm sorry"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Data gemt:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Ret til at opsige tjenesten:"
terms.section5.title,"UI string from terms.section5.title","5. Ansvarsfraskrivelse og servicebegrænsninger"
terms.section6.content,"UI string from terms.section6.content"," vous acceptez également la politique.""
terms.section6.title,"UI string from terms.section6.title","6. Privatlivspolitik"
terms.section7.content1,"UI string from terms.section7.content1",""Nếu bạn có bất kỳ câu hỏi nào về các điều khoản dịch vụ này"
terms.section7.title,"UI string from terms.section7.title","7. Kontaktinformation"
terms.section7.warning,"UI string from terms.section7.warning","โปรดทราบว่านี่เป็นแพลตฟอร์มสาธารณะ และอย่าแชร์ข้อมูลส่วนตัวของคุณที่นี่"
terms.title,"UI string from terms.title","Typesprout Servicevilkår"
terms.titleSuffix,"UI string from terms.titleSuffix","Servicevilkår"
test.chartDescription,"UI string from test.chartDescription"," sTabilizza l'accuratezza sopra il 90%"
test.insightsSummary,"UI string from test.insightsSummary","Dybdegående analyse (Hastigheds- og nøjagtighedstendenser)"
test.metricsTip,"UI string from test.metricsTip","Hastighed og Nøjagtighed Forklaring"
test.questionText,"UI string from test.questionText","Question text (kan ikke velges eller kopieres)"
test.startMessage,"UI string from test.startMessage"," vui lòng gõ văn bản ở trên. Không được dán.""
test.title,"UI string from test.title","Skrivetest"
timeSpent,"UI string from timeSpent","Tid brugt: {{seconds}} sekunder"
title,"UI string from title","Typesprout Privatlivspolitik"
titleSuffix,"UI string from titleSuffix","Privatlivspolitik"
totalQuestionChars,"UI string from totalQuestionChars","Total ordtelling: {{chars}} tegn"
ui.closeHint,"UI string from ui.closeHint","Lukk prompt"
ui.later,"UI string from ui.later","Senere"
ui.loginSuggestion,"UI string from ui.loginSuggestion",""Zalecamy korzystanie z opcji "Zaloguj się za pomocą Google" w prawym górnym rogu"
ui.string089,"UI string from ui.string089","Gelieve eerst in te loggen."
ui.string090,"UI string from ui.string090","Personlige oplysninger"
ui.string091,"UI string from ui.string091","Tilbage til Hjem"
ui.string092,"UI string from ui.string092","Privatlivspolitik"
ui.string093,"UI string from ui.string093","Vi samler ikke inn personlig informasjon; statistiske data brukes kun til anonyme rangeringer og tilbakemeldinger om læring."
ui.string094,"UI string from ui.string094","Spara ditt arbete och din historik med endast ditt Google-konto."
ui.string095,"UI string from ui.string095","Hvilke data indsamler vi?"
ui.string096,"UI string from ui.string096"," akurasi"
ui.string097,"UI string from ui.string097"," aby dostarczyć spersonalizowaną informację zwrotną i pokazać swoją podróż postępów.""
ui.string154,"UI string from ui.string154","Servicevilkår"
ui.string155,"UI string from ui.string155","โดยการใช้เว็บไซต์นี้ คุณยอมรับข้อกำหนดต่อไปนี้:"
ui.string156,"UI string from ui.string156","Du er ansvarlig for din egen læring og fremgang."
ui.string157,"UI string from ui.string157","Hvad er indholdet af vilkårene?"
ui.string158,"UI string from ui.string158"," tidak membagikan konten yang tidak pantas"
ui.string200,"UI string from ui.string200",""Zalecamy korzystanie z opcji "Zaloguj się za pomocą Google" w prawym górnym rogu"
ui.string201,"UI string from ui.string201","Senere"
ui.string202,"UI string from ui.string202",""Przypomnienie: Dziś jeszcze nie ćwiczyłeś! Ruszaj rękami codziennie"
upgradeRule1,"UI string from upgradeRule1","Øv dig i at skrive i mindst 10 minutter hver dag."
upgradeRule2,"UI string from upgradeRule2","Hold nøjagtigheden over 80%"
upgradeRule3,"UI string from upgradeRule3","Udfør mindst 3 skriveprøver hver dag."
upgradeRule4,"UI string from upgradeRule4","Brug den korrekte fingerplacering"
upgradeRule5,"UI string from upgradeRule5","Øv forskellige sværhedsgrader"
upgradeRule6,"UI string from upgradeRule6","Oprethold daglig praksiskonsistens"
upgradeRules,"UI string from upgradeRules","Opgraderingsregler"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","I dag: {current}/{total} (Rest {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Cirka {minutes} minutter"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation","5 + 0"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," mindestens +1.""
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ตามผลการทำงานล่าสุดของคุณ คุณต้องการเวลาอีกประมาณ {minutes} นาทีเพื่อให้ถึงขีดจำกัด。"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," и дерево вырастет!""
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Dagens opsummering"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Bagaimana poin dihasilkan? Poin didasarkan pada tes hari ini dan terkait dengan waktu input yang efektif"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","{minutes} minutter · Optjente point: {current} / {total} (Resterende {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Min lille træ"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Genberegn aktivitet og fase"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," menghitung menit input yang efektif"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vækstdiagram"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Forskellige udseende stadier og låseforhold (illustration)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Stage {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Budding・Standard udseende"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vokse et andet blad"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Bladhyperplasi"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Grene strækker sig + sideskud"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Kronen på det lille træ har dannet sig (frugtning)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktiv i de sidste {days} dage"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktive dage: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," które zdobędziesz po każdym teście (co również doda do twojego XP).""
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," được sử dụng để thúc đẩy sự phát triển của cây nhỏ.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," việc ra trái sẽ càng dễ dàng hơn.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation","รายการด้านล่างแสดงบันทึกความสำเร็จแต่ละรายการ ทำให้คุณติดตามความพยายามของคุณได้ง่ายขึ้น"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Seneste optegnelser"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Question {current}/{total} · Tidsgrænse {seconds} sekunder · Tegn i dette spørgsmål {chars} · Total {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Proszę wpisać poniższy tekst"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Indlæser..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tillad Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Space Åbn/Luk・R Nulstil・F Fokuser・Enter Indsend Hovedemne"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Lấy câu hỏi không thành công hoặc dữ liệu trống: Tự động chuyển sang ngân hàng câu hỏi dự phòng địa phương (không ảnh hưởng đến việc trả lời). Để sử dụng ngân hàng câu hỏi đám mây"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nøjagtighed {percent}% · Samlet Score {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Korrekte tegn/Total tegn {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hver indtastning vil blive flydende."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Korrekte skrivevaner"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Gennemsnitlig samlet score ({days} dage)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Total characters ({days} dage)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Jeg vs Hele siden ({days} dage)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Varighed {seconds} sekunder"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nøjagtighed {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," bis zu ×2) × (0"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," au moins +{points} points toutes les {interval} secondes (peut être accumulé) ; au moins +{points2} si ≥ {minTime} secondes et précision ≥ {minAcc2}%. En fonction de vos performances récentes"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," die effektiven Eingabeminuten berechnen und die Aktivitätsliste sowie die aktuelle Phase aktualisieren.""
