key,description,text
error.goHome,"UI string from error.goHome","Tilbake til Hjem"
error.loadingError,"UI string from error.loadingError"," vui lòng thử lại sau.""
errorRate,"UI string from errorRate","{{key}} Feilrate {{percent}}%"
highestHere,"UI string from highestHere","Det høyeste her er {{value}}."
home.aboutBody,"UI string from home.aboutBody",""Typesprout ist eine Tippübung und Wachstumswebsite für Kinder der Klassen 1-6"
home.aboutTitle,"UI string from home.aboutTitle","Om Typesprout"
home.cards.avgAdj,"UI string from home.cards.avgAdj","Gjennomsnittlig sammensatt poengsum (30 dager)"
home.cards.meVsSite,"UI string from home.cards.meVsSite","Meg vs Alle nettsteder (30 dager)"
home.cards.players,"UI string from home.cards.players","Antall spillere"
home.cards.totalChars,"UI string from home.cards.totalChars","Totalt antall ord (30 dager)"
home.ctaPractice,"UI string from home.ctaPractice","Begynn å øve nå"
home.ctaTest,"UI string from home.ctaTest","Ta testen"
home.googleUsersCount,"UI string from home.googleUsersCount","Antall Google-påloggede brukere"
home.googleUsersTooltip,"UI string from home.googleUsersTooltip","Łączna liczba użytkowników zalogowanych za pomocą konta Google"
home.heroSubtitle,"UI string from home.heroSubtitle"," wenn du tippst"
home.heroTitle,"UI string from home.heroTitle",""Trẻ em gõ phím"
home.howToUpgrade,"UI string from home.howToUpgrade","Hvordan oppgradere?"
home.leaderEmpty,"UI string from home.leaderEmpty","Ingen data tilgjengelig"
home.leaderViewFull,"UI string from home.leaderViewFull","Se full rangering"
home.privacyNote,"UI string from home.privacyNote","Ingen personlig information samlas in; statistiska uppgifter används endast för anonyma rankningar och lärande feedback."
home.tabs.leader,"UI string from home.tabs.leader","Leaderboard-forhåndsvisning"
home.tabs.visitors,"UI string from home.tabs.visitors","Besøksfordeling"
home.title,"UI string from home.title","Typesprout — Barnens Skrivträning och Trädväxt"
home.upgradeRule1,"UI string from home.upgradeRule1","Mag-log in at mag-practice ng pagta-type araw-araw upang makakuha ng oras; simulan lamang ang isang pagsusulit upang makabuo ng "epektibong oras ng input."
home.upgradeRule2,"UI string from home.upgradeRule2",""Finché pratichi ogni giorno"
home.upgradeRule3,"UI string from home.upgradeRule3",""Osiągnij poziom 5"
home.upgradeRule4,"UI string from home.upgradeRule4",""Hoạt động trong 5 ngày qua sẽ khiến cây nhỏ đi lên hoặc đi xuống: nhiều hoạt động có nghĩa là lên cấp"
home.upgradeRule5,"UI string from home.upgradeRule5",""Lên đến giAI đoạn 5; nếu bạn có thể duy trì giAI đoạn 5 mỗi ngày"
home.upgradeRule6,"UI string from home.upgradeRule6"," thời gian quiz có thể được sử dụng để tích lũy điểm.""
home.upgradeRules,"UI string from home.upgradeRules"," aufzusteigen. Das höchste Level ist 5.""
home.visitorsDesc,"UI string from home.visitorsDesc","Landfordeling av nettstedbesøkende og spillere (anonyme statistikker)."
howToUpgrade,"UI string from howToUpgrade","Hvordan oppgradere"
introduction,"UI string from introduction"," vì vậy chính sách này nhằm giải thích dữ liệu nào chúng tôi thu thập và cách chúng tôi sẽ sử dụng dữ liệu đó.""
leaderboard.classCodePlaceholder,"UI string from leaderboard.classCodePlaceholder","Klasskode"
leaderboard.tooltip,"UI string from leaderboard.tooltip"," più Alto sarà il punteggio&#10;&#10;💡 Un piccolo promemoria: Pratica un po' ogni giorno e l'alberello crEscerà!""
meta.gardenDescription,"UI string from meta.gardenDescription","Fremme veksten og belønningene til treet med skrivepoeng."
meta.homeDescription,"UI string from meta.homeDescription","Barnas skriveøvelse og trevekstspill. Støtter tradisjonell kinesisk / forenklet kinesisk / engelsk."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","DAIly/Ukentlige/Månedlige Rangeringer etter Språk."
meta.practiceDescription,"UI string from meta.practiceDescription",""Luyện gõ miễn phí"
meta.profileDescription,"UI string from meta.profileDescription"," nilAI"
meta.result,"UI string from meta.result","Resultat"
meta.resultDescription,"UI string from meta.resultDescription","Dine resultater fra skriveprøven."
meta.testDescription,"UI string from meta.testDescription",""Bài kiểm tra có thời gian"
nav.garden,"UI string from nav.garden","Plante et tre"
nav.home,"UI string from nav.home","Hjem"
nav.leaderboard,"UI string from nav.leaderboard","Leaderboard"
nav.practice,"UI string from nav.practice","Øv"
nav.profile,"UI string from nav.profile","Personlig"
nav.subtitle,"UI string from nav.subtitle","Barnas skriving og trevekst"
nav.test,"UI string from nav.test","Test"
notice,"UI string from notice"," compris et accepté l'ensemble des contenus de cette politique.""
percentile,"UI string from percentile","Mer enn omtrent {{percent}}% av folk"
profile.chartDescription,"UI string from profile.chartDescription"," poi accelera gradualmente.""
profile.classCode,"UI string from profile.classCode","Klassekode"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder",""Nhập bất kỳ tên nào"
profile.classCodeTooltip,"UI string from profile.classCodeTooltip"," kode tersebut akan ditambahkan secara otomatis (tidak otomatis jika sudah ada 5).""
recentValue,"UI string from recentValue","Nylig {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Element {{number}}"
relativeScale,"UI string from relativeScale","Relativ skala: Grön ≤30% · Gul ≤70% · Röd ＞70% (relativt till den högsta felknappen; beräknad baserat på den "senaste kumulativa" felprocenten)"
result.accuracyTooltip,"UI string from result.accuracyTooltip"," jadi karakter yang hilang akan menurunkan akurasi.""
result.chartDescription,"UI string from result.chartDescription",""Top: Tendenza del punteggio complessivo; Bottom: Tendenza del tasso di precisione. Il punteggio complessivo combina velocità e precisione. Prima"
result.scoreTooltip,"UI string from result.scoreTooltip","คะแนนรวม = ความเร็วในการพิมพ์ที่คำนวณจากตัวอักษรที่ถูกต้องเท่านั้น วิธีการคำนวณ: ความเร็ว (WPM/CPM) × อัตราความถูกต้อง เป้าหมาย: เพื่อทำให้ระดับความถูกต้องมีเสถียรภาพก่อน จากนั้นค่อยๆ เพิ่มความเร็ว"
section1.gameData.content,"UI string from section1.gameData.content"," 소요 시간 등을 포함합니다. 이 데이터는 귀하의 익명 사용자 ID와 연결되어 개인 기록 및 리더보드를 생성합니다.""
section1.gameData.title,"UI string from section1.gameData.title","Spilldata:"
section1.googleAuth.content,"UI string from section1.googleAuth.content",""Lorsque vous vous connectez avec votre compte Google"
section1.googleAuth.title,"UI string from section1.googleAuth.title","Google pålogging autentisering:"
section1.principle,"UI string from section1.principle","Wij houden ons aan het principe van vereenvoudiging en verzamelen alleen de gegevens die nodig zijn om de werking van onze diensten te behouden:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense"," чтобы показывать вам персонализированную рекламу на основе вашей истории просмотров.""
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," 운영 체제"
section1.technicalData.title,"UI string from section1.technicalData.title","Teknisk data som automatiskt samlas in av tredjepartstjänster:"
section1.title,"UI string from section1.title",""1. Rodzaje danych"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," 언어 또는 지역을 선택적으로 제공할 수 있습니다. 이 정보는 필수가 아니며 주로 질문 은행 추천 최적화"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Bruker har frivillig gitt upresis informasjon (valgfritt):"
section2.coreFunction,"UI string from section2.coreFunction"," fournir des graphiques historiques et des classements mondiaux.""
section2.experienceOptimization,"UI string from section2.experienceOptimization",""Ottimizzazione dell'esperienza: L'età"
section2.serviceMaintenance,"UI string from section2.serviceMaintenance",""Serviceonderhoud: De technische gegevens die via Google Analytics zijn verzameld"
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","Statistische Analyse: We zullen alle informatie die vrijwillig door gebruikers is verstrekt anonimiseren en aggregeren om het algemene profiel van de gebruikersgroep te begrijpen en onze diensten te verbeteren."
section2.title,"UI string from section2.title","2. Hvordan vi bruker dataene dine"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," aux États-Unis). En utilisant ce service"
section3.dataRetention,"UI string from section3.dataRetention",""Lưu trữ Dữ liệu: Vì dịch vụ này hoàn toàn miễn phí"
section3.storageLocation,"UI string from section3.storageLocation",""Vị trí lưu trữ: Mã của trang web này được lưu trữ trên GitHub"
section3.title,"UI string from section3.title","3. Dat lagring og grensekryssende overføring"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," um Anzeigen zu schAlten. Sie können jederzeit die Seite mit den Google-Anzeigeneinstellungen (https://adssettings.google.com/) besuchen"
section4.functionalCookies,"UI string from section4.functionalCookies"," aby zachować status logowania.""
section4.title,"UI string from section4.title","4. Om informasjonskapsler og annonsering"
section5.contactChannel,"UI string from section5.contactChannel",""Kontakt: Wenn Sie Fragen zu dieser Datenschutzrichtlinie haben oder Ihre Datenschutzrechte (wie Zugang"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," 실명 또는 계정 스크린샷과 같은 개인 식별 정보를 포함하지 마십시오. Typesprout에서의 사용자 이름과 문제에 대한 설명만 제공해 주시면 됩니다. 우리는 문제 외의 개인적인 채널을 통해 연락하지 않을 것입니다.""
section5.responseTime,"UI string from section5.responseTime"," kami akan merespons secepat mungkin sesuAI kemampuan kami. Terima kasih atas kesabaran dan pengertian Anda.""
section5.title,"UI string from section5.title","5. Dine rettigheter og kontaktinformasjon"
speedChartAriaLabel,"UI string from speedChartAriaLabel"," hiệu suất càng tốt.""
speedChartTitle,"UI string from speedChartTitle","Total poeng (Korrekt hastighet)"
speedChartTooltip,"UI string from speedChartTooltip"," die nur auf korrekten Wörtern basiert und GEschwindigkeit sowie Genauigkeit kombiniert.""
speedScore,"UI string from speedScore","Overall Score: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Alle rettigheter forbeholdt."
terms.lastUpdated,"UI string from terms.lastUpdated","Ostatnia aktualizacja: 21 września 2025"
terms.section1.content1,"UI string from terms.section1.content1"," bertujuan untuk memberikan pengguna (terutama anak-anak dan pelajar) lingkungan latihan mengetik online yang sederhana.""
terms.section1.content2,"UI string from terms.section1.content2"," 이에 동의함을 인정합니다. 본 계약의 어떤 부분에도 동의하지 않으신다면"
terms.section1.title,"UI string from terms.section1.title","1. Generelle bestemmelser og aksept av vilkår"
terms.section2.content1,"UI string from terms.section2.content1","Det enda syftet med denna tjänst är att erbjuda övning i skrivfärdigheter. Det är inte ett verktyg för akademisk forskning eller religiös utbildning. Allt innehåll på webbplatsen är enbart för detta enda syfte."
terms.section2.content2,"UI string from terms.section2.content2"," nội dung của ngân hàng câu hỏi dịch vụ này đến từ nhiều nguồn khác nhau. Chúng tôi xin tuyên bố:""
terms.section2.content3,"UI string from terms.section2.content3",""Genauigkeits-Haftungsausschluss: Daher geben wir keine Garantien oder Empfehlungen hinsichtlich der Genauigkeit"
terms.section2.listItem1,"UI string from terms.section2.listItem1"," dikumpulkan"
terms.section2.listItem2,"UI string from terms.section2.listItem2",""Văn bản Kinh Thánh: Một số ngân hàng câu hỏi Kinh Thánh đến từ dịch vụ API bên thứ ba của Bible. Khi dịch vụ đó không thể truy cập"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Tjenestens formål:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Kilde til spørsmålbankinnhold og ansvarsfraskrivelse:"
terms.section2.title,"UI string from terms.section2.title","2. Tjenestebeskrivelse og Innholdskilder"
terms.section3.content1,"UI string from terms.section3.content1"," 양도 불가능하며"
terms.section3.content2,"UI string from terms.section3.content2"," revender"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Personlig icke-kommersiell användningslicens:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Strengt forbudt for kommersiell bruk:"
terms.section3.title,"UI string from terms.section3.title","3. Brukstillatelse og restriksjoner"
terms.section4.content1,"UI string from terms.section4.content1","Je bent verantwoordelijk voor het veilig houden van je inloggegevens en voor alle activiteiten die plaatsvinden onder jouw account."
terms.section4.content2,"UI string from terms.section4.content2"," hackear"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Konto Sikkerhet:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Forbudt misbruk og juks:"
terms.section4.title,"UI string from terms.section4.title","4. Brukeransvar"
terms.section5.content1,"UI string from terms.section5.content1","このサービスは個人プロジェクトであり、継続的に開発されています。私たちは「現状のまま」および「利用可能な範囲で」提供しています。サービスの安定性、セキュリティ、エラーのない操作、または中断のない利用可能性を含むがこれに限らない、いかなる明示的または暗黙的な保証も提供しません。"
terms.section5.content2,"UI string from terms.section5.content2",""Chúng tôi không chịu trách nhiệm cho bất kỳ tổn thất hoặc thiệt hại nào đối với hồ sơ thực hành hoặc dữ liệu người dùng của bạn"
terms.section5.content3,"UI string from terms.section5.content3"," auszusetzen oder dauerhaft zu beenden.""
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Som anges:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Data lagret:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Retten til å avslutte tjenesten:"
terms.section5.title,"UI string from terms.section5.title","5. Ansvarsfraskrivelse og tjenestebegrensninger"
terms.section6.content,"UI string from terms.section6.content"," et en utilisant ce service"
terms.section6.title,"UI string from terms.section6.title","6. Personvernerklæring"
terms.section7.content1,"UI string from terms.section7.content1"," silakan kirimkan melalui halaman Isu GitHub resmi kami: https://github.com/yvEschen001/Typesprout-pubic/issues""
terms.section7.title,"UI string from terms.section7.title","7. Kontaktinformasjon"
terms.section7.warning,"UI string from terms.section7.warning"," và đừng chia sẻ thông tin riêng tư cá nhân của bạn ở đây.""
terms.title,"UI string from terms.title","Typesprout Vilkår for Tjenester"
terms.titleSuffix,"UI string from terms.titleSuffix","Vilkår for bruk"
test.chartDescription,"UI string from test.chartDescription",""Top: Tendenza del punteggio complessivo; Bottom: Tendenza dell'accuratezza. Prima"
test.insightsSummary,"UI string from test.insightsSummary","In-depth analyse (Hastighet og nøyaktighetstrender)"
test.metricsTip,"UI string from test.metricsTip","Hastighet og Nøyaktighet Forklaring"
test.questionText,"UI string from test.questionText","Fråga text (kan inte väljas eller kopieras)"
test.startMessage,"UI string from test.startMessage",""Sau khi nhấn Bắt đầu"
test.title,"UI string from test.title","Skrivetest"
timeSpent,"UI string from timeSpent","Tid brukt: {{seconds}} sekunder"
title,"UI string from title","Typesprout personvernerklæring"
titleSuffix,"UI string from titleSuffix","Personvernerklæring"
totalQuestionChars,"UI string from totalQuestionChars","Totalt antal tecken: {{chars}}"
ui.closeHint,"UI string from ui.closeHint","Stäng meddelande"
ui.later,"UI string from ui.later","Senere"
ui.loginSuggestion,"UI string from ui.loginSuggestion","We raden aan om de optie "Aanmelden met Google" rechtsboven te gebruiken om je scores en voortgang op te slaan; deze website hecht waarde aan anonimiteit en privacy en zal geen persoonlijke gevoelige informatie opslaan."
ui.string089,"UI string from ui.string089","Mangyaring mag-log in muna."
ui.string090,"UI string from ui.string090","Personlig informasjon"
ui.string091,"UI string from ui.string091","Tilbake til Hjem"
ui.string092,"UI string from ui.string092","Personvernerklæring"
ui.string093,"UI string from ui.string093","Vi samlar inte in personuppgifter; statistiska uppgifter används endast för anonyma rankningar och lärande feedback."
ui.string094,"UI string from ui.string094"," używając tylko swojego konta Google.""
ui.string095,"UI string from ui.string095","Hvilke data samler vi inn?"
ui.string096,"UI string from ui.string096",""Kami hanya mengumpulkan skor mengetik Anda"
ui.string097,"UI string from ui.string097",""Użyj tych danych"
ui.string154,"UI string from ui.string154","Vilkår for bruk"
ui.string155,"UI string from ui.string155"," bạn đồng ý với các điều khoản sau:""
ui.string156,"UI string from ui.string156","Du er ansvarlig for egen læring og fremgang."
ui.string157,"UI string from ui.string157","Hva er innholdet i vilkårene?"
ui.string158,"UI string from ui.string158",""Syarat termasuk: menggunakan situs web hanya untuk tujuan pendidikan"
ui.string200,"UI string from ui.string200","We raden aan om de optie "Aanmelden met Google" in de rechterbovenhoek te gebruiken om je scores en voortgang op te slaan; deze website hecht waarde aan anonimiteit en privacy en zal geen persoonlijke gevoelige informatie opslaan."
ui.string201,"UI string from ui.string201","Senere"
ui.string202,"UI string from ui.string202","Herinnering: Je hebt vandaag nog niet geoefend! Beweeg elke dag je handen om de kleine boom sterker te laten groeien."
upgradeRule1,"UI string from upgradeRule1","Øv på å skrive i minst 10 minutter hver dag."
upgradeRule2,"UI string from upgradeRule2","Hold nøyaktigheten over 80%"
upgradeRule3,"UI string from upgradeRule3","Fullfør minst 3 skriveprøver hver dag."
upgradeRule4,"UI string from upgradeRule4","Bruk riktig fingerplassering"
upgradeRule5,"UI string from upgradeRule5","Øv på forskjellige vanskelighetsgrader"
upgradeRule6,"UI string from upgradeRule6","Oppretthold daglig praksiskonsistens"
upgradeRules,"UI string from upgradeRules","Oppgraderingsregler"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","I dag: {current}/{total} (Gjenstående {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Omtrent {minutes} minutter"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," bis zu ×2) × (0"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," mindestens +1 Punkt alle 10 Sekunden (kann angesammelt werden); wenn ≥30 Sekunden und die Genauigkeit ≥50% beträgt"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," bạn cần khoảng {minutes} phút nữa để đạt giới hạn.""
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Небольшое напоминание: Практикуйтесь немного каждый день"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Dagens oppsummering"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," alla velocità e all'accuratezza. Il limite giornaliero è 100; le pratiche brevi (≥5 secondi e accuratezza ≥30%) guadagnano almeno +1.""
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Effektiv input: {minutes} minutter · Poeng opptjent: {current} / {total} (Gjenstående {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Min lille tre"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Rekalkuler aktivitet og fase"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Apa itu "Hitung Ulang Aktivitas dan Tahap"? Ini akan membaca kembali catatan tes Anda dari 5 hari terakhir"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vekstdiagram"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ulike utseendefaser og låseforhold (illustrasjon)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Stage {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Spirende・Standardutseende"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vokse et andre blad"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Bladhyperplasi"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Grenene strekker seg + sideskudd"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Kronen på det lille treet har dannet seg (frukting)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktiv de siste {days} dagene"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktive dager: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Zapisz "punkty""
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Điểm được tính từ tốc độ × độ chính xác × thời gian"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Đầu vào hiệu quả của {days} ngày qua sẽ ảnh hưởng đến giai đoạn cây giống; càng nhiều ngày bạn hoạt động"
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," giúp bạn dễ dàng theo dõi nỗ lực của mình.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nylige poster"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Question {current}/{total} · Tidsgrense {seconds} sekunder · Tegn i dette spørsmålet {chars} · Totalt {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Typ alstublieft de onderstaande tekst"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Laster..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tillat Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Space Åpne/Lukke・R Tilbakestill・F Fokuser・Enter Send Hovedemne"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," silakan jalankan "③ Sinkronisasi Satu Klik" di GAS atau periksa/eksekusi izin.""
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nøyaktighet {percent}% · Total poengsum {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Korrekte tegn/Total tegn {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hver inndata vil bli flytende."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Korrekte skrivevaner"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Gjennomsnittlig totalpoengsum ({days} dager)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Totalt antall tegn ({days} dager)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Jeg vs Hele nettstedet ({days} dager)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Varighet {seconds} sekunder"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nøyaktighet {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Jeder Test wird basierend auf "Zeit × Geschwindigkeit × Genauigkeit" (Basisminuten × (Geschwindigkeit/Ziel"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Limite quotidienne {limit} ; Règle d'encouragement : Lorsque la précision ≥ {minAcc}%"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Was ist "Aktivität und Phase neu berechnen"? Es wird Ihre Testaufzeichnungen der letzten {days} Tage erneut lesen"
