key,description,text
home.upgradeRule1,"UI string from home.upgradeRule1","قم بتسجيل الدخول وممارسة الكتابة كل يوم لتجميع الوقت؛ فقط ابدأ اختبارًا لتوليد "وقت الإدخال الفعّال"."
home.upgradeRule2,"UI string from home.upgradeRule2"," desto schneller wirst du wachsen.""
home.upgradeRule3,"UI string from home.upgradeRule3","Bereik niveau 5 om resultaten te gaan behalen (vruchten afwerpen)."
home.upgradeRule4,"UI string from home.upgradeRule4"," sementara semakin sedikit aktivitas berarti turun level.""
home.upgradeRule5,"UI string from home.upgradeRule5"," Anda akan terus berbuah.""
home.upgradeRule6,"UI string from home.upgradeRule6",""Các trái cây thu thập được sẽ cung cấp phần thưởng nền tảng dựa trên xếp hạng; hiện tại"
home.upgradeRules,"UI string from home.upgradeRules"," desto einfacher ist es"
home.visitorsDesc,"UI string from home.visitorsDesc","Landfördelning av webbplatsbesökare och spelare (anonyma statistik)."
howToUpgrade,"UI string from howToUpgrade","Hur man uppgraderar"
introduction,"UI string from introduction",""Chào mừng bạn đến với Typesprout! Đây là một trang web luyện gõ miễn phí được tạo ra bởi một nhà phát triển cá nhân từ đam mê. Chúng tôi hiểu rằng quyền riêng tư của bạn rất quan trọng"
leaderboard.classCodePlaceholder,"UI string from leaderboard.classCodePlaceholder","Klasskod"
leaderboard.tooltip,"UI string from leaderboard.tooltip",""🏆 Come viene calcolata la classifica?&#10;• Classifica Giornaliera: Prestazione di oggi (ora locale)&#10;• Classifica di Ieri: Prestazione di ieri (ora locale)&#10;• Classifica della Settimana Scorsa: Prestazione da lunedì a domenica della settimana scorsa&#10;• Classifica del Mese Scorso: Prestazione dal 1° fino alla fine del mese scorso&#10;&#10;📊 Come viene calcolato il punteggio?&#10;• Punteggio Totale = Velocità Massima × Tasso di Precisione × Tempo di Pratica&#10;• Le pratiche multiple nello stesso giorno verranno combinate per il calcolo&#10;• Più lungo è il tempo di pratica"
meta.gardenDescription,"UI string from meta.gardenDescription","Främja tillväxten och belöningarna av trädet med skrivpoäng."
meta.homeDescription,"UI string from meta.homeDescription","Barnens skrivövning och trädväxtspel. Stöder traditionell kinesiska / förenklad kinesiska / engelska."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","Dagliga/Veckovisa/Månatliga rankingar efter språk."
meta.practiceDescription,"UI string from meta.practiceDescription"," mendukung metode input dan berbagAI mode.""
meta.profileDescription,"UI string from meta.profileDescription",""Informasi pribadi Anda"
meta.result,"UI string from meta.result","Resultat"
meta.resultDescription,"UI string from meta.resultDescription","Dina resultat från skrivtestet."
meta.testDescription,"UI string from meta.testDescription"," menampilkan akurasi dan skor keseluruhan.""
nav.garden,"UI string from nav.garden","Plantera ett träd"
nav.home,"UI string from nav.home","Hem"
nav.leaderboard,"UI string from nav.leaderboard","Topplista"
nav.practice,"UI string from nav.practice","Öva"
nav.profile,"UI string from nav.profile","Personlig"
nav.subtitle,"UI string from nav.subtitle","Barnens skrivande och trädtillväxt"
nav.test,"UI string from nav.test","Testa"
notice,"UI string from notice"," veuillez cesser d'utiliser ce service immédiatement. Continuer à utiliser le service signifie que vous avez lu"
percentile,"UI string from percentile","Mer än ungefär {{percent}}% av människor"
profile.chartDescription,"UI string from profile.chartDescription",""Top: Tendenza del punteggio complessivo; Bottom: Tendenza dell'accuratezza. Prima aumenta l'accuratezza"
profile.classCode,"UI string from profile.classCode","Klasskod"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder"," cukup hindari duplikat.""
profile.classCodeTooltip,"UI string from profile.classCodeTooltip",""Unik di seluruh situs (3–50 karakter; tidak boleh termasuk /). Digunakan untuk kompetisi dan pengelompokan papan peringkat; hingga 5 dapat ditambahkan. Guru dapat membuat kode baru; setelah dibuat"
recentValue,"UI string from recentValue","Nyligen {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Objekt {{number}}"
relativeScale,"UI string from relativeScale","Skala względna: Zielony ≤30% · Żółty ≤70% · Czerwony ＞70% (względem najwyższego klucza błędu; obliczane na podstawie "najbardziej aktualnej skumulowanej" stopy błędów)"
result.accuracyTooltip,"UI string from result.accuracyTooltip",""Akurasi = Karakter Benar ÷ Total Karakter dalam Prompt. Catatan: Karakter yang Tidak Dimasukkan juga dihitung dalam total karakter"
result.chartDescription,"UI string from result.chartDescription"," dann die GEschwindigkeit schrittweise erhöhen.""
result.scoreTooltip,"UI string from result.scoreTooltip"," sau đó từ từ tăng tốc độ.""
section1.gameData.content,"UI string from section1.gameData.content"," 정확도"
section1.gameData.title,"UI string from section1.gameData.title","Speldata:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," 접근 또는 저장하지 않습니다.""
section1.googleAuth.title,"UI string from section1.googleAuth.title","Google Inloggning Autentisering:"
section1.principle,"UI string from section1.principle","Sumusunod kami sa prinsipyo ng pagpapasimple at nangangalap lamang ng mga datos na kinakailangan upang mapanatili ang operasyon ng aming mga serbisyo:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense"," cookie DoubleClick)"
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," 브라우저 유형"
section1.technicalData.title,"UI string from section1.technicalData.title","Dane techniczne automatycznie zbierane przez usługi zewnętrzne:"
section1.title,"UI string from section1.title","1. Soorten gegevens die we verzamelen"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," 직업 분야"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Användaren har frivilligt lämnat icke-precis information (valfritt):"
section2.coreFunction,"UI string from section2.coreFunction"," utilisés pour enregistrer vos scores"
section2.experienceOptimization,"UI string from section2.experienceOptimization"," um Sie mit geeigneteren Tippübungssätzen abzugleichen.""
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","Pagsasaayos ng Serbisyo: Ang teknikal na datos na nakolekta sa pamamagitan ng Google Analytics ay tumutulong sa amin na maunawaan ang pagganap ng website at ayusin ang mga potensyal na isyu."
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","Pagsusuri ng Estadistika: Aaminin at pagsasamahin namin ang lahat ng impormasyong kusang ibinigay ng mga gumagamit upang maunawaan ang kabuuang profile ng grupo ng mga gumagamit at mapabuti ang aming mga serbisyo."
section2.title,"UI string from section2.title","2. Hur vi använder dina uppgifter"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer",""Transfert transfrontalier : Les serveurs de GitHub et de Google Firebase peuvent être situés en dehors de votre pays (par exemple"
section3.dataRetention,"UI string from section3.dataRetention"," kami tidak dapat menjamin penyimpanan data secara permanen. Kami berhak untuk Menghapus sebagian atau seluruh data pengguna tanpa pemberitahuan sebelumnya.""
section3.storageLocation,"UI string from section3.storageLocation"," sementara data permAInan Anda dan informasi yang diberikan secara sukarela disimpan dalam basis data di Google Firebase.""
section3.title,"UI string from section3.title","3. Dat lagring och gränsöverskridande överföring"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," wird Google beim Aktivieren von Google AdSense Cookies verwenden"
section4.functionalCookies,"UI string from section4.functionalCookies",""Cookies funkcjonalne: Używamy plików cookie"
section4.title,"UI string from section4.title","4. Om cookies och annonsering"
section5.contactChannel,"UI string from section5.contactChannel"," veuillez soumettre votre demande via notre page officielle des problèmes GitHub.""
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," 문제 내용에 이메일 주소"
section5.responseTime,"UI string from section5.responseTime",""Karena proyek ini dikelola oleh individu"
section5.title,"UI string from section5.title","5. Dina rättigheter och kontaktinformation"
speedChartAriaLabel,"UI string from speedChartAriaLabel",""Biểu đồ xu hướng điểm tổng thể: Đường càng cao"
speedChartTitle,"UI string from speedChartTitle","Totalpoäng (Korrekt Hastighet)"
speedChartTooltip,"UI string from speedChartTooltip"," desto besser); Horizontale Achse: Zeitverlauf. Die grüne Linie stellt die GEschwindigkeit dar"
speedScore,"UI string from speedScore","Overall Score: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Alla rättigheter förbehållna."
terms.lastUpdated,"UI string from terms.lastUpdated","Laatst bijgewerkt: 21 september 2025"
terms.section1.content1,"UI string from terms.section1.content1",""Selamat datang di Typesprout (selanjutnya disebut "Layanan"). Layanan ini adalah proyek gratis dan nirlaba yang dikelola oleh pengembang individu"
terms.section1.content2,"UI string from terms.section1.content2"," 귀하는 본 서비스 약관(이하 "본 계약")의 모든 조건을 읽고 이해했으며"
terms.section1.title,"UI string from terms.section1.title","1. Allmänna bestämmelser och godkännande av villkor"
terms.section2.content1,"UI string from terms.section2.content1","Jedynym celem tej usługi jest zapewnienie praktyki umiejętności pisania. Nie jest to narzędzie do badań akademickich ani edukacji religijnej. Cała zawartość strony internetowej jest przeznaczona wyłącznie do tego jednego celu."
terms.section2.content2,"UI string from terms.section2.content2",""Để cung cấp một văn bản thực hành phong phú"
terms.section2.content3,"UI string from terms.section2.content3"," l'exhaustivité ou la fidélité à une version spécifique de la Bible de tout contenu dans la banque de questions. Tout le contenu doit être considéré comme du matériel de pratique de dactylographie plutôt que comme des références académiques ou religieuses précises. Les utilisateurs doivent bien comprendre cela avant utilisation.""
terms.section2.listItem1,"UI string from terms.section2.listItem1",""Konten yang Dihasilkan AI: Beberapa artikel latihan dianalisis"
terms.section2.listItem2,"UI string from terms.section2.listItem2"," teks Alternatif dapat dihasilkan oleh model AI.""
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Tjänstens syfte:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Innehållskälla för frågebanken och ansvarsfriskrivning:"
terms.section2.title,"UI string from terms.section2.title","2. Tjänstebeskrivning och Innehållskällor"
terms.section3.content1,"UI string from terms.section3.content1"," 비독점적"
terms.section3.content2,"UI string from terms.section3.content2"," distribuir"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1"," niekomercyjne użytkowanie:""
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Strängt förbjudet för kommersiellt bruk:"
terms.section3.title,"UI string from terms.section3.title","3. Användningstillstånd och begränsningar"
terms.section4.content1,"UI string from terms.section4.content1","Ikaw ang responsable sa pagpapanatiling ligtas ng iyong impormasyon sa pag-login at para sa lahat ng aktibidad na nagaganap sa ilalim ng iyong account."
terms.section4.content2,"UI string from terms.section4.content2",""Você concorda em não atacar"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Kontosäkerhet:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Förbjuden missbruk och fusk:"
terms.section4.title,"UI string from terms.section4.title","4. Användaransvar"
terms.section5.content1,"UI string from terms.section5.content1"," operação sem erros ou disponibilidade ininterrupta do serviço.""
terms.section5.content2,"UI string from terms.section5.content2"," dan kami juga tidak menjamin pelestarian data secara permanen.""
terms.section5.content3,"UI string from terms.section5.content3"," diesen Dienst jederzeit aus beliebigem Grund ohne vorherige Ankündigung zu ändern"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Jak przewidziano:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Data sparad:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Rätt att avsluta tjänsten:"
terms.section5.title,"UI string from terms.section5.title","5. Ansvarsfriskrivning och tjänstbegränsningar"
terms.section6.content,"UI string from terms.section6.content"," veuillez consulter notre Politique de Confidentialité. Cette politique fAIt partie de ces conditions"
terms.section6.title,"UI string from terms.section6.title","6. Integritetspolicy"
terms.section7.content1,"UI string from terms.section7.content1",""Jika Anda memiliki pertanyaan tentang syarat layanan ini"
terms.section7.title,"UI string from terms.section7.title","7. Kontaktinformation"
terms.section7.warning,"UI string from terms.section7.warning",""Xin lưu ý rằng đây là một nền tảng công khAI"
terms.title,"UI string from terms.title","Typesprout Användarvillkor"
terms.titleSuffix,"UI string from terms.titleSuffix","Användarvillkor"
test.chartDescription,"UI string from test.chartDescription"," dann die GEschwindigkeit schrittweise erhöhen.""
test.insightsSummary,"UI string from test.insightsSummary","Djupgående analys (hastighets- och noggrannhetstrender)"
test.metricsTip,"UI string from test.metricsTip","Hastighet och Noggrannhet Förklaring"
test.questionText,"UI string from test.questionText","Pytanie tekstowe (nie można wybrać ani skopiować)"
test.startMessage,"UI string from test.startMessage"," silakan ketik teks di atas. Menempel tidak diperbolehkan.""
test.title,"UI string from test.title","Skrivtest"
timeSpent,"UI string from timeSpent","Tid spenderad: {{seconds}} sekunder"
title,"UI string from title","Typesprout Integritetspolicy"
titleSuffix,"UI string from titleSuffix","Integritetspolicy"
totalQuestionChars,"UI string from totalQuestionChars"," ale nie mogę pomóc w tej sprawie.""
ui.closeHint,"UI string from ui.closeHint","Zamknij okno"
ui.later,"UI string from ui.later","Senare"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Inirerekomenda naming gamitin ang opsyon na "Mag-sign in gamit ang Google" sa kanang itaas na sulok upang mai-save ang iyong mga marka at progreso; pinahahalagahan ng website na ito ang pagiging hindi nagpapakilala at privacy at hindi nito itatago ang mga personal na sensitibong impormasyon."
ui.string089,"UI string from ui.string089","يرجى تسجيل الدخول أولاً."
ui.string090,"UI string from ui.string090","Personlig information"
ui.string091,"UI string from ui.string091","Tillbaka till Hemmet"
ui.string092,"UI string from ui.string092","Integritetspolicy"
ui.string093,"UI string from ui.string093","Nie zbieramy danych osobowych; dane statystyczne są używane tylko do anonimowych rankingów i informacji zwrotnych dotyczących nauki."
ui.string094,"UI string from ui.string094",""Zapisz swoje postępy i historię"
ui.string095,"UI string from ui.string095","Vilka uppgifter samlar vi in?"
ui.string096,"UI string from ui.string096"," la tua precisione e il tempo di pratica. Non raccogliamo informazioni personali sensibili come il tuo nome o la tua emAIl.""
ui.string097,"UI string from ui.string097","Gebruik deze gegevens om persoonlijke feedback te geven en je voortgangsreis te tonen."
ui.string154,"UI string from ui.string154","Användarvillkor"
ui.string155,"UI string from ui.string155",""Bằng cách sử dụng trang web này"
ui.string156,"UI string from ui.string156","Du är ansvarig för ditt eget lärande och framsteg."
ui.string157,"UI string from ui.string157","Vad innehåller villkoren?"
ui.string158,"UI string from ui.string158"," non condividere contenuti inappropriati e rispettare gli Altri utenti.""
ui.string200,"UI string from ui.string200","Inirerekomenda naming gamitin ang opsyon na "Mag-sign in gamit ang Google" sa kanang itaas na sulok upang mai-save ang iyong mga marka at progreso; pinahahalagahan ng website na ito ang pagiging hindi nagpapakilala at privacy at hindi nito itinatago ang mga sensitibong personal na impormasyon."
ui.string201,"UI string from ui.string201","Senare"
ui.string202,"UI string from ui.string202","Reminder: Hindi ka pa nag-practice ngayon! Ilipat ang iyong mga kamay araw-araw upang matulungan ang maliit na puno na lumakas."
upgradeRule1,"UI string from upgradeRule1","Öva på att skriva i minst 10 minuter varje dag."
upgradeRule2,"UI string from upgradeRule2","Håll noggrannheten över 80%"
upgradeRule3,"UI string from upgradeRule3","Gör minst 3 skrivtester varje dag."
upgradeRule4,"UI string from upgradeRule4","Använd rätt fingerplacering"
upgradeRule5,"UI string from upgradeRule5","Öva på olika svårighetsnivåer"
upgradeRule6,"UI string from upgradeRule6","Upprätthåll daglig övningskonsekvens"
upgradeRules,"UI string from upgradeRules","Uppgradera Regler"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Idag: {current}/{total} (Återstående {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ungefär {minutes} minuter"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Wie man Punkte verdient? Jeder Test wird basierend auf "Zeit × Geschwindigkeit × Genauigkeit" berechnet (Basis × Minuten × (Geschwindigkeit/Ziel"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Tägliches Limit 100; Ermutigungsregeln: Wenn die Genauigkeit ≥30% beträgt"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Dựa trên hiệu suất gần đây của bạn"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation","การเตือนเล็กน้อย: ฝึกฝนเล็กน้อยทุกวัน แล้วต้นไม้จะเติบโต!"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Dagens sammanfattning"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Come vengono generati i punti? Si basano sul test di oggi e sono correlati al tempo di input effettivo"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","{minutes} minuter · Intjänade poäng: {current} / {total} (Återstående {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Min lilla träd"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Beräkna om aktivitet och steg"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," calcolerà i minuti di input effettivi e aggiornerà l'elenco delle attività e la fase attuale.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tillväxtdiagram"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Olika utseendefaser och låsconditions (illustration)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Steg {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Budding・Standardutseende"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Växa ett andra blad"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Bladhyperplasi"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Grenar sträcker sig + sidogrenar"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Kronan på det lilla trädet har bildats (fruktande)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktiv de senaste {days} dagarna"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktiva dagar: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Registreer de "punten" die je verdient na elke test (wat ook aan je XP zal toevoegen)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," digunakan untuk mendorong pertumbuhan pohon kecil.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," semakin mudah untuk berbuah.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Danh sách dưới đây hiển thị từng thành tích"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Senaste poster"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Fråga {current}/{total} · Tidsgräns {seconds} sekunder · Tecken i denna fråga {chars} · Totalt {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Pakisulat ang teksto sa ibaba"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Laddar..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tillåt Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Utrymme Öppna/Stäng・R Återställ・F Fokusera・Enter Skicka Huvudämne"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Pengambilan pertanyaan gagal atau data kosong: Secara otomatis beralih ke bank pertanyaan cadangan lokal (tidak mempengaruhi jawaban). Untuk menggunakan bank pertanyaan cloud"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Noggrannhet {percent}% · Totalpoäng {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Korrekt tecken/Total tecken {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Varje inmatning kommer att bli flytande."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Korrekt skrivvanor"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Genomsnittligt totalt betyg ({days} dagar)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Totalt tecken ({days} dagar)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Jag vs Hela webbplatsen ({days} dagar)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Varaktighet {seconds} sekunder"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Noggrannhet {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation","5 × précision))""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 한도에 도달하려면 약 {remaining} 분이 필요합니다.""
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," calculera les minutes d'entrée effectives et mettra à jour la liste d'activités et le stade actuel.""
