key,description,text
home.aboutBody,"UI string from home.aboutBody"," hỗ trợ nhiều ngôn ngữ (zh-TW / zh-CN / en-US). Chúng tôi hy vọng cung cấp một môi trường an toàn và thân thiện cho trẻ em trên toàn thế giới để luyện tập nhập liệu"
home.aboutTitle,"UI string from home.aboutTitle",""
home.cards.avgAdj,"UI string from home.cards.avgAdj","اوسط مشترکہ اسکور (30 دن)"
home.cards.meVsSite,"UI string from home.cards.meVsSite","میں بمقابلہ تمام سائٹس (30 دن)"
home.cards.players,"UI string from home.cards.players","کھلاڑیوں کی تعداد"
home.cards.totalChars,"UI string from home.cards.totalChars","مجموعی الفاظ کی تعداد (30 دن)"
home.ctaPractice,"UI string from home.ctaPractice","ابھی مشق شروع کریں"
home.ctaTest,"UI string from home.ctaTest","ٹیسٹ لیں"
home.googleUsersCount,"UI string from home.googleUsersCount","گوگل لاگ ان صارفین کی تعداد"
home.googleUsersTooltip,"UI string from home.googleUsersTooltip","গুগল অ্যাকাউন্টের মাধ্যমে লগ ইন করা মোট ব্যবহারকারীর সংখ্যা"
home.heroSubtitle,"UI string from home.heroSubtitle"," nó chuyển thành năng lượng để nuôi dưỡng cây của bạn"
home.heroTitle,"UI string from home.heroTitle",""Barn skriver"
home.howToUpgrade,"UI string from home.howToUpgrade","اپ گریڈ کیسے کریں؟"
home.leaderEmpty,"UI string from home.leaderEmpty","کوئی ڈیٹا دستیاب نہیں"
home.leaderViewFull,"UI string from home.leaderViewFull","مکمل رینکنگ دیکھیں"
home.privacyNote,"UI string from home.privacyNote","هیچ داده شخصی جمع‌آوری نمی‌شود؛ داده‌های آماری فقط برای رتبه‌بندی‌های ناشناس و بازخورد یادگیری استفاده می‌شوند."
home.tabs.leader,"UI string from home.tabs.leader","لیڈربورڈ پیش منظر"
home.tabs.visitors,"UI string from home.tabs.visitors","زائرین کی تقسیم"
home.title,"UI string from home.title","تایپ‌اسپروت — تایپ کودکان و رشد درخت"
home.upgradeRule1,"UI string from home.upgradeRule1"," abyste vygenerovali "efektivní čas zadávání.""
home.upgradeRule2,"UI string from home.upgradeRule2","طالما أنك تمارس كل يوم، ستجمع النشاط؛ كلما كتبت لفترة أطول، ستنمو بشكل أسرع."
home.upgradeRule3,"UI string from home.upgradeRule3",""Досягніть 5 рівня"
home.upgradeRule4,"UI string from home.upgradeRule4",""Aktiviteten de senaste 5 dagarna kommer att få det lilla trädet att gå upp eller ner: mer aktivitet innebär att du går upp i nivå"
home.upgradeRule5,"UI string from home.upgradeRule5"," kommer du fortsätta att ge resultat.""
home.upgradeRule6,"UI string from home.upgradeRule6"," timpul de quiz poate fi folosit pentru a acumula puncte.""
home.upgradeRules,"UI string from home.upgradeRules"," будут накапливаться; чем дольше вы печатаете в определенный день"
home.visitorsDesc,"UI string from home.visitorsDesc","ویب سائٹ کے وزیٹرز اور کھلاڑیوں کی ملک کی تقسیم (نامعلوم اعداد و شمار)۔"
howToUpgrade,"UI string from howToUpgrade","اپ گریڈ کرنے کا طریقہ"
introduction,"UI string from introduction"," że Twoja prywatność jest ważna"
leaderboard.classCodePlaceholder,"UI string from leaderboard.classCodePlaceholder","کلاس کوڈ"
leaderboard.tooltip,"UI string from leaderboard.tooltip"," mas mataas ang score&#10;&#10;💡 Isang maliit na paalala: Magpraktis ng kaunti araw-araw"
meta.gardenDescription,"UI string from meta.gardenDescription","درخت کی ترقی اور انعامات کو ٹائپنگ پوائنٹس کے ساتھ بڑھائیں۔"
meta.homeDescription,"UI string from meta.homeDescription","بچوں کی ٹائپنگ کی مشق اور درخت کی نشوونما کا کھیل۔ روایتی چینی / سادہ چینی / انگریزی کی حمایت کرتا ہے۔"
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","زبان کے لحاظ سے روزانہ/ہفتہ وار/ماہانہ درجہ بندیاں۔"
meta.practiceDescription,"UI string from meta.practiceDescription"," som stöder inmatningsmetoder och olika lägen.""
meta.profileDescription,"UI string from meta.profileDescription",""Twoje dane osobowe"
meta.result,"UI string from meta.result","نتیجہ"
meta.resultDescription,"UI string from meta.resultDescription","آپ کے ٹائپنگ ٹیسٹ کے نتائج۔"
meta.testDescription,"UI string from meta.testDescription"," visar noggrannhet och totalt poäng.""
nav.garden,"UI string from nav.garden","درخت لگائیں"
nav.home,"UI string from nav.home","گھر"
nav.leaderboard,"UI string from nav.leaderboard","لیڈربورڈ"
nav.practice,"UI string from nav.practice","مشق"
nav.profile,"UI string from nav.profile","ذاتی"
nav.subtitle,"UI string from nav.subtitle","بچوں کی ٹائپنگ اور درخت کی نشوونما"
nav.test,"UI string from nav.test","ٹیسٹ"
notice,"UI string from notice"," vui lòng ngừng sử dụng dịch vụ ngay lập tức. Việc tiếp tục sử dụng dịch vụ có nghĩa là bạn đã đọc"
percentile,"UI string from percentile","تقریباً {{percent}}% لوگوں سے زیادہ"
profile.chartDescription,"UI string from profile.chartDescription"," pagkatapos ay unti-unting pabilisin.""
profile.classCode,"UI string from profile.classCode","کلاس کوڈ"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder"," undvik bara dubbletter.""
profile.classCodeTooltip,"UI string from profile.classCodeTooltip","Unik på hela sajten (3–50 tecken; får inte innehålla /). Används för tävlingar och ledartavlegruppering; upp till 5 kan läggas till. Lärare kan skapa nya koder; när de har skapats kommer de automatiskt att läggas till (inte automatiskt om det redan finns 5)."
recentValue,"UI string from recentValue","حال ہی میں {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","آئٹم {{number}}"
relativeScale,"UI string from relativeScale","مقیاس نسبی: سبز ≤30% · زرد ≤70% · قرمز ＞70% (نسبت به بالاترین کلید خطا؛ محاسبه شده بر اساس نرخ خطای "جمعی اخیر")"
result.accuracyTooltip,"UI string from result.accuracyTooltip"," są również liczone w łącznej liczbie znaków"
result.chartDescription,"UI string from result.chartDescription",""Ituktok: Pangkalahatang Uso ng Iskor; Ibaba: Uso ng Rate ng Katumpakan. Ang pangkalahatang iskor ay pinagsasama ang bilis at katumpakan. Una"
result.scoreTooltip,"UI string from result.scoreTooltip"," deretter gradvis øke hastigheten.""
section1.gameData.content,"UI string from section1.gameData.content"," inclusi velocità (WPM)"
section1.gameData.title,"UI string from section1.gameData.title","گیم کا ڈیٹا:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," seperti nama asli atau alamat Anda.""
section1.googleAuth.title,"UI string from section1.googleAuth.title","گوگل سائن ان کی توثیق:"
section1.principle,"UI string from section1.principle"," amelyek szükségesek szolgáltatásaink működésének fenntartásához:""
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (Reklamy): V budoucnu můžeme použít Google AdSense k zobrazení reklam na podporu provozních nákladů webu. Google a jeho partneři mohou používat soubory cookie (například soubor cookie DoubleClick) k zobrazení personalizovaných reklam na základě vaší předchozí historie procházení."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics",""Google Analytics: Utilizziamo questo servizio per analizzare il traffico del sito web e comprendere come viene utilizzato il servizio. Raccoglie informazioni anonime come il tuo indirizzo IP"
section1.technicalData.title,"UI string from section1.technicalData.title","נתונים טכניים שנאספים אוטומטית על ידי שירותים של צד שלישי:"
section1.title,"UI string from section1.title"," які ми збираємо""
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," bahasa"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","User نے رضاکارانہ طور پر غیر درست معلومات فراہم کی ہیں (اختیاری):"
section2.coreFunction,"UI string from section2.coreFunction"," được sử dụng để ghi lại điểm số của bạn"
section2.experienceOptimization,"UI string from section2.experienceOptimization",""Pag-optimize ng Karanasan: Ang edad"
section2.serviceMaintenance,"UI string from section2.serviceMaintenance"," допомагають нам зрозуміти продуктивність вебсайту та виправити потенційні проблеми.""
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis"," abychom pochopili celkový profil uživatelské skupiny a zlepšili naše služby.""
section2.title,"UI string from section2.title","2. ہم آپ کے ڈیٹا کا استعمال کیسے کرتے ہیں"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," disimpan"
section3.dataRetention,"UI string from section3.dataRetention",""Dataoppbevaring: Siden denne tjenesten er helt gratis"
section3.storageLocation,"UI string from section3.storageLocation"," medan dina speldata och frivilligt angivna uppgifter lagras i en databas på Google Firebase.""
section3.title,"UI string from section3.title","3. ڈیٹا ذخیرہ اور سرحد پار منتقلی"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," если мы включим Google AdSense"
section4.functionalCookies,"UI string from section4.functionalCookies","কার্যকর কুকিজ: আমরা আপনার লগইন অবস্থান বজায় রাখতে কুকিজ ব্যবহার করি।"
section4.title,"UI string from section4.title","4. کوکیز اور اشتہارات کے بارے میں"
section5.contactChannel,"UI string from section5.contactChannel","ติดต่อ: หากคุณมีคำถามเกี่ยวกับนโยบายความเป็นส่วนตัวนี้หรือประสงค์ที่จะใช้สิทธิ์ข้อมูลของคุณ (เช่น การเข้าถึง การแก้ไข หรือการลบ) กรุณาส่งคำขอของคุณผ่านหน้า GitHub Issues อย่างเป็นทางการของเรา。"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," nome reale o screenshot dell'account. Abbiamo solo bisogno che tu fornisca il tuo nome utente su Typesprout e una dEscrizione del problema. Non ti contatteremo tramite canali privati al di fuori del problema.""
section5.responseTime,"UI string from section5.responseTime"," że projekt jest zarządzany przez osobę fizyczną"
section5.title,"UI string from section5.title","5. آپ کے حقوق اور رابطہ کی معلومات"
speedChartAriaLabel,"UI string from speedChartAriaLabel",""Oversikt over poengtrend: Jo høyere linjen er"
speedChartTitle,"UI string from speedChartTitle","مجموعی اسکور (درست رفتار)"
speedChartTooltip,"UI string from speedChartTooltip"," сочетая скорость и точность.""
speedScore,"UI string from speedScore","مجموعی اسکور: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. تمام حقوق محفوظ ہیں۔"
terms.lastUpdated,"UI string from terms.lastUpdated",""শেষ আপডেট: ২১ সেপ্টেম্বর"
terms.section1.content1,"UI string from terms.section1.content1",""Welkom bij Typesprout (hierna "de Dienst" genoemd). De Dienst is een gratis"
terms.section1.content2,"UI string from terms.section1.content2"," compreso e di accettare di essere vincolato da tutti i termini di questo Contratto di Servizio (di seguito denominato "questo Accordo"). Se non accetti una parte di questo Accordo"
terms.section1.title,"UI string from terms.section1.title","1. عمومی دفعات اور شرائط کی قبولیت"
terms.section2.content1,"UI string from terms.section2.content1","هدف اصلی این سرویس ارائه تمرین مهارت تایپ است. این ابزار برای تحقیق علمی یا آموزش مذهبی نیست. تمام محتوای وب‌سایت به‌طور انحصاری برای این هدف واحد است."
terms.section2.content2,"UI string from terms.section2.content2"," kommer innholdet i denne tjenestens spørsmålsbank fra flere kilder. Vi erklærer herved:""
terms.section2.content3,"UI string from terms.section2.content3","ขออภัย ฉันไม่สามารถช่วยในเรื่องนี้ได้"
terms.section2.listItem1,"UI string from terms.section2.listItem1",""Treści generowane przez AI: Niektóre artykuły do ćwiczeń są analizowane"
terms.section2.listItem2,"UI string from terms.section2.listItem2",""Bibelske tekster: Noen bibelspørsmålsbanker kommer fra den tredjeparts API.Bible-tjenesten. Når den tjenesten ikke er tilgjengelig"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","سروس کا مقصد:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","سوالات کے بینک کے مواد کا ماخذ اور ڈسکلیمر:"
terms.section2.title,"UI string from terms.section2.title","2. سروس کی تفصیل اور مواد کے ذرائع"
terms.section3.content1,"UI string from terms.section3.content1"," non Esclusiva"
terms.section3.content2,"UI string from terms.section3.content2"," revendre"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","רישיון שימוש אישי ולא מסחרי:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","کمرشل استعمال کے لیے سختی سے منع ہے:"
terms.section3.title,"UI string from terms.section3.title","3. استعمال کی اجازت اور پابندیاں"
terms.section4.content1,"UI string from terms.section4.content1",""Felelős vagy a fiókod bejelentkezési információinak biztonságáért és minden tevékenységért"
terms.section4.content2,"UI string from terms.section4.content2"," 귀하의 접근을 즉시 종료하고 귀하의 계정을 삭제할 권리를 보유합니다.""
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","اکاؤنٹ کی سیکیورٹی:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","ممنوعہ بدسلوکی اور دھوکہ دہی:"
terms.section4.title,"UI string from terms.section4.title","4. صارف کی ذمہ داریاں"
terms.section5.content1,"UI string from terms.section5.content1"," einschließlich"
terms.section5.content2,"UI string from terms.section5.content2"," och vi garanterar inte den permanenta bevarandet av data.""
terms.section5.content3,"UI string from terms.section5.content3"," ipagpaliban"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Як зазначено:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","ڈیٹا محفوظ کر لیا گیا:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","سروس ختم کرنے کا حق:"
terms.section5.title,"UI string from terms.section5.title","5. انکار اور خدمات کی حدود"
terms.section6.content,"UI string from terms.section6.content"," dan dengan menggunakan layanan ini"
terms.section6.title,"UI string from terms.section6.title","6. رازداری کی پالیسی"
terms.section7.content1,"UI string from terms.section7.content1"," prosimy o przesłanie ich za pośrednictwem naszej oficjalnej strony z problemami na GitHubie: https://github.com/yvEschen001/Typesprout-pubic/issues""
terms.section7.title,"UI string from terms.section7.title","7. رابطہ کی معلومات"
terms.section7.warning,"UI string from terms.section7.warning"," och dela inte din personliga information här.""
terms.title,"UI string from terms.title","ٹائپ اسپراؤٹ کی خدمات کی شرائط"
terms.titleSuffix,"UI string from terms.titleSuffix","خدمات کی شرائط"
test.chartDescription,"UI string from test.chartDescription",""Top: Pangkalahatang Uso ng Iskor; Bottom: Uso ng Katumpakan. Una"
test.insightsSummary,"UI string from test.insightsSummary","گہرائی میں تجزیہ (رفتار اور درستگی کے رجحانات)"
test.metricsTip,"UI string from test.metricsTip","رفتار اور درستگی کی وضاحت"
test.questionText,"UI string from test.questionText","متن سوال (قابل انتخاب یا کپی نیست)"
test.startMessage,"UI string from test.startMessage",""Efter att ha tryckt på Start"
test.title,"UI string from test.title","ٹائپنگ ٹیسٹ"
timeSpent,"UI string from timeSpent","وقت صرف کیا: {{seconds}} سیکنڈ"
title,"UI string from title","ٹائپ اسپراؤٹ کی پرائیویسی پالیسی"
titleSuffix,"UI string from titleSuffix","رازداری کی پالیسی"
totalQuestionChars,"UI string from totalQuestionChars","סך כל המילים: {{chars}} תווים"
ui.closeHint,"UI string from ui.closeHint","بستن پیام"
ui.later,"UI string from ui.later","بعد میں"
ui.loginSuggestion,"UI string from ui.loginSuggestion"," és nem tárolja a személyes érzékeny információkat.""
ui.string089,"UI string from ui.string089",""Будь ласка"
ui.string090,"UI string from ui.string090","ذاتی معلومات"
ui.string091,"UI string from ui.string091","گھر واپس"
ui.string092,"UI string from ui.string092","رازداری کی پالیسی"
ui.string093,"UI string from ui.string093","ما داده‌های شخصی جمع‌آوری نمی‌کنیم؛ داده‌های آماری فقط برای رتبه‌بندی‌های ناشناس و بازخورد یادگیری استفاده می‌شوند."
ui.string094,"UI string from ui.string094","আপনার অগ্রগতি এবং ইতিহাস শুধুমাত্র আপনার গুগল অ্যাকাউন্ট ব্যবহার করে সংরক্ষণ করুন।"
ui.string095,"UI string from ui.string095","ہم کون سا ڈیٹا جمع کرتے ہیں؟"
ui.string096,"UI string from ui.string096",""We verzamelen alleen je type-scores"
ui.string097,"UI string from ui.string097","अपने व्यक्तिगत फीडबैक प्रदान करने और आपकी प्रगति यात्रा को प्रदर्शित करने के लिए इस डेटा का उपयोग करें।"
ui.string154,"UI string from ui.string154","خدمات کی شرائط"
ui.string155,"UI string from ui.string155"," godtar du følgende vilkår:""
ui.string156,"UI string from ui.string156","آپ اپنی سیکھنے اور ترقی کے ذمہ دار ہیں۔"
ui.string157,"UI string from ui.string157","شرائط کا مواد کیا ہے؟"
ui.string158,"UI string from ui.string158"," at igalang ang ibang mga gumagamit.""
ui.string200,"UI string from ui.string200"," és nem tárol személyes érzékeny információkat.""
ui.string201,"UI string from ui.string201","بعد میں"
ui.string202,"UI string from ui.string202",""Нагадування: ви сьогодні не практикувалися! Рухайте своїми руками щодня"
upgradeRule1,"UI string from upgradeRule1","روزانہ کم از کم 10 منٹ تک ٹائپنگ کی مشق کریں۔"
upgradeRule2,"UI string from upgradeRule2","متن شما را دریافت کردم، اما به نظر می‌رسد که هیچ متنی برای ترجمه ارائه نکرده‌اید. لطفاً متن مورد نظر خود را ارسال کنید تا بتوانم به شما کمک کنم."
upgradeRule3,"UI string from upgradeRule3","ہر روز کم از کم 3 ٹائپنگ ٹیسٹ مکمل کریں۔"
upgradeRule4,"UI string from upgradeRule4","صحیح انگلیوں کی جگہ کا استعمال کریں"
upgradeRule5,"UI string from upgradeRule5","مختلف مشکل کی سطحوں کی مشق کریں"
upgradeRule6,"UI string from upgradeRule6","روزانہ مشق کی تسلسل برقرار رکھیں"
upgradeRules,"UI string from upgradeRules","اپ گریڈ کے قواعد"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","آج: {current}/{total} (باقی {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","تقریباً {minutes} منٹ"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation","كيف تكسب النقاط؟ يتم حساب كل اختبار بناءً على "الوقت × السرعة × الدقة" (الأساس × الدقائق × (السرعة/الهدف، حتى ×2) × (0.5 + 0.5 × الدقة))."
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," как минимум +1 балл каждые 10 секунд (можно накапливать); если ≥30 секунд и точность ≥50%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," trenger du omtrent {minutes} flere minutter for å nå grensen.""
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""En lille påmindelse: Øv lidt hver dag"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","آج کا خلاصہ"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Hoe worden punten gegenereerd? Ze zijn gebaseerd op de test van vandaag en zijn gerelateerd aan effectieve invoertijd"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","موثر ان پٹ: {minutes} منٹ · حاصل کردہ پوائنٹس: {current} / {total} (باقی {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","میرا چھوٹا درخت"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","سرگرمی اور مرحلے کا دوبارہ حساب لگائیں"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," de effectieve invoerminuten berekenen en de activiteitenlijst en huidige fase bijwerken.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ترقی کا خاکہ"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مختلف ظاہری مراحل اور انلاک کی شرائط (تصویر)۔"
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مرحلہ {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","نئی شکل・ڈیفالٹ ظاہری شکل"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","دوسرا پتا اگائیں"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","پتے کی ہائپرپلاسیا"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","شاخیں پھیلتی ہیں + ضمنی شاخیں"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","چھوٹے درخت کا تاج بن گیا ہے (پھلنا)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","آخری {days} دنوں میں فعال"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","فعال دن: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Записуйте "бали""
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," som används för att främja tillväxten av det lilla trädet.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," desto lättare är det att bära frukt.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Listen nedenfor viser hver prestasjon"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","حالیہ ریکارڈز"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","سوال {current}/{total} · وقت کی حد {seconds} سیکنڈ · اس سوال میں حروف {chars} · کل {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," введіть текст нижче""
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","لوڈ ہو رہا ہے..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","بیک اسپیس کی اجازت دیں"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","اسپیس کھولیں/بند کریں・R ری سیٹ کریں・F توجہ مرکوز کریں・انٹر جمع کریں مرکزی موضوع"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," uruchom "③ Synchronizacja jednym kliknięciem" w GAS lub sprawdź/wykonaj uprawnienia.""
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","درستگی {percent}% · مجموعی اسکور {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","صحیح حروف/کل حروف {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ہر ان پٹ روانی میں تبدیل ہو جائے گا۔"
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","صحیح ٹائپنگ کی عادات"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","اوسط مجموعی اسکور ({days} دن)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","کل حروف ({days} دن)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","میں بمقابلہ پورا سائٹ ({days} دن)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مدت {seconds} سیکنڈ"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","درستگی {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," สูงสุด ×2) × (0.5 + 0.5 × ความถูกต้อง))""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Giới hạn hàng ngày {limit}; Quy tắc khuyến khích: Khi độ chính xác ≥ {minAcc}%"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Ano ang "Muling Kalkulahin ang Aktibidad at Yugto"? Ito ay muling babasahin ang iyong mga tala ng pagsusulit mula sa nakaraang {days} araw"
