key,description,text
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Právo na ukončení služby:"
terms.section5.title,"UI string from terms.section5.title","5. Oznámení a omezení služeb"
terms.section6.content,"UI string from terms.section6.content"," um diesen Dienst zu betreiben. Für weitere Einzelheiten verweisen wir auf unsere Datenschutzrichtlinie. Diese Richtlinie ist Teil dieser Bedingungen"
terms.section6.title,"UI string from terms.section6.title","6. Zásady ochrany osobních údajů"
terms.section7.content1,"UI string from terms.section7.content1"," пожалуйста"
terms.section7.title,"UI string from terms.section7.title","7. Kontaktní informace"
terms.section7.warning,"UI string from terms.section7.warning"," и не делитесь здесь своей личной информацией.""
terms.title,"UI string from terms.title","Podmínky služby Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","Podmínky služby"
test.chartDescription,"UI string from test.chartDescription"," kemudian secara bertahap tingkatkan kecepatan.""
test.insightsSummary,"UI string from test.insightsSummary","Hluboká analýza (Trendy rychlosti a přesnosti)"
test.metricsTip,"UI string from test.metricsTip","Vysvětlení rychlosti a přesnosti"
test.questionText,"UI string from test.questionText","Κείμενο ερώτησης (δεν μπορεί να επιλεγεί ή να αντιγραφεί)"
test.startMessage,"UI string from test.startMessage"," введите текст выше. Вставка не разрешена.""
test.title,"UI string from test.title","Test psaní"
timeSpent,"UI string from timeSpent","Čas strávený: {{seconds}} sekund"
title,"UI string from title","Zásady ochrany osobních údajů Typesprout"
titleSuffix,"UI string from titleSuffix","Zásady ochrany osobních údajů"
totalQuestionChars,"UI string from totalQuestionChars","Συνολικός αριθμός λέξεων: {{chars}} χαρακτήρες"
ui.closeHint,"UI string from ui.closeHint","Κλείσιμο προτροπής"
ui.later,"UI string from ui.later","Později"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Vi anbefaler at bruge "Log ind med Google" muligheden i øverste højre hjørne for at gemme dine point og fremskridt; denne hjemmeside værdsætter anonymitet og privatliv og vil ikke gemme personlige følsomme oplysninger."
ui.string089,"UI string from ui.string089","Venligst log ind først."
ui.string090,"UI string from ui.string090","Osobní informace"
ui.string091,"UI string from ui.string091","Zpět na domovskou stránku"
ui.string092,"UI string from ui.string092","Zásady ochrany osobních údajů"
ui.string093,"UI string from ui.string093","Δεν συλλέγουμε προσωπικά δεδομένα; Τα στατιστικά δεδομένα χρησιμοποιούνται μόνο για ανώνυμες κατατάξεις και ανατροφοδότηση μάθησης."
ui.string094,"UI string from ui.string094","Salvează-ți progresul și istoricul folosind doar contul tău Google."
ui.string095,"UI string from ui.string095","Jaká data shromažďujeme?"
ui.string096,"UI string from ui.string096","เราเก็บเฉพาะคะแนนการพิมพ์ ความถูกต้อง และเวลาฝึกฝนของคุณเท่านั้น เราไม่เก็บข้อมูลส่วนบุคคลที่ละเอียดอ่อน เช่น ชื่อหรืออีเมลของคุณ"
ui.string097,"UI string from ui.string097","Käytä näitä tietoja antaaksesi henkilökohtaista palautetta ja esitelläksesi edistymismatkaasi."
ui.string154,"UI string from ui.string154","Podmínky služby"
ui.string155,"UI string from ui.string155",""Sa paggamit ng website na ito"
ui.string156,"UI string from ui.string156","Jste zodpovědní za své vlastní učení a pokrok."
ui.string157,"UI string from ui.string157","Jaký je obsah podmínek?"
ui.string158,"UI string from ui.string158",""ข้อตกลงรวมถึง: การใช้เว็บไซต์เพื่อวัตถุประสงค์ทางการศึกษาเท่านั้น"
ui.string200,"UI string from ui.string200","Vi anbefaler at bruge "Log ind med Google" muligheden i øverste højre hjørne for at gemme dine resultater og fremskridt; denne hjemmeside værdsætter anonymitet og privatliv og vil ikke gemme personlige følsomme oplysninger."
ui.string201,"UI string from ui.string201","Později"
ui.string202,"UI string from ui.string202","Husk: Du har ikke øvet i dag! Bevæge dine hænder hver dag for at hjælpe det lille træ med at vokse stærkere."
upgradeRule1,"UI string from upgradeRule1","Cvičte psaní alespoň 10 minut každý den."
upgradeRule2,"UI string from upgradeRule2","Udržujte přesnost nad 80%"
upgradeRule3,"UI string from upgradeRule3","Každý den dokončete alespoň 3 testy psaní."
upgradeRule4,"UI string from upgradeRule4","Použijte správné umístění prstů"
upgradeRule5,"UI string from upgradeRule5","Procvičujte různé úrovně obtížnosti"
upgradeRule6,"UI string from upgradeRule6","Udržujte každodenní praxi konzistentní"
upgradeRules,"UI string from upgradeRules","Pravidla upgradu"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Dnes: {current}/{total} (Zbývá {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Přibližně {minutes} minut"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Bagaimana cara mendapatkan poin? Setiap tes dihitung berdasarkan "waktu × kecepatan × akurasi" (dasar × menit × (kecepatan/target"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Batas harian 100; aturan dorongan: Jika akurasi ≥30%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation","استنادًا إلى أدائك الأخير، تحتاج إلى حوالي {minutes} دقيقة أخرى للوصول إلى الحد."
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Een kleine herinnering: Oefen elke dag een beetje"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Dnešní shrnutí"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," tốc độ và độ chính xác. Giới hạn hàng ngày là 100; các bài tập ngắn (≥5 giây và độ chính xác ≥30%) sẽ kiếm được ít nhất +1.""
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Účinný vstup: {minutes} minut · Získané body: {current} / {total} (Zbývá {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Můj malý strom"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Přepočítat aktivitu a fázi"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Recalculate Activity and Stage" คืออะไร? มันจะอ่านบันทึกการทดสอบของคุณจาก 5 วันที่ผ่านมา คำนวณนาทีที่มีประสิทธิภาพในการพิมพ์ และอัปเดตรายการกิจกรรมและขั้นตอนปัจจุบัน"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Diagram růstu"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Různé fáze vzhledu a podmínky odemčení (ilustrace)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Úroveň {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Začínající・Výchozí vzhled"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Vypěstujte druhý list"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Listová hyperplazie"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Větve se rozšiřují + postranní větve"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Koruna malého stromu se vytvořila (plodí)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktivní v posledních {days} dnech"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aktivní dny: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," du tjener efter hver test (som også vil tilføje til din XP).""
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation","يتم حساب النقاط من السرعة × الدقة × الوقت، وتستخدم لتعزيز نمو الشجرة الصغيرة."
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation","سيؤثر الإدخال الفعّال في الأيام الأخيرة {days} على مرحلة الشتلة؛ كلما زادت الأيام التي تبقى فيها نشطًا، كان من الأسهل أن تثمر."
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Ang listahan sa ibaba ay nagpapakita ng bawat tala ng mga nakamit"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nedávné záznamy"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Otázka {current}/{total} · Časový limit {seconds} sekund · Znaky v této otázce {chars} · Celkem {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ole hyvä ja kirjoita alla oleva teksti"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Načítání..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Povolit klávesu Zpět"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Otevřít/Zavřít prostor・R Resetovat・F Zaměřit se・Enter Odeslat hlavní téma"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," пожалуйста"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Přesnost {percent}% · Celkové skóre {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Správné znaky/Celkem znaků {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Na každém vstupu se stane plynulým."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Správné psací návyky"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Průměrné celkové skóre ({days} dní)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Celkem znaků ({days} dní)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Já vs Celá stránka ({days} dní)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Doba {seconds} sekund"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Přesnost {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," fino a ×2) × (0"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," wenn ≥ {minTime} Sekunden und die Genauigkeit ≥ {minAcc2}%. Basierend auf deiner letzten Leistung benötigst du etwa {remaining} Minuten"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," menghitung menit input yang efektif"
