key,description,text
meta.gardenDescription,"UI string from meta.gardenDescription","Thúc đẩy sự phát triển và phần thưởng của cây bằng cách sử dụng điểm gõ."
meta.homeDescription,"UI string from meta.homeDescription","Trò chơi luyện gõ phím cho trẻ em và trò chơi phát triển cây. Hỗ trợ Tiếng Trung Phồn thể / Tiếng Trung Giản thể / Tiếng Anh."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","Xếp hạng HÀNG NGÀY/HÀNG TUẦN/HÀNG THÁNG theo Ngôn ngữ."
meta.practiceDescription,"UI string from meta.practiceDescription",""Pratique de dactylographie gratuite"
meta.profileDescription,"UI string from meta.profileDescription"," 성적 및 선호도.""
meta.result,"UI string from meta.result","Kết quả"
meta.resultDescription,"UI string from meta.resultDescription","Kết quả bài kiểm tra gõ phím của bạn."
meta.testDescription,"UI string from meta.testDescription",""Test chronométré"
nav.garden,"UI string from nav.garden","Trồng một cái cây"
nav.home,"UI string from nav.home","Trang chủ"
nav.leaderboard,"UI string from nav.leaderboard","Bảng xếp hạng"
nav.practice,"UI string from nav.practice","Thực hành"
nav.profile,"UI string from nav.profile","Cá nhân"
nav.subtitle,"UI string from nav.subtitle","Trẻ em gõ phím và sự phát triển của cây"
nav.test,"UI string from nav.test","Kiểm tra"
notice,"UI string from notice"," por favor"
percentile,"UI string from percentile","Hơn khoảng {{percent}}% người"
profile.chartDescription,"UI string from profile.chartDescription","トップ: 総合スコアのトレンド; ボトム: 精度のトレンド。まずは精度を上げ、その後徐々にスピードを上げていきましょう。"
profile.classCode,"UI string from profile.classCode","Mã lớp"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder",""Entrez n'importe quel nom"
profile.classCodeTooltip,"UI string from profile.classCodeTooltip",""Unique sur le site (3–50 caractères ; ne peut pas inclure /). Utilisé pour les compétitions et le regroupement des classements ; jusqu'à 5 peuvent être ajoutés. Les enseignants peuvent créer de nouveaux codes ; une fois créés"
recentValue,"UI string from recentValue","Gần đây {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Mục {{number}}"
relativeScale,"UI string from relativeScale","Skala Relatif: Hijau ≤30% · Kuning ≤70% · Merah ＞70% (relatif terhadap kunci kesalahan tertinggi; dihitung berdasarkan tingkat kesalahan "kumulatif terbaru")"
result.accuracyTooltip,"UI string from result.accuracyTooltip"," 누락된 문자는 정확도를 낮춥니다.""
result.chartDescription,"UI string from result.chartDescription","トップ: 総合スコアのトレンド; ボトム: 精度率のトレンド。総合スコアはスピードと精度を組み合わせたものです。まずは精度を向上させ、その後徐々にスピードを上げていきましょう。"
result.scoreTooltip,"UI string from result.scoreTooltip",""Zusammengesetzter Punktestand = Die EingabegEschwindigkeit"
section1.gameData.content,"UI string from section1.gameData.content",""Cada pontuação de prática de digitação que você alcançar no site"
section1.gameData.title,"UI string from section1.gameData.title","Dữ liệu trò chơi:"
section1.googleAuth.content,"UI string from section1.googleAuth.content",""Ao fazer login com sua conta do Google"
section1.googleAuth.title,"UI string from section1.googleAuth.title","Xác thực Đăng nhập Google:"
section1.principle,"UI string from section1.principle","Ci atteniamo al principio di semplificazione e raccogliamo solo i dati necessari per mantenere il funzionamento dei nostri servizi:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense"," um Ihnen personalisierte Anzeigen basierend auf Ihrem bisherigen SurfverhAlten zu zeigen.""
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics",""Google Analytics: Usamos este serviço para analisar o tráfego do site e entender como o serviço está sendo utilizado. Ele coleta informações anonimizadas"
section1.technicalData.title,"UI string from section1.technicalData.title","Dữ liệu kỹ thuật được thu thập tự động bởi các dịch vụ bên thứ ba:"
section1.title,"UI string from section1.title","1. Jenis data yang kami kumpulkan"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," para análisis estadísticos anónimos y agrupación en Tablas de clasificación. No requerimos ni verificamos la precisión de esta información.""
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","Người dùng tự nguyện cung cấp thông tin không chính xác (tùy chọn):"
section2.coreFunction,"UI string from section2.coreFunction"," fornecer gráficos históricos e Tabelas de classificação globAIs.""
section2.experienceOptimization,"UI string from section2.experienceOptimization"," 직업 및 기타 정보는 더 적합한 타이핑 연습 문제 세트와 매칭하는 데 사용됩니다.""
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","Pemeliharaan Layanan: Data teknis yang dikumpulkan melalui Google Analytics membantu kami memahami kinerja situs web dan memperbAIki masalah yang mungkin terjadi."
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","Analisis Statistik: Kami akan menganonimkan dan mengagregasi semua informasi yang diberikan secara sukarela oleh pengguna untuk memahami profil keseluruhan kelompok pengguna dan meningkatkan layanan kami."
section2.title,"UI string from section2.title","2. Chúng tôi sử dụng dữ liệu của bạn như thế nào"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer",""Transferência internacional: Os servidores do GitHub e do Google Firebase podem estar localizados fora do seu país (por exemplo"
section3.dataRetention,"UI string from section3.dataRetention"," nous ne pouvons garantir le stockage permanent des données. Nous nous réservons le droit de supprimer certAInes ou toutes les données des utilisateurs sans préavis.""
section3.storageLocation,"UI string from section3.storageLocation",""Lieu de stockage : Le code de ce site web est hébergé sur GitHub"
section3.title,"UI string from section3.title","3. Lưu trữ Dữ liệu và Chuyển giao Xuyên biên giới"
section4.advertisingCookies,"UI string from section4.advertisingCookies","広告クッキー：上記のように、Google AdSenseを有効にすると、Googleは広告を表示するためにクッキーを使用します。いつでもGoogleの広告設定ページ（https://adssettings.google.com/）にアクセスして、パーソナライズされた広告の管理やオプトアウトを行うことができます。"
section4.functionalCookies,"UI string from section4.functionalCookies","Fungsi Cookies: Kami menggunakan cookies untuk mempertahankan status login Anda."
section4.title,"UI string from section4.title","4. Về Cookies và Quảng Cáo"
section5.contactChannel,"UI string from section5.contactChannel"," envie sua solicitação através da nossa página oficial de Issues no GitHub.""
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder",""Lembrete Importante: Por favor"
section5.responseTime,"UI string from section5.responseTime",""En rAIson du fAIt que ce projet est mAIntenu par une personne"
section5.title,"UI string from section5.title","5. Quyền lợi của bạn và Thông tin liên hệ"
speedChartAriaLabel,"UI string from speedChartAriaLabel"," meilleure est la performance.""
speedChartTitle,"UI string from speedChartTitle","Điểm tổng thể (Tốc độ chính xác)"
speedChartTooltip,"UI string from speedChartTooltip","縦軸：総合スコア（高いほど良い）；横軸：時間の経過。緑の線は、正しい単語のみを基にした速度を表しており、速度と正確性を組み合わせています。"
speedScore,"UI string from speedScore","Điểm tổng thể: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Tất cả các quyền được bảo lưu."
terms.lastUpdated,"UI string from terms.lastUpdated","Terakhir diperbarui: 21 September 2025"
terms.section1.content1,"UI string from terms.section1.content1",""타입스프라우트에 오신 것을 환영합니다(이하 "서비스"라고 합니다). 이 서비스는 개별 개발자들이 유지하는 무료 비영리 프로젝트로"
terms.section1.content2,"UI string from terms.section1.content2"," por favor deja de usar el servicio de inmediato.""
terms.section1.title,"UI string from terms.section1.title","1. Quy định chung và chấp nhận điều khoản"
terms.section2.content1,"UI string from terms.section2.content1","Layanan ini hanya bertujuan untuk menyediakan latihan keterampilan mengetik. Ini bukan alat penelitian akademis atau pendidikan agama. Semua konten situs web ini hanya untuk tujuan tunggal ini."
terms.section2.content2,"UI string from terms.section2.content2"," le contenu de la banque de questions de ce service provient de plusieurs sources. Nous déclarons par la présente :""
terms.section2.content3,"UI string from terms.section2.content3"," completude ou fidelidade a qualquer versão específica da Bíblia de qualquer conteúdo no banco de perguntas. Todo o conteúdo deve ser considerado material de prática de digitação"
terms.section2.listItem1,"UI string from terms.section2.listItem1"," 수집 또는 생성되며 타이핑 연습 용도로만 사용됩니다.""
terms.section2.listItem2,"UI string from terms.section2.listItem2",""Texte de la Bible : CertAInes banques de questions bibliques proviennent de l'API tierce du service Bible. Lorsque ce service est inaccessible"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Mục đích dịch vụ:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Nguồn nội dung ngân hàng câu hỏi và tuyên bố miễn trừ trách nhiệm:"
terms.section2.title,"UI string from terms.section2.title","2. Mô tả Dịch vụ và Nguồn Nội dung"
terms.section3.content1,"UI string from terms.section3.content1"," no comerciales y educativos.""
terms.section3.content2,"UI string from terms.section3.content2"," modificar"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Giấy phép Sử dụng Cá nhân Không Thương mại:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Nghiêm cấm sử dụng cho mục đích thương mại:"
terms.section3.title,"UI string from terms.section3.title","3. Quyền Sử Dụng và Hạn Chế"
terms.section4.content1,"UI string from terms.section4.content1","Sei responsabile della sicurezza delle informazioni di accesso al tuo account e di tutte le attività che si verificano sotto il tuo account."
terms.section4.content2,"UI string from terms.section4.content2",""Estás de acuerdo en no atacar"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Bảo mật tài khoản:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Cấm lạm dụng và gian lận:"
terms.section4.title,"UI string from terms.section4.title","4. Trách Nhiệm Của Người Dùng"
terms.section5.content1,"UI string from terms.section5.content1"," seguridad"
terms.section5.content2,"UI string from terms.section5.content2",""Nous ne sommes pas responsables de toute perte ou dommage de vos dossiers de pratique ou de vos données utilisateur"
terms.section5.content3,"UI string from terms.section5.content3","私たちは、事前の通知なしに、理由を問わずこのサービスをいつでも変更、停止、または永久に終了する権利を留保します。"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Như đã cung cấp:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Dữ liệu đã được lưu:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Quyền chấm dứt dịch vụ:"
terms.section5.title,"UI string from terms.section5.title","5. Tuyên bố miễn trừ trách nhiệm và Giới hạn dịch vụ"
terms.section6.content,"UI string from terms.section6.content"," consulte nossa Política de Privacidade. Esta política faz parte destes termos e"
terms.section6.title,"UI string from terms.section6.title","6. Chính sách bảo mật"
terms.section7.content1,"UI string from terms.section7.content1"," 공식 GitHub Issues 페이지를 통해 제출해 주시기 바랍니다: https://github.com/yvEschen001/Typesprout-pubic/issues""
terms.section7.title,"UI string from terms.section7.title","7. Thông tin liên hệ"
terms.section7.warning,"UI string from terms.section7.warning","Veuillez noter qu'il s'agit d'une plateforme publique et ne partagez pas vos informations personnelles ici."
terms.title,"UI string from terms.title","Điều khoản Dịch vụ của Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","Điều khoản dịch vụ"
test.chartDescription,"UI string from test.chartDescription","トップ: 総合スコアの傾向; ボトム: 精度の傾向。まず、精度を90%以上に安定させ、その後徐々に速度を上げていきます。"
test.insightsSummary,"UI string from test.insightsSummary","Phân tích sâu sắc (Xu hướng Tốc độ và Độ chính xác)"
test.metricsTip,"UI string from test.metricsTip","Giải thích về Tốc độ và Độ chính xác"
test.questionText,"UI string from test.questionText","Văn bản câu hỏi (không thể chọn hoặc sao chép)"
test.startMessage,"UI string from test.startMessage",""Après avoir appuyé sur Démarrer"
test.title,"UI string from test.title","Bài kiểm tra gõ phím"
timeSpent,"UI string from timeSpent","Thời gian đã sử dụng: {{seconds}} giây"
title,"UI string from title","Chính sách Bảo mật của Typesprout"
titleSuffix,"UI string from titleSuffix","Chính sách bảo mật"
totalQuestionChars,"UI string from totalQuestionChars","Tổng số ký tự: {{chars}} ký tự"
ui.closeHint,"UI string from ui.closeHint","Đóng thông báo"
ui.later,"UI string from ui.later","Sau này"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Ti consigliamo di utilizzare l'opzione "Accedi con Google" nell'angolo in Alto a destra per salvare i tuoi punteggi e progressi; questo sito web valorizza l'anonimato e la privacy e non memorizzerà informazioni personali sensibili."
ui.string089,"UI string from ui.string089",""Per favore"
ui.string090,"UI string from ui.string090","Thông tin cá nhân"
ui.string091,"UI string from ui.string091","Quay lại Trang chủ"
ui.string092,"UI string from ui.string092","Chính sách bảo mật"
ui.string093,"UI string from ui.string093","Kami tidak mengumpulkan data pribadi; data statistik hanya digunakan untuk peringkat anonim dan umpan balik pembelajaran."
ui.string094,"UI string from ui.string094","Lưu tiến trình và lịch sử của bạn chỉ bằng tài khoản Google của bạn."
ui.string095,"UI string from ui.string095","Chúng tôi thu thập dữ liệu gì?"
ui.string096,"UI string from ui.string096",""우리는 당신의 타이핑 점수"
ui.string097,"UI string from ui.string097","Gunakan data ini untuk memberikan umpan balik yang dipersonalisasi dan menunjukkan perjalanan kemajuan Anda."
ui.string154,"UI string from ui.string154","Điều khoản dịch vụ"
ui.string155,"UI string from ui.string155",""En utilisant ce site web"
ui.string156,"UI string from ui.string156","Bạn có trách nhiệm với việc học tập và tiến bộ của chính mình."
ui.string157,"UI string from ui.string157","Nội dung của các điều khoản là gì?"
ui.string158,"UI string from ui.string158"," 부적절한 콘텐츠를 공유하지 않으며"
ui.string200,"UI string from ui.string200","Ti consigliamo di utilizzare l'opzione "Accedi con Google" nell'angolo in Alto a destra per salvare i tuoi punteggi e progressi; questo sito web valorizza l'anonimato e la privacy e non memorizzerà informazioni personali sensibili."
ui.string201,"UI string from ui.string201","Sau này"
ui.string202,"UI string from ui.string202","Promemoria: Non hAI praticato oggi! Muovi le mani ogni giorno per AIutare il piccolo albero a crEscere più forte."
upgradeRule1,"UI string from upgradeRule1","Hãy luyện tập gõ phím ít nhất 10 phút mỗi ngày."
upgradeRule2,"UI string from upgradeRule2","Giữ độ chính xác trên 80%"
upgradeRule3,"UI string from upgradeRule3","Hoàn thành ít nhất 3 bài kiểm tra đánh máy mỗi ngày."
upgradeRule4,"UI string from upgradeRule4","Sử dụng vị trí ngón tay đúng cách"
upgradeRule5,"UI string from upgradeRule5","Thực hành với các mức độ khó khác nhau"
upgradeRule6,"UI string from upgradeRule6","Duy trì sự nhất quán trong việc luyện tập hàng ngày"
upgradeRules,"UI string from upgradeRules","Nâng cấp quy tắc"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hôm nay: {current}/{total} (Còn lại {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Khoảng {minutes} phút"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 最大×2) × (0.5 + 0.5 × 精度)）。""
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation","日次制限 100; 励ましルール: 正確性が30%以上の場合、10秒ごとに少なくとも+1ポイント（累積可能）；30秒以上かつ正確性が50%以上の場合、少なくとも+1。"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," vous avez besoin d'environ {minutes} minutes supplémentaires pour atteindre la limite.""
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Eine kleine Erinnerung: Übe jeden Tag ein wenig"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tóm tắt hôm nay"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 효과적인 입력 시간"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nhập hiệu quả: {minutes} phút · Điểm đã kiếm: {current} / {total} (Còn lại {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Cây nhỏ của tôi"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tính lại hoạt động và giai đoạn"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," 유효 입력 분을 계산하며"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Sơ đồ Tăng trưởng"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Các giai đoạn xuất hiện khác nhau và điều kiện mở khóa (hình minh họa)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Giai đoạn {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Mới bắt đầu・Giao diện mặc định"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Phát triển một lá thứ hai"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tăng sinh lá"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Nhánh mở rộng + nhánh bên"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tán của cây nhỏ đã hình thành (đang ra quả)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hoạt động trong {days} ngày qua"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ngày hoạt động: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Catat "poin" yang kamu peroleh setelah setiap tes (yang juga akan menambah XP kamu)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Les points sont calculés à partir de la vitesse × la précision × le temps"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," plus il est facile de porter des fruits.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," ce qui vous permet de suivre facilement vos efforts.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Bản ghi gần đây"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Câu hỏi {current}/{total} · Thời gian giới hạn {seconds} giây · Ký tự trong câu hỏi này {chars} · Tổng {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Per favore digita il testo qui sotto"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Đang tải..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Cho phép phím Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Mở/Đóng Không gian・R Đặt lại・F Tập trung・Enter Gửi Chủ đề Chính"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation","질문 검색에 실패했거나 데이터가 비어 있습니다: 로컬 백업 질문 은행으로 자동 전환되었습니다(답변에는 영향을 미치지 않습니다). 클라우드 질문 은행을 사용하려면 GAS에서 "③ 원클릭 동기화"를 실행하거나 권한을 확인/실행하세요."
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Độ chính xác {percent}% · Điểm tổng thể {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Số ký tự đúng/Tổng số ký tự {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Mỗi đầu vào sẽ trở nên lưu loát."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Thói quen gõ phím đúng cách"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Điểm Trung Bình Tổng Thể ({days} ngày)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tổng số ký tự ({days} ngày)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Tôi vs Toàn bộ trang ({days} ngày)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Thời gian {seconds} giây"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Accuracy {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation","5 × precisão))""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," necesitas aproximadamente {remaining} minutos para alcanzar el límite.""
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""O que é "Recalcular Atividade e Estágio"? Ele irá reler seus registros de teste dos últimos {days} dias"
