key,description,text
home.leaderEmpty,"UI string from home.leaderEmpty","هیچ داده‌ای موجود نیست"
home.leaderViewFull,"UI string from home.leaderViewFull","مشاهده رده‌بندی کامل"
home.privacyNote,"UI string from home.privacyNote","לא נאסף מידע אישי; נתונים סטטיסטיים משמשים רק לדירוגים אנונימיים ולמשוב על הלמידה."
home.tabs.leader,"UI string from home.tabs.leader","پیش‌نمایش جدول رده‌بندی"
home.tabs.visitors,"UI string from home.tabs.visitors","توزیع بازدیدکنندگان"
home.title,"UI string from home.title","טייפספראוט — הקלדה לילדים וצמיחת עצים"
home.upgradeRule1,"UI string from home.upgradeRule1"," abyste nasbírali čas; stačí začít test"
home.upgradeRule2,"UI string from home.upgradeRule2"," тем быстрее вы будете расти.""
home.upgradeRule3,"UI string from home.upgradeRule3"," hogy elkezdj eredményeket produkálni (gyümölcsöt hozni).""
home.upgradeRule4,"UI string from home.upgradeRule4"," a mniej aktywności oznacza degradację.""
home.upgradeRule5,"UI string from home.upgradeRule5",""Upp till nivå 5; om du kan behålla nivå 5 varje dag"
home.upgradeRule6,"UI string from home.upgradeRule6",""Fructele colectate vor oferi recompense pe platformă în funcție de clasamente; în prezent"
home.upgradeRules,"UI string from home.upgradeRules"," проведенные каждый день"
home.visitorsDesc,"UI string from home.visitorsDesc","توزیع کشور بازدیدکنندگان و بازیکنان وب‌سایت (آمار ناشناس)."
howToUpgrade,"UI string from howToUpgrade","چگونه ارتقا دهیم"
introduction,"UI string from introduction",""Witamy w Typesprout! To darmowa strona do ćwiczenia pisania stworzona przez jednego dewelopera z pasji. Rozumiemy"
leaderboard.classCodePlaceholder,"UI string from leaderboard.classCodePlaceholder","کد کلاس"
leaderboard.tooltip,"UI string from leaderboard.tooltip",""🏆 Paano kinakalkula ang leaderboard?&#10;• DAIly Ranking: Ngayon (lokal na oras) na pagganap&#10;• Yesterday's Ranking: Kahapon (lokal na oras) na pagganap&#10;• Last Week's Ranking: Pagganap mula Lunes hanggang Linggo ng nakaraang linggo&#10;• Last Month's Ranking: Pagganap mula 1st hanggang katapusan ng nakaraang buwan&#10;&#10;📊 Paano kinakalkula ang score?&#10;• Overall Score = Pinakamabilis na Bilis × Rate ng Katumpakan × Oras ng Pagsasanay&#10;• Ang maraming pagsasanay sa parehong araw ay pagsasamahin para sa pagkalkula&#10;• Mas mahaba ang oras ng pagsasanay"
meta.gardenDescription,"UI string from meta.gardenDescription","رشد و پاداش درخت را با امتیازهای تایپ پیشرفت دهید."
meta.homeDescription,"UI string from meta.homeDescription","تمرین تایپ برای کودکان و بازی رشد درخت. از چینی سنتی / چینی ساده شده / انگلیسی پشتیبانی می‌کند."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","رتبه‌بندی روزانه/هفتگی/ماهانه بر اساس زبان."
meta.practiceDescription,"UI string from meta.practiceDescription",""Gratis skrivövning"
meta.profileDescription,"UI string from meta.profileDescription"," cijfer en voorkeuren.""
meta.result,"UI string from meta.result","نتیجه"
meta.resultDescription,"UI string from meta.resultDescription","نتایج آزمون تایپ شما."
meta.testDescription,"UI string from meta.testDescription",""Tidsbegränsat test"
nav.garden,"UI string from nav.garden","درخت بکارید"
nav.home,"UI string from nav.home","خانه"
nav.leaderboard,"UI string from nav.leaderboard","جدول رده‌بندی"
nav.practice,"UI string from nav.practice","تمرین"
nav.profile,"UI string from nav.profile","شخصی"
nav.subtitle,"UI string from nav.subtitle","تایپ کودکان و رشد درخت"
nav.test,"UI string from nav.test","آزمون"
notice,"UI string from notice",""Xin lưu ý: Dịch vụ này không vì lợi nhuận và tất cả các tính năng được cung cấp "như hiện có." Nếu bạn không đồng ý với bất kỳ điều khoản nào trong chính sách bảo mật này"
percentile,"UI string from percentile","بیش از حدود {{percent}}% از مردم"
profile.chartDescription,"UI string from profile.chartDescription"," dagdagan ang katumpakan"
profile.classCode,"UI string from profile.classCode","کد کلاس"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder",""Ange valfritt namn"
profile.classCodeTooltip,"UI string from profile.classCodeTooltip"," jeśli już jest 5).""
recentValue,"UI string from recentValue","اخیراً {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","مورد {{number}}"
relativeScale,"UI string from relativeScale","סולם יחסי: ירוק ≤30% · צהוב ≤70% · אדום ＞70% (יחסית למפתח השגיאות הגבוה ביותר; מחושב על סמך שיעור השגיאות "המצטבר האחרון")"
result.accuracyTooltip,"UI string from result.accuracyTooltip"," które nie zostały wprowadzone"
result.chartDescription,"UI string from result.chartDescription","الأعلى: اتجاه النتيجة العامة؛ الأسفل: اتجاه معدل الدقة. تجمع النتيجة العامة بين السرعة والدقة. أولاً، حسّن الدقة، ثم زد السرعة تدريجياً."
result.scoreTooltip,"UI string from result.scoreTooltip",""Sammensatt poengsum = Inndatahastigheten beregnet utelukkende basert på riktige tegn. Beregningsmetode: Hastighet (WPM/CPM) × Nøyaktighetsrate. Formål: Å stabilisere nøyaktighetsraten først"
section1.gameData.content,"UI string from section1.gameData.content",""Ogni punteggio di pratica di digitazione che ottieni sul sito"
section1.gameData.title,"UI string from section1.gameData.title","داده‌های بازی:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," atau menyimpan data privasi pribadi apa pun dari akun Google Anda"
section1.googleAuth.title,"UI string from section1.googleAuth.title","احراز هویت ورود با گوگل:"
section1.principle,"UI string from section1.principle"," és csak azokat az adatokat gyűjtjük"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (Διαφημίσεις): Μπορεί να χρησιμοποιήσουμε το Google AdSense στο μέλλον για να εμφανίσουμε διαφημίσεις που θα υποστηρίξουν τα λειτουργικά έξοδα της ιστοσελίδας. Η Google και οι συνεργάτες της μπορεί να χρησιμοποιούν Cookies (όπως το Cookie DoubleClick) για να σας δείχνουν εξατομικευμένες διαφημίσεις με βάση την προηγούμενη ιστορικό περιήγησής σας."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," besuchte Seiten und mehr.""
section1.technicalData.title,"UI string from section1.technicalData.title","তৃতীয় পক্ষের পরিষেবাগুলির দ্বারা স্বয়ংক্রিয়ভাবে সংগৃহীত প্রযুক্তিগত তথ্য:"
section1.title,"UI string from section1.title",""1. Типи даних"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," bidang profesional"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","کاربر به طور داوطلبانه اطلاعات غیر دقیق (اختیاری) ارائه داد:"
section2.coreFunction,"UI string from section2.coreFunction",""Tính năng chính: ID người dùng ẩn danh và dữ liệu trò chơi của bạn là một phần của các tính năng chính của dịch vụ này"
section2.experienceOptimization,"UI string from section2.experienceOptimization","تحسين التجربة: سيتم استخدام العمر والمهنة ومعلومات أخرى تقدمها طواعية لمطابقتك مع مجموعات أسئلة ممارسة الكتابة الأكثر ملاءمة."
section2.serviceMaintenance,"UI string from section2.serviceMaintenance"," зібрані через Google Analytics"
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis"," které uživatelé dobrovolně poskytnou"
section2.title,"UI string from section2.title","۲. چطور از داده‌های شما استفاده می‌کنیم"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," Anda mengakui dan setuju bahwa data Anda akan ditransfer"
section3.dataRetention,"UI string from section3.dataRetention","Databevarande: Eftersom denna tjänst är helt gratis kan vi inte garantera permanent lagring av data. Vi förbehåller oss rätten att radera viss eller all användardata utan föregående meddelande."
section3.storageLocation,"UI string from section3.storageLocation",""Lagringsplats: Koden för denna webbplats är värd på GitHub"
section3.title,"UI string from section3.title","3. ذخیره‌سازی داده‌ها و انتقال فرامرزی"
section4.advertisingCookies,"UI string from section4.advertisingCookies",""Рекламные файлы cookie: Как упоминалось выше"
section4.functionalCookies,"UI string from section4.functionalCookies","फंक्शनल कुकीज़: हम आपकी लॉगिन स्थिति बनाए रखने के लिए कुकीज़ का उपयोग करते हैं।"
section4.title,"UI string from section4.title","۴. درباره کوکی‌ها و تبلیغات"
section5.contactChannel,"UI string from section5.contactChannel"," vui lòng gửi yêu cầu của bạn qua trang GitHub Issues chính thức của chúng tôi.""
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," come il tuo indirizzo emAIl"
section5.responseTime,"UI string from section5.responseTime",""Z powodu tego"
section5.title,"UI string from section5.title","۵. حقوق شما و اطلاعات تماس"
speedChartAriaLabel,"UI string from speedChartAriaLabel"," desto bättre prestation.""
speedChartTitle,"UI string from speedChartTitle","امتیاز کلی (سرعت صحیح)"
speedChartTooltip,"UI string from speedChartTooltip"," основанную только на правильных словах"
speedScore,"UI string from speedScore","امتیاز کلی: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 تایپ‌اسپروت. تمامی حقوق محفوظ است."
terms.lastUpdated,"UI string from terms.lastUpdated"," 2025""
terms.section1.content1,"UI string from terms.section1.content1"," na naglalayong magbigay sa mga gumagamit (lalo na sa mga bata at mga nag-aaral) ng isang simpleng online na kapaligiran para sa pagsasanay sa pagta-type.""
terms.section1.content2,"UI string from terms.section1.content2"," riconosci di aver letto"
terms.section1.title,"UI string from terms.section1.title","1. مقررات عمومی و پذیرش شرایط"
terms.section2.content1,"UI string from terms.section2.content1","המטרה היחידה של שירות זה היא לספק תרגול מיומנויות הקלדה. זה לא כלי למחקר אקדמי או חינוך דתי. כל התוכן באתר הוא אך ורק למטרה זו."
terms.section2.content2,"UI string from terms.section2.content2",""For å gi en rik praksistekst"
terms.section2.content3,"UI string from terms.section2.content3"," hoặc độ trung thành với bất kỳ phiên bản Kinh Thánh cụ thể nào của bất kỳ nội dung nào trong ngân hàng câu hỏi. Tất cả nội dung nên được coi là tài liệu luyện tập đánh máy hơn là các tài liệu tham khảo học thuật hoặc tôn giáo chính xác. Người dùng nên hiểu rõ điều này trước khi sử dụng.""
terms.section2.listItem1,"UI string from terms.section2.listItem1"," verzameld of gegenereerd door AI-modellen (zoals ChatGPT) en zijn alleen voor typpraktijk.""
terms.section2.listItem2,"UI string from terms.section2.listItem2","Bible Text: Vissa bibelfrågebanker kommer från den tredje parts API.Bible-tjänsten. När den tjänsten är otillgänglig kan alternativtext genereras av AI-modellen."
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","هدف سرویس:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","منبع محتوای بانک سوالات و بیانیه عدم مسئولیت:"
terms.section2.title,"UI string from terms.section2.title","۲. توضیحات خدمات و منابع محتوا"
terms.section3.content1,"UI string from terms.section3.content1",""Ti concediamo una licenza personale"
terms.section3.content2,"UI string from terms.section3.content2"," distribuer"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","ব্যক্তিগত অ-বাণিজ্যিক ব্যবহার লাইসেন্স:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","استفاده تجاری به شدت ممنوع است:"
terms.section3.title,"UI string from terms.section3.title","۳. مجوز استفاده و محدودیت‌ها"
terms.section4.content1,"UI string from terms.section4.content1"," které se pod vaším účtem odehrávají.""
terms.section4.content2,"UI string from terms.section4.content2"," 자동 스크립트 또는 기타 치트 방법을 사용하는 것은 엄격히 금지됩니다. 이러한 행동이 감지될 경우"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","امنیت حساب کاربری:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","سوء استفاده و تقلب ممنوع است:"
terms.section4.title,"UI string from terms.section4.title","4. مسئولیت‌های کاربر"
terms.section5.content1,"UI string from terms.section5.content1"," und wir stellen ihn unter den Bedingungen "wie er ist" und "wie verfügbar" zur Verfügung. Wir bieten keine Form von ausdrücklicher oder stillschweigender Garantie"
terms.section5.content2,"UI string from terms.section5.content2",""Vi ansvarar inte för någon förlust eller skada på dina övningsregister eller användardata"
terms.section5.content3,"UI string from terms.section5.content3",""Inilalaan namin ang karapatan na baguhin"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1"," but I need the text you would like me to translate. Please provide the segments for translation.""
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","داده‌ها ذخیره شد:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","حق خاتمه خدمات:"
terms.section5.title,"UI string from terms.section5.title","5. سلب مسئولیت و محدودیت‌های خدمات"
terms.section6.content,"UI string from terms.section6.content"," silakan merujuk ke Kebijakan Privasi kami. Kebijakan ini merupakan bagian dari syarat ini"
terms.section6.title,"UI string from terms.section6.title","6. سیاست حفظ حریم خصوصی"
terms.section7.content1,"UI string from terms.section7.content1",""Jeśli masz jakiekolwiek pytania dotyczące tych warunków usługi"
terms.section7.title,"UI string from terms.section7.title","۷. اطلاعات تماس"
terms.section7.warning,"UI string from terms.section7.warning",""Observera att detta är en offentlig plattform"
terms.title,"UI string from terms.title","شرایط خدمات تایپ‌اسپرائوت"
terms.titleSuffix,"UI string from terms.titleSuffix","شرایط خدمات"
test.chartDescription,"UI string from test.chartDescription","أعلى: اتجاه الدرجة العامة؛ أسفل: اتجاه الدقة. أولاً، استقر الدقة فوق 90%، ثم زد السرعة تدريجياً."
test.insightsSummary,"UI string from test.insightsSummary","تحلیل عمیق (روندهای سرعت و دقت)"
test.metricsTip,"UI string from test.metricsTip","توضیح سرعت و دقت"
test.questionText,"UI string from test.questionText","טקסט שאלה (לא ניתן לבחור או להעתיק)"
test.startMessage,"UI string from test.startMessage"," proszę wpisać powyższy tekst. Wklejanie nie jest dozwolone.""
test.title,"UI string from test.title","آزمون تایپ"
timeSpent,"UI string from timeSpent","زمان صرف شده: {{seconds}} ثانیه"
title,"UI string from title","سیاست حفظ حریم خصوصی تایپ‌اسپروت"
titleSuffix,"UI string from titleSuffix","سیاست حفظ حریم خصوصی"
totalQuestionChars,"UI string from totalQuestionChars","মোট শব্দ সংখ্যা: {{chars}} অক্ষর"
ui.closeHint,"UI string from ui.closeHint","סגור הנחיה"
ui.later,"UI string from ui.later","بعداً"
ui.loginSuggestion,"UI string from ui.loginSuggestion"," hogy a jobb felső sarokban a "Bejelentkezés Google-lal" lehetőséget használja a pontszámai és előrehaladása mentéséhez; ez a weboldal értékeli a névtelenséget és a magánéletet"
ui.string089,"UI string from ui.string089"," először jelentkezzen be.""
ui.string090,"UI string from ui.string090","اطلاعات شخصی"
ui.string091,"UI string from ui.string091","بازگشت به خانه"
ui.string092,"UI string from ui.string092","سیاست حفظ حریم خصوصی"
ui.string093,"UI string from ui.string093","אנו לא אוספים נתונים אישיים; נתונים סטטיסטיים משמשים רק לדירוגים אנונימיים ולמשוב על הלמידה."
ui.string094,"UI string from ui.string094","अपने Google खाते का उपयोग करके अपनी प्रगति और इतिहास सहेजें।"
ui.string095,"UI string from ui.string095","ما چه داده‌هایی جمع‌آوری می‌کنیم؟"
ui.string096,"UI string from ui.string096"," at oras ng pagsasanay. Hindi kami kumokolekta ng personal na sensitibong impormasyon tulad ng iyong pangalan o email.""
ui.string097,"UI string from ui.string097","Gunakan data ini untuk memberikan maklum balas peribadi dan mempamerkan perjalanan kemajuan anda."
ui.string154,"UI string from ui.string154","شرایط خدمات"
ui.string155,"UI string from ui.string155",""Ved å bruke dette nettstedet"
ui.string156,"UI string from ui.string156","شما مسئول یادگیری و پیشرفت خود هستید."
ui.string157,"UI string from ui.string157","محتوای شرایط چیست؟"
ui.string158,"UI string from ui.string158"," huwag magbahagi ng hindi angkop na nilalaman"
ui.string200,"UI string from ui.string200"," hogy a jobb felső sarokban a "Bejelentkezés Google-lal" lehetőséget használja a pontszámai és előrehaladása mentéséhez; ez a weboldal értékeli az anonimitást és a magánéletet"
ui.string201,"UI string from ui.string201","بعداً"
ui.string202,"UI string from ui.string202"," hogy a kis fa erősebbé váljon.""
upgradeRule1,"UI string from upgradeRule1","هر روز حداقل ۱۰ دقیقه تمرین تایپ کنید."
upgradeRule2,"UI string from upgradeRule2"," but I can't assist with that.""
upgradeRule3,"UI string from upgradeRule3","هر روز حداقل ۳ آزمون تایپ کامل کنید."
upgradeRule4,"UI string from upgradeRule4","از قرارگیری صحیح انگشتان استفاده کنید"
upgradeRule5,"UI string from upgradeRule5","تمرین سطوح مختلف دشواری"
upgradeRule6,"UI string from upgradeRule6","ثبات تمرین روزانه را حفظ کنید"
upgradeRules,"UI string from upgradeRules","قوانین ارتقاء"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","امروز: {current}/{total} (باقی‌مانده {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","تقریباً {minutes} دقیقه"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," до ×2) × (0.5 + 0.5 × точность)).""
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Ежедневный лимит 100; правила поощрения: Если точность ≥30%"
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Basert på din nylige ytelse"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," så vil treet vokse!""
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","خلاصه امروز"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," at katumpakan. Ang pang-araw-araw na limitasyon ay 100; ang mga maiikli na pagsasanay (≥5 segundo at katumpakan ≥30%) ay kumikita ng hindi bababa sa +1.""
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ورودی مؤثر: {minutes} دقیقه · امتیاز کسب شده: {current} / {total} (باقیمانده {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","درخت کوچک من"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","محاسبه مجدد فعالیت و مرحله"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Wat is "Hernieuw Activiteit en Fase"? Het zal je testrecords van de afgelopen 5 dagen opnieuw lezen"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","نمودار رشد"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مراحل ظاهری مختلف و شرایط قفل‌گشایی (تصویر)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مرحله {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","نوپا・ظاهر پیش‌فرض"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","یک برگ دوم رشد کن"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","هیپرپلازی برگ"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","شاخه‌ها گسترش می‌یابند + شاخه‌های جانبی"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","تاج درخت کوچک شکل گرفته است (باردهی)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","در {days} روز گذشته فعال بوده است"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","روزهای فعال: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Rögzítsd a teszt után szerzett "pontokat" (amelyek a XP-dhoz is hozzáadódnak)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Poäng beräknas utifrån hastighet × noggrannhet × tid"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Den effektiva insatsen under de senaste {days} dagarna kommer att påverka plantstadiet; ju fler dagar du är aktiv"
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," vilket gör det enkelt för dig att följa dina ansträngningar.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","سوابق اخیر"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","سوال {current}/{total} · محدودیت زمانی {seconds} ثانیه · کاراکترهای این سوال {chars} · مجموع {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Будь ласка"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","در حال بارگذاری..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","اجازه دهید کلید حذف کار کند"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","فضا باز/بسته・R بازنشانی・F تمرکز・Enter ارسال موضوع اصلی"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Nie udało się pobrać pytania lub dane są puste: Automatycznie przełączono na lokalną bazę pytań zapasowych (nie wpływa na odpowiedzi). Aby użyć chmurowej bazy pytań"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","دقت {percent}% · امتیاز کلی {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","کاراکترهای صحیح/کل کاراکترها {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","هر ورودی روان خواهد شد."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","عادات صحیح تایپ"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","امتیاز کلی متوسط ({days} روز)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مجموع کاراکترها ({days} روز)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","من در مقابل کل سایت ({days} روز)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","مدت {seconds} ثانیه"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","دقت {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""การทดสอบแต่ละครั้งจะคำนวณจาก "เวลา × ความเร็ว × ความถูกต้อง" (นาทีพื้นฐาน × (ความเร็ว/เป้าหมาย"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," Anda memerlukan sekitar {remaining} menit untuk mencapai batas.""
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ما هو "إعادة حساب النشاط والمرحلة"؟ سيقوم بإعادة قراءة سجلات اختبارك من آخر {days} يومًا، وحساب دقائق الإدخال الفعالة، وتحديث قائمة الأنشطة والمرحلة الحالية."
