key,description,text
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Source de contenu de la banque de questions et clause de non-responsabilité :"
terms.section2.title,"UI string from terms.section2.title","2. DEscription du service et sources de contenu"
terms.section3.content1,"UI string from terms.section3.content1"," and educational purposes.""
terms.section3.content2,"UI string from terms.section3.content2"," or use any part of this service for any direct or indirect commercial purposes. This includes (but is not limited to) using the content of this website as part of any pAId courses"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Licence d'utilisation personnelle non commerciale :"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Strictement interdit à des fins commerciales :"
terms.section3.title,"UI string from terms.section3.title","3. Autorisation d'utilisation et restrictions"
terms.section4.content1,"UI string from terms.section4.content1","Vous êtes responsable de la sécurité de vos informations de connexion à votre compte et de toutes les activités qui se déroulent sous votre compte."
terms.section4.content2,"UI string from terms.section4.content2"," bots"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Sécurité du compte :"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Abus et tricherie interdits :"
terms.section4.title,"UI string from terms.section4.title","4. Responsabilités de l'utilisateur"
terms.section5.content1,"UI string from terms.section5.content1"," or uninterrupted avAIlability of the service.""
terms.section5.content2,"UI string from terms.section5.content2"," nem garantimos a preservação permanente dos dados.""
terms.section5.content3,"UI string from terms.section5.content3",""Reservamos o direito de modificar"
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Tel que prévu :"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Données enregistrées :"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Droit de résilier le service :"
terms.section5.title,"UI string from terms.section5.title","5. Avertissement et limitations de service"
terms.section6.content,"UI string from terms.section6.content"," consulta nuestra Política de Privacidad. Esta política es parte de estos términos"
terms.section6.title,"UI string from terms.section6.title","6. Politique de confidentialité"
terms.section7.content1,"UI string from terms.section7.content1"," por favor"
terms.section7.title,"UI string from terms.section7.title","7. Informations de contact"
terms.section7.warning,"UI string from terms.section7.warning"," note que esta é uma plataforma pública e não compartilhe suas informações pessoAIs aqui.""
terms.title,"UI string from terms.title","Conditions d'utilisation de Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","Conditions d'utilisation"
test.chartDescription,"UI string from test.chartDescription"," luego aumenta gradualmente la velocidad.""
test.insightsSummary,"UI string from test.insightsSummary","Analyse approfondie (Tendances de vitesse et de précision)"
test.metricsTip,"UI string from test.metricsTip","Explication de la vitesse et de la précision"
test.questionText,"UI string from test.questionText","Texte de la question (ne peut pas être sélectionné ou copié)"
test.startMessage,"UI string from test.startMessage"," digite o texto acima. Colar não é permitido.""
test.title,"UI string from test.title","Test de dactylographie"
timeSpent,"UI string from timeSpent","Temps passé : {{seconds}} secondes"
title,"UI string from title","Politique de confidentialité de Typesprout"
titleSuffix,"UI string from titleSuffix","Politique de confidentialité"
totalQuestionChars,"UI string from totalQuestionChars","Nombre total de mots : {{chars}} caractères"
ui.closeHint,"UI string from ui.closeHint","Fermer l'invite"
ui.later,"UI string from ui.later","Plus tard"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Nous vous recommandons d'utiliser l'option "Se connecter avec Google" dans le coin supérieur droit pour enregistrer vos scores et votre progression ; ce site valorise l'anonymat et la confidentialité et ne stockera pas d'informations personnelles sensibles."
ui.string089,"UI string from ui.string089","最初にログインしてください。"
ui.string090,"UI string from ui.string090","Informations personnelles"
ui.string091,"UI string from ui.string091","Retour à l'accueil"
ui.string092,"UI string from ui.string092","Politique de confidentialité"
ui.string093,"UI string from ui.string093"," 통계 데이터는 익명 순위 및 학습 피드백을 위해서만 사용됩니다.""
ui.string094,"UI string from ui.string094","Enregistrez vos progrès et votre historique en utilisant uniquement votre compte Google."
ui.string095,"UI string from ui.string095","Quelles données collectons-nous ?"
ui.string096,"UI string from ui.string096",""Nós coletamos apenas suas pontuações de digitação"
ui.string097,"UI string from ui.string097","Utilisez ces données pour fournir des retours personnalisés et mettre en valeur votre parcours de progression."
ui.string154,"UI string from ui.string154","Conditions d'utilisation"
ui.string155,"UI string from ui.string155"," você concorda com os seguintes termos:""
ui.string156,"UI string from ui.string156","Vous êtes responsable de votre propre apprentissage et de vos progrès."
ui.string157,"UI string from ui.string157","Quel est le contenu des conditions ?"
ui.string158,"UI string from ui.string158",""Os termos incluem: usar o site apenas para fins educacionAIs"
ui.string200,"UI string from ui.string200","Nous vous recommandons d'utiliser l'option "Se connecter avec Google" dans le coin supérieur droit pour sauvegarder vos scores et vos progrès ; ce site valorise l'anonymat et la vie privée et ne stockera pas d'informations personnelles sensibles."
ui.string201,"UI string from ui.string201","Plus tard"
ui.string202,"UI string from ui.string202","Rappel : Vous n'avez pas pratiqué aujourd'hui ! Bougez vos mAIns chaque jour pour AIder le petit arbre à devenir plus fort."
upgradeRule1,"UI string from upgradeRule1","Pratiquez la dactylographie pendant au moins 10 minutes chaque jour."
upgradeRule2,"UI string from upgradeRule2","MAIntenez une précision supérieure à 80 %"
upgradeRule3,"UI string from upgradeRule3","Complétez au moins 3 tests de frappe chaque jour."
upgradeRule4,"UI string from upgradeRule4","Utilisez le bon placement des doigts"
upgradeRule5,"UI string from upgradeRule5","Pratiquez différents niveaux de difficulté"
upgradeRule6,"UI string from upgradeRule6","MAIntAIn la cohérence de la pratique quotidienne"
upgradeRules,"UI string from upgradeRules","Règles de mise à niveau"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aujourd'hui : {current}/{total} (Restant {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Environ {minutes} minutes"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," até ×2) × (0"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," al menos +1.""
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," você precisa de mais cerca de {minutes} minutos para atingir o limite.""
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation","ちょっとしたリマインダー：毎日少し練習すれば、木は育ちます！"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Résumé du jour"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Como os pontos são gerados? Eles são baseados no teste de hoje e estão relacionados ao tempo de entrada efetivo"
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","{minutes} minutes · Points gagnés : {current} / {total} (Restant {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Mon petit arbre"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Recalculer l'activité et l'étape"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""O que é "Recalcular Atividade e Estágio"? Ele irá reler seus registros de teste dos últimos 5 dias"
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Diagramme de Croissance"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Différentes étapes d'apparence et conditions de déverrouillage (illustration)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Étape {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Budding・Apparence par défaut"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Faites pousser une deuxième feuille"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hyperplasie des feuilles"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Branches s'étendent + branches latérales"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","La couronne du petit arbre s'est formée (fructification)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Actif au cours des {days} derniers jours"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Jours actifs : {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Enregistrez les "points" que vous gagnez après chaque test (ce qui ajoutera également à votre XP)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," usados para promover o crescimento da pequena árvore.""
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," mais fácil será dar frutos.""
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," facilitando o acompanhamento dos seus esforços.""
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Enregistrements récents"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Question {current}/{total} · Limite de temps {seconds} secondes · Caractères dans cette question {chars} · Total {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation","以下のテキストを入力してください"
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Chargement..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Autoriser la touche Retour arrière"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Espace Ouvrir/Fermer・R Réinitialiser・F Se concentrer・Entrée Soumettre Sujet Principal"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," ejecute "③ Sincronización con un clic" en GAS o verifique/ejecute permisos.""
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Précision {percent}% · Score global {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Caractères corrects/Total de caractères {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Chaque saisie deviendra fluide."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Habitudes de frappe correctes"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Score global moyen ({days} jours)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Total characters ({days} jours)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Moi vs Site entier ({days} jours)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Durée {seconds} secondes"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Précision {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," hasta ×2) × (0.5 + 0.5 × precisión))""
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," at least +{points} points every {interval} seconds (can be accumulated); at least +{points2} if ≥ {minTime} seconds and accuracy ≥ {minAcc2}%. Based on your recent performance"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," calculate effective input minutes"
